row_label_raw,row_label_full,col_0,Loại tiền,Lãi suất năm,31/12/2017 VND,1/1/2017 VND,numeric__Loại tiền,numeric__Lãi suất năm,numeric__31/12/2017 VND,numeric__1/1/2017 VND
- Khoản vay 2 (Thuyết minh 24(b)(*) (ii)),Khoản vay ngắn hạn được đảm bảo > - Khoản vay 2 (Thuyết minh 24(b)(*) (ii)),- Khoản vay 2 (Thuyết minh 24(b)(*) (ii)),VND,"5,00%-10,00%",22.443.472.651,3.846.713.711,,,22443472651.0,3846713711.0
Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,,,,,,,,
- Khoản vay 1 (ii),Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam > - Khoản vay 1 (ii),- Khoản vay 1 (ii),VND,"6,00-9,00%",30.000.000.000,30.000.000.000,,,30000000000.0,30000000000.0
- Khoản vay 2 (iii),Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam > - Khoản vay 2 (iii),- Khoản vay 2 (iii),VND,"6,00-9,00%",49.917.865.100,24.963.763.015,,,49917865100.0,24963763015.0
- Khoản vay 3 (iv),Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam > - Khoản vay 3 (iv),- Khoản vay 3 (iv),VND,"6,00-9,00%",53.411.536.842,7.088.419.097,,,53411536842.0,7088419097.0
Ngân hàng Thương mại Cổ phần Liên Việt (v),Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam > Ngân hàng Thương mại Cổ phần Liên Việt (v),Ngân hàng Thương mại Cổ phần Liên Việt (v),VND,"8,50%",50.000.000.000,-,,0.085,50000000000.0,
Ngân hàng TMCP Việt Nam,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam > Ngân hàng TMCP Việt Nam,Ngân hàng TMCP Việt Nam,VND,"8,50%",-,30.000.000.000,,0.085,,30000000000.0
Ngân Cổ phần Thương mại Á Châu,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam > Ngân Cổ phần Thương mại Á Châu,Ngân Cổ phần Thương mại Á Châu,VND,"8,50%",-,26.000.000.000,,0.085,,26000000000.0
Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam > Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh,VND,"7,50%",-,10.000.000.000,,0.075,,10000000000.0
"Công ty Cổ phần Bao bì và Kho bãi Bình Tây, bên liên quan","Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam > Công ty Cổ phần Bao bì và Kho bãi Bình Tây, bên liên quan","Công ty Cổ phần Bao bì và Kho bãi Bình Tây, bên liên quan",VND,"10,00%",-,4.500.000.000,,0.1,,4500000000.0
,,,,,612.747.996.217,356.812.381.944,,,612747996217.0,356812381944.0
