row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Công ty cổ phần tập đoàn Crystal Bay (ii),Công ty cổ phần tập đoàn Crystal Bay (ii),Công ty cổ phần tập đoàn Crystal Bay (ii),55.900.000.000,,-,,55900000000.0,,,
Công ty Cổ phần Đầu tư và Khoáng sản Hợp Thành (ii),Công ty Cổ phần Đầu tư và Khoáng sản Hợp Thành (ii),Công ty Cổ phần Đầu tư và Khoáng sản Hợp Thành (ii),100.000.000.000,,-,,100000000000.0,,,
Công ty Cổ phần Chứng khoán Everest (ii),Công ty Cổ phần Chứng khoán Everest (ii),Công ty Cổ phần Chứng khoán Everest (ii),-,,100.000.000.000,,,,100000000000.0,
Nguyễn Ngọc Bích (iii),Nguyễn Ngọc Bích (iii),Nguyễn Ngọc Bích (iii),135.925.459.944,,,,135925459944.0,,,
Nguyễn Trương Ban,Nguyễn Trương Ban,Nguyễn Trương Ban,-,,215.143.728,(215.143.728),,,215143728.0,-215143728.0
Võ Đình Bảo (iii),Võ Đình Bảo (iii),Võ Đình Bảo (iii),30.000.000.000,,-,,30000000000.0,,,
Lê Hồng Phượng (iv)- Ủy thác đầu tư,Lê Hồng Phượng (iv)- Ủy thác đầu tư,Lê Hồng Phượng (iv)- Ủy thác đầu tư,68.587.871.252,,68.003.958.752,,68587871252.0,,68003958752.0,
Dự thu lãi tiền gửi có kỳ hạn,Dự thu lãi tiền gửi có kỳ hạn,Dự thu lãi tiền gửi có kỳ hạn,11.164.975.367,-,-,-,11164975367.0,,,
"Tiền lãi từ hợp tác đầu tư, cho vay","Tiền lãi từ hợp tác đầu tư, cho vay","Tiền lãi từ hợp tác đầu tư, cho vay",40.139.177.321,-,41.589.054.328,-,40139177321.0,,41589054328.0,
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",176.138.288.735,-,4.268.902.335,-,176138288735.0,,4268902335.0,
Tạm ứng cho cán bộ công nhân viên,Tạm ứng cho cán bộ công nhân viên,Tạm ứng cho cán bộ công nhân viên,40.705.472.430,-,5.166.337.357,-,40705472430.0,,5166337357.0,
Phải thu khoản ứng tiền làm thủ tục xây dựng nhà máy sẵn Bình Định (i),Phải thu khoản ứng tiền làm thủ tục xây dựng nhà máy sẵn Bình Định (i),Phải thu khoản ứng tiền làm thủ tục xây dựng nhà máy sẵn Bình Định (i),3.500.000.000,(3.500.000.000),3.500.000.000,(3.500.000.000),3500000000.0,-3500000000.0,3500000000.0,-3500000000.0
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,314.333.682.928,-,482.842.495.601,-,314333682928.0,,482842495601.0,
Cộng,Cộng,Cộng,2.976.196.845.086,(3.500.000.000),1.474.992.808.222,(3.715.143.728),2976196845086.0,-3500000000.0,1474992808222.0,-3715143728.0
