row_label_raw,row_label_full,Bên liên quan,31/12/2025 triệu đồng,31/12/2024 triệu đồng,numeric__31/12/2025 triệu đồng,numeric__31/12/2024 triệu đồng
Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường > Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng",Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng,115,31,115.0,31.0
Người thân có liên quan và nhân viên quản lýchủ chốt (*),Người thân có liên quan và nhân viên quản lýchủ chốt (*),Người thân có liên quan và nhân viên quản lýchủ chốt (*),Người thân có liên quan và nhân viên quản lýchủ chốt (*),Người thân có liên quan và nhân viên quản lýchủ chốt (*),,
Cho vay,Người thân có liên quan và nhân viên quản lýchủ chốt (*) > Cho vay,Cho vay,153.135,85.391,153135.0,85391.0
Tiền gửi không kỳ hạn tại Ngân hàng,Người thân có liên quan và nhân viên quản lýchủ chốt (*) > Tiền gửi không kỳ hạn tại Ngân hàng,Tiền gửi không kỳ hạn tại Ngân hàng,71.201,33.257,71201.0,33257.0
Tiền gửi có kỳ hạn tại Ngân hàng,Người thân có liên quan và nhân viên quản lýchủ chốt (*) > Tiền gửi có kỳ hạn tại Ngân hàng,Tiền gửi có kỳ hạn tại Ngân hàng,348.269,254.219,348269.0,254219.0
Giấy tờ có giá Ngân hàng phát hành,Người thân có liên quan và nhân viên quản lýchủ chốt (*) > Giấy tờ có giá Ngân hàng phát hành,Giấy tờ có giá Ngân hàng phát hành,20.232,3.300,20232.0,3300.0
Lãi phải thu cho vay,Người thân có liên quan và nhân viên quản lýchủ chốt (*) > Lãi phải thu cho vay,Lãi phải thu cho vay,552,470,552.0,470.0
Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng,Người thân có liên quan và nhân viên quản lýchủ chốt (*) > Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng,Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng,3.094,2.327,3094.0,2327.0
Các giao dịch chủ yếu với các bên liên quan trong năm như sau:,Các giao dịch chủ yếu với các bên liên quan trong năm như sau:,Các giao dịch chủ yếu với các bên liên quan trong năm như sau:,Các giao dịch chủ yếu với các bên liên quan trong năm như sau:,Các giao dịch chủ yếu với các bên liên quan trong năm như sau:,,
,,,2025 triệu đồng,2024 triệu đồng,,
Bên liên quan,Bên liên quan,Bên liên quan,2025 triệu đồng,2024 triệu đồng,,
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,
VIB AMC,VIB AMC,VIB AMC,,,,
Doanh thu nhận cổ tức từ VIB AMC,VIB AMC > Doanh thu nhận cổ tức từ VIB AMC,Doanh thu nhận cổ tức từ VIB AMC,56.704,-,56704.0,
Chi phí lãi tiền gửi tại Ngân hàng,VIB AMC > Chi phí lãi tiền gửi tại Ngân hàng,Chi phí lãi tiền gửi tại Ngân hàng,39.680,15.527,39680.0,15527.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường",,
Thu nhập lãi cho vay,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường > Thu nhập lãi cho vay",Thu nhập lãi cho vay,618,-,618.0,
Chi phí lãi tiền gửi tại Ngân hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường > Chi phí lãi tiền gửi tại Ngân hàng",Chi phí lãi tiền gửi tại Ngân hàng,2.171,2.287,2171.0,2287.0
Người thân có liên quan và nhân viên quản lýchủ chốt (*),Người thân có liên quan và nhân viên quản lýchủ chốt (*),Người thân có liên quan và nhân viên quản lýchủ chốt (*),Người thân có liên quan và nhân viên quản lýchủ chốt (*),Người thân có liên quan và nhân viên quản lýchủ chốt (*),,
Thu nhập lãi cho vay,Người thân có liên quan và nhân viên quản lýchủ chốt (*) > Thu nhập lãi cho vay,Thu nhập lãi cho vay,6.973,4.405,6973.0,4405.0
Chi phí lãi tiền gửi tại Ngân hàng,Người thân có liên quan và nhân viên quản lýchủ chốt (*) > Chi phí lãi tiền gửi tại Ngân hàng,Chi phí lãi tiền gửi tại Ngân hàng,15.757,20.359,15757.0,20359.0
