row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyếtminh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyếtminh,numeric__Năm nay,numeric__Năm trước
12,06 > 12,12,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuTăng hàng tồn kho(Giảm) tăng các khoản phải trảGiảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệpđã nộpTiền chi khác cho hoạt độngkinh doanh,21,331.295.750.6421.804.551.524.979743.601.250.612(479.536.018.648)(79.911.217.359)39.383.075.983(512.514.963.178)(239.512.725.875)(50.985.280.949),296.192.334.382687.908.713.974(56.859.078.843)(2.427.513.153.656)220.371.661.741141.945.176.010(533.766.008.772)(348.224.329.850)(26.927.162.356),,21.0,,
14,06 > 14,14,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuTăng hàng tồn kho(Giảm) tăng các khoản phải trảGiảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệpđã nộpTiền chi khác cho hoạt độngkinh doanh,21,331.295.750.6421.804.551.524.979743.601.250.612(479.536.018.648)(79.911.217.359)39.383.075.983(512.514.963.178)(239.512.725.875)(50.985.280.949),296.192.334.382687.908.713.974(56.859.078.843)(2.427.513.153.656)220.371.661.741141.945.176.010(533.766.008.772)(348.224.329.850)(26.927.162.356),,21.0,,
15,06 > 15,15,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuTăng hàng tồn kho(Giảm) tăng các khoản phải trảGiảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệpđã nộpTiền chi khác cho hoạt độngkinh doanh,21,331.295.750.6421.804.551.524.979743.601.250.612(479.536.018.648)(79.911.217.359)39.383.075.983(512.514.963.178)(239.512.725.875)(50.985.280.949),296.192.334.382687.908.713.974(56.859.078.843)(2.427.513.153.656)220.371.661.741141.945.176.010(533.766.008.772)(348.224.329.850)(26.927.162.356),,21.0,,
17,06 > 17,17,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuTăng hàng tồn kho(Giảm) tăng các khoản phải trảGiảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệpđã nộpTiền chi khác cho hoạt độngkinh doanh,21,331.295.750.6421.804.551.524.979743.601.250.612(479.536.018.648)(79.911.217.359)39.383.075.983(512.514.963.178)(239.512.725.875)(50.985.280.949),296.192.334.382687.908.713.974(56.859.078.843)(2.427.513.153.656)220.371.661.741141.945.176.010(533.766.008.772)(348.224.329.850)(26.927.162.356),,21.0,,
20,06 > 20,20,Lưu chuyển tiền thuần tử (sử dụngvào) hoạt động kinh doanhII. LU'U CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TƯTiền chi để mua sắm tài sậncỏ địnhTiền thu do thanh lý tài sậncỏ địnhTiền chi gửi ngân hàng có kỳ hạnTiền thu hồi cho vay và tiền gửicỏ kỳ hạnTiền chi đầu tư góp vốn vào cácđơn vị khácTiền thu hồi đầu tư góp vốn vàođơn vị khácTiền thu lãi và cổ tức,17.1,(31.151.808.146)7.914.210.168(967.193.002.142)1.405.424.110.024(55.000.000.000)338.453.887.232352.499.379.291,(23.499.360.492)-36.241.131.502(173.754.500.000)337.993.320.000227.535.964.510,,171.0,,
21,06 > 21,21,Lưu chuyển tiền thuần tử (sử dụngvào) hoạt động kinh doanhII. LU'U CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TƯTiền chi để mua sắm tài sậncỏ địnhTiền thu do thanh lý tài sậncỏ địnhTiền chi gửi ngân hàng có kỳ hạnTiền thu hồi cho vay và tiền gửicỏ kỳ hạnTiền chi đầu tư góp vốn vào cácđơn vị khácTiền thu hồi đầu tư góp vốn vàođơn vị khácTiền thu lãi và cổ tức,17.1,(31.151.808.146)7.914.210.168(967.193.002.142)1.405.424.110.024(55.000.000.000)338.453.887.232352.499.379.291,(23.499.360.492)-36.241.131.502(173.754.500.000)337.993.320.000227.535.964.510,,171.0,,
22,06 > 22,22,Lưu chuyển tiền thuần tử (sử dụngvào) hoạt động kinh doanhII. LU'U CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TƯTiền chi để mua sắm tài sậncỏ địnhTiền thu do thanh lý tài sậncỏ địnhTiền chi gửi ngân hàng có kỳ hạnTiền thu hồi cho vay và tiền gửicỏ kỳ hạnTiền chi đầu tư góp vốn vào cácđơn vị khácTiền thu hồi đầu tư góp vốn vàođơn vị khácTiền thu lãi và cổ tức,17.1,(31.151.808.146)7.914.210.168(967.193.002.142)1.405.424.110.024(55.000.000.000)338.453.887.232352.499.379.291,(23.499.360.492)-36.241.131.502(173.754.500.000)337.993.320.000227.535.964.510,,171.0,,
23,06 > 23,23,Lưu chuyển tiền thuần tử (sử dụngvào) hoạt động kinh doanhII. LU'U CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TƯTiền chi để mua sắm tài sậncỏ địnhTiền thu do thanh lý tài sậncỏ địnhTiền chi gửi ngân hàng có kỳ hạnTiền thu hồi cho vay và tiền gửicỏ kỳ hạnTiền chi đầu tư góp vốn vào cácđơn vị khácTiền thu hồi đầu tư góp vốn vàođơn vị khácTiền thu lãi và cổ tức,17.1,(31.151.808.146)7.914.210.168(967.193.002.142)1.405.424.110.024(55.000.000.000)338.453.887.232352.499.379.291,(23.499.360.492)-36.241.131.502(173.754.500.000)337.993.320.000227.535.964.510,,171.0,,
24,06 > 24,24,Lưu chuyển tiền thuần tử (sử dụngvào) hoạt động kinh doanhII. LU'U CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TƯTiền chi để mua sắm tài sậncỏ địnhTiền thu do thanh lý tài sậncỏ địnhTiền chi gửi ngân hàng có kỳ hạnTiền thu hồi cho vay và tiền gửicỏ kỳ hạnTiền chi đầu tư góp vốn vào cácđơn vị khácTiền thu hồi đầu tư góp vốn vàođơn vị khácTiền thu lãi và cổ tức,17.1,(31.151.808.146)7.914.210.168(967.193.002.142)1.405.424.110.024(55.000.000.000)338.453.887.232352.499.379.291,(23.499.360.492)-36.241.131.502(173.754.500.000)337.993.320.000227.535.964.510,,171.0,,
25,06 > 25,25,Lưu chuyển tiền thuần tử (sử dụngvào) hoạt động kinh doanhII. LU'U CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TƯTiền chi để mua sắm tài sậncỏ địnhTiền thu do thanh lý tài sậncỏ địnhTiền chi gửi ngân hàng có kỳ hạnTiền thu hồi cho vay và tiền gửicỏ kỳ hạnTiền chi đầu tư góp vốn vào cácđơn vị khácTiền thu hồi đầu tư góp vốn vàođơn vị khácTiền thu lãi và cổ tức,17.1,(31.151.808.146)7.914.210.168(967.193.002.142)1.405.424.110.024(55.000.000.000)338.453.887.232352.499.379.291,(23.499.360.492)-36.241.131.502(173.754.500.000)337.993.320.000227.535.964.510,,171.0,,
26,06 > 26,26,Lưu chuyển tiền thuần tử (sử dụngvào) hoạt động kinh doanhII. LU'U CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TƯTiền chi để mua sắm tài sậncỏ địnhTiền thu do thanh lý tài sậncỏ địnhTiền chi gửi ngân hàng có kỳ hạnTiền thu hồi cho vay và tiền gửicỏ kỳ hạnTiền chi đầu tư góp vốn vào cácđơn vị khácTiền thu hồi đầu tư góp vốn vàođơn vị khácTiền thu lãi và cổ tức,17.1,(31.151.808.146)7.914.210.168(967.193.002.142)1.405.424.110.024(55.000.000.000)338.453.887.232352.499.379.291,(23.499.360.492)-36.241.131.502(173.754.500.000)337.993.320.000227.535.964.510,,171.0,,
27,06 > 27,27,Lưu chuyển tiền thuần tử (sử dụngvào) hoạt động kinh doanhII. LU'U CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TƯTiền chi để mua sắm tài sậncỏ địnhTiền thu do thanh lý tài sậncỏ địnhTiền chi gửi ngân hàng có kỳ hạnTiền thu hồi cho vay và tiền gửicỏ kỳ hạnTiền chi đầu tư góp vốn vào cácđơn vị khácTiền thu hồi đầu tư góp vốn vàođơn vị khácTiền thu lãi và cổ tức,17.1,(31.151.808.146)7.914.210.168(967.193.002.142)1.405.424.110.024(55.000.000.000)338.453.887.232352.499.379.291,(23.499.360.492)-36.241.131.502(173.754.500.000)337.993.320.000227.535.964.510,,171.0,,
30,06 > 30,30,Lưu chuyển tiền thuần từ hoạtđộng đầu tư,,1.050.946.776.427,404.516.555.520,,,1050946776427.0,404516555520.0
