row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2017,01/01/2017,numeric__Mối quan hệ,numeric__31/12/2017,numeric__01/01/2017
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,,498.912.400.000,500.000.000.000,,498912400000.0,500000000000.0
Hà Trọng Nam,Hà Trọng Nam,Hà Trọng Nam,Phó chủ tịch HDQT,498.912.400.000,500.000.000.000,,498912400000.0,500000000000.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,,1.879.806.891,2.012.101.898,,1879806891.0,2012101898.0
Công ty Cổ phần Chứng khoán Đại Dương,Công ty Cổ phần Chứng khoán Đại Dương,Công ty Cổ phần Chứng khoán Đại Dương,Công ty liên kết,30.000.000,162.295.007,,30000000.0,162295007.0
Công ty TNHH VNT,Công ty TNHH VNT,Công ty TNHH VNT,Bên liên quan khác,1.849.806.891,1.849.806.891,,1849806891.0,1849806891.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,,220.000.000.000,220.000.000.000,,220000000000.0,220000000000.0
Công ty TNHH VNT,Công ty TNHH VNT,Công ty TNHH VNT,Bên liên quan khác,220.000.000.000,220.000.000.000,,220000000000.0,220000000000.0
Chỉ phí phải trả ngắn hạn,Chỉ phí phải trả ngắn hạn,Chỉ phí phải trả ngắn hạn,,-,1.640.966.241,,,1640966241.0
Công ty TNHH VNT,Công ty TNHH VNT,Công ty TNHH VNT,Bên liên quan khác,-,1.640.966.241,,,1640966241.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,,72.055.569.596,72.055.569.596,,72055569596.0,72055569596.0
Công ty Cổ phần Chứng khoán Đại Dương,Công ty Cổ phần Chứng khoán Đại Dương,Công ty Cổ phần Chứng khoán Đại Dương,Công ty liên kết,55.569.596,55.569.596,,55569596.0,55569596.0
Công ty TNHH VNT,Công ty TNHH VNT,Công ty TNHH VNT,Bên liên quan khác,72.000.000.000,72.000.000.000,,72000000000.0,72000000000.0
Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,,,,,,
,,,,Năm 2017,Năm 2016,,,
,,,,VND,VND,,,
Thu nhập của Tổng Giám đốc,Giao dịch với các bên liên quan khác như sau: > Thu nhập của Tổng Giám đốc,Thu nhập của Tổng Giám đốc,,1.091.724.000,1.110.920.000,,1091724000.0,1110920000.0
"Thu nhập của HDQT, Ban Kiểm soát và người quản lý khác","Giao dịch với các bên liên quan khác như sau: > Thu nhập của HDQT, Ban Kiểm soát và người quản lý khác","Thu nhập của HDQT, Ban Kiểm soát và người quản lý khác",,2.162.051.060,2.142.855.060,,2162051060.0,2142855060.0
