row_label_raw,row_label_full,col_0,31/12/2017 > Giá trị,31/12/2017 > Số có khà năng trả nợ,01/01/2017 > Giá trị,01/01/2017 > Số có khà năng trả nợ,numeric__31/12/2017 > Giá trị,numeric__31/12/2017 > Số có khà năng trả nợ,numeric__01/01/2017 > Giá trị,numeric__01/01/2017 > Số có khà năng trả nợ
- Chỉ nhánh Công ty Cổ phần cửa số Nhựa Châu Âu tại Đà Nẵng,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Chỉ nhánh Công ty Cổ phần cửa số Nhựa Châu Âu tại Đà Nẵng,- Chỉ nhánh Công ty Cổ phần cửa số Nhựa Châu Âu tại Đà Nẵng,3.372.432.244,3.372.432.244,-,-,3372432244.0,3372432244.0,,
- Công ty Cổ phần MGM Nha Trang,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần MGM Nha Trang,- Công ty Cổ phần MGM Nha Trang,5.119.660.505,5.119.660.505,5.600.851.875,5.600.851.875,5119660505.0,5119660505.0,5600851875.0,5600851875.0
- Phải trả các đối tượng khác,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Phải trả các đối tượng khác,- Phải trả các đối tượng khác,45.576.876.467,45.576.876.467,36.482.690.454,36.482.690.454,45576876467.0,45576876467.0,36482690454.0,36482690454.0
,,,67.593.542.176,67.593.542.176,104.767.545.926,104.767.545.926,67593542176.0,67593542176.0,104767545926.0,104767545926.0
b) Phải trả người bán chỉ tiết theo kỳ hạn,b) Phải trả người bán chỉ tiết theo kỳ hạn,b) Phải trả người bán chỉ tiết theo kỳ hạn,b) Phải trả người bán chỉ tiết theo kỳ hạn,b) Phải trả người bán chỉ tiết theo kỳ hạn,b) Phải trả người bán chỉ tiết theo kỳ hạn,b) Phải trả người bán chỉ tiết theo kỳ hạn,,,,
- Phải trả người bán ngắn hạn,b) Phải trả người bán chỉ tiết theo kỳ hạn > - Phải trả người bán ngắn hạn,- Phải trả người bán ngắn hạn,62.473.881.671,62.473.881.671,104.767.545.926,104.767.545.926,62473881671.0,62473881671.0,104767545926.0,104767545926.0
- Phải trả người bán dài hạn,b) Phải trả người bán chỉ tiết theo kỳ hạn > - Phải trả người bán dài hạn,- Phải trả người bán dài hạn,5.119.660.505,5.119.660.505,-,-,5119660505.0,5119660505.0,,
,,,67.593.542.176,67.593.542.176,104.767.545.926,104.767.545.926,67593542176.0,67593542176.0,104767545926.0,104767545926.0
c) Số nợ quá hạn chưa thanh toán,c) Số nợ quá hạn chưa thanh toán,c) Số nợ quá hạn chưa thanh toán,c) Số nợ quá hạn chưa thanh toán,c) Số nợ quá hạn chưa thanh toán,c) Số nợ quá hạn chưa thanh toán,c) Số nợ quá hạn chưa thanh toán,,,,
- Công ty Cổ phần Thông Nhất 508,c) Số nợ quá hạn chưa thanh toán > - Công ty Cổ phần Thông Nhất 508,- Công ty Cổ phần Thông Nhất 508,2.239.847.346,2.239.847.346,2.239.847.346,2.239.847.346,2239847346.0,2239847346.0,2239847346.0,2239847346.0
- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,c) Số nợ quá hạn chưa thanh toán > - Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,5.346.065.332,5.346.065.332,5.346.065.332,5.346.065.332,5346065332.0,5346065332.0,5346065332.0,5346065332.0
- Công ty TNHH Bê Tông và Xây dựng Minh Đức,c) Số nợ quá hạn chưa thanh toán > - Công ty TNHH Bê Tông và Xây dựng Minh Đức,- Công ty TNHH Bê Tông và Xây dựng Minh Đức,1.998.173.220,1.998.173.220,1.998.173.220,1.998.173.220,1998173220.0,1998173220.0,1998173220.0,1998173220.0
- Công ty TNHH VNT,c) Số nợ quá hạn chưa thanh toán > - Công ty TNHH VNT,- Công ty TNHH VNT,1.849.806.891,1.849.806.891,1.849.806.891,1.849.806.891,1849806891.0,1849806891.0,1849806891.0,1849806891.0
- Tổng Công ty Đầu tư Phát triển Hạ tầng Đô thị UDIC - Công ty TNHH MTV,c) Số nợ quá hạn chưa thanh toán > - Tổng Công ty Đầu tư Phát triển Hạ tầng Đô thị UDIC - Công ty TNHH MTV,- Tổng Công ty Đầu tư Phát triển Hạ tầng Đô thị UDIC - Công ty TNHH MTV,2.090.680.171,2.090.680.171,2.140.680.171,2.140.680.171,2090680171.0,2090680171.0,2140680171.0,2140680171.0
- Công ty Cổ phần MGM Nha Trang,c) Số nợ quá hạn chưa thanh toán > - Công ty Cổ phần MGM Nha Trang,- Công ty Cổ phần MGM Nha Trang,-,-,5.600.851.875,5.600.851.875,,,5600851875.0,5600851875.0
,,,13.524.572.960,13.524.572.960,19.175.424.835,19.175.424.835,13524572960.0,13524572960.0,19175424835.0,19175424835.0
d) Phải trả người bán là các bên liên quan (Yam thông tin chỉ tiết tai Thuyết minh 44),c) Số nợ quá hạn chưa thanh toán > d) Phải trả người bán là các bên liên quan (Yam thông tin chỉ tiết tai Thuyết minh 44),d) Phải trả người bán là các bên liên quan (Yam thông tin chỉ tiết tai Thuyết minh 44),1.879.806.891,1.879.806.891,2.012.101.898,2.012.101.898,1879806891.0,1879806891.0,2012101898.0,2012101898.0
