row_label_raw,row_label_full,STT,TÊN NHÀ CUNG CÁP,TẠI 31/12/2025,numeric__TÊN NHÀ CUNG CÁP,numeric__TẠI 31/12/2025
42,42,42,CÔNG TY TNHH SX VÀ TM KIM MINH,8.063.684.287,,8063684287.0
43,43,43,CÔNG TY TNHH HƯNG HIỆP PHẠT KIẾN GIANG,7.919.291.850,,7919291850.0
44,44,44,CÔNG TY TNHH XAYS DỰNG VÀ XUẬT NHẬP KHÂU GIA HƯNG,7.869.451.152,,7869451152.0
45,45,45,CÔNG TY TNHH MTV CƠ KHÍ XAYS DỰNG TM TTNT HƯNG THÌNH,7.838.028.119,,7838028119.0
46,46,46,CÔNG TY CP ĐẦU TƯ XAYS DỰNG VÀ PHẠT TRIỂN THƯƠNG MAI THÀNH,7.414.689.916,,7414689916.0
47,47,47,CÔNG TY TNHH DV BẢO VỆ VIỆT TRƯỜNG AN,7.110.129.965,,7110129965.0
48,48,48,CÔNG TY TNHH TTNT VÀ QUẢNG CẢO SẢI GƠN DAD,7.081.902.089,,7081902089.0
49,49,49,CÔNG TY TNHH TM SX TỔN CACH NHIỆT MICO,6.817.895.582,,6817895582.0
50,50,50,CÔNG TY CP GÓ AN CUỒNG,6.574.568.628,,6574568628.0
51,51,51,CÔNG TY TNHH ĐẦU TƯ TM DV XNK LÊ GIA,6.303.017.369,,6303017369.0
