row_label_raw,row_label_full,STT > 52,TÊN NHÀ CUNG CÁP > CÔNG TY TNHH UTRACON VIỆT NAM,TẠI 31/12/2025 > 6.159.202.222,numeric__TÊN NHÀ CUNG CÁP > CÔNG TY TNHH UTRACON VIỆT NAM,numeric__TẠI 31/12/2025 > 6.159.202.222
73,73,73,CÔNG TY TNHH HTXD BÌNH MINH,4.798.159.981,,4798159981.0
74,74,74,CÔNG TY TNHH THANH THẢI HÒA,4.793.664.000,,4793664000.0
75,75,75,CÔNG TY CỔ PHÂN ĐẦU TƯ' BT QUÁNG NINH,4.679.267.248,,4679267248.0
76,76,76,CÔNG TY CỔ PHÂN HHM VIỆT NAM,4.612.622.229,,4612622229.0
77,77,77,CÔNG TY TNHH THƯƠNG MAỊ ĐẦU TƯ' XAY DỰNG HOÀNG VĂN,4.601.724.391,,4601724391.0
78,78,78,CÔNG TY TNHH XAY DỰNG VÀ THƯƠNG MAỊ TMC,4.586.771.351,,4586771351.0
79,79,79,CÔNG TY CP KT NAM THUACIÓN PHẠT,4.586.049.160,,4586049160.0
80,80,80,CÔNG TY CỔ PHÂN ĐÀ TƯ' NHIỂN VNS,4.552.378.936,,4552378936.0
81,81,81,CÔNG TY CỔ PHÂN ĐẦU TƯ' SON TUNG,4.485.718.554,,4485718554.0
82,82,82,CÔNG TY TNHH GYPCO,4.470.342.129,,4470342129.0
83,83,83,CÔNG TY TNHH ĐẦU TƯ' VÀ XAY DỰNG PHẠM GIA BROTHERS,4.367.334.454,,4367334454.0
84,84,84,CÔNG TY CỔ PHÂN REICH,4.334.357.775,,4334357775.0
85,85,85,CÔNG TY TNHH SX -XD -TM HOA GIANG,4.224.147.472,,4224147472.0
86,86,86,CÔNG TY CP LECMAX SẢI GỐN,4.103.191.919,,4103191919.0
87,87,87,CÔNG TY CP ĐẦU TƯ' XAY DỰNG TMDV XNK HOÀNG THÀNH,4.087.383.525,,4087383525.0
88,88,88,CÔNG TY TNHH XD VÀ TTNNT PHƯƠNG ĐỒNG,4.067.911.600,,4067911600.0
89,89,89,CÔNG TY TNHH TM QUỐC TẾ THÀI VĂN,4.039.556.895,,4039556895.0
90,90,90,CÔNG TY TNHH THƯƠNG MAỊ DỊCH VỤ XAY DỰNG PHẠN HÙNG,3.919.302.945,,3919302945.0
91,91,91,CÔNG TY TNHH KỸ THUẬT XAY DỰNG TECHCONS,3.888.065.439,,3888065439.0
92,92,92,CÔNG TY TNHH TM DV VÀ THI CÔNG XAY DỰNG BÌNH AN,3.883.329.989,,3883329989.0
93,93,93,CÔNG TY CỔ PHÂN HOẠN THIỆN SAO VIỆT,3.881.176.303,,3881176303.0
94,94,94,CÔNG TY TNHH XD & DVTM T&T HOÀNG MAI,3.858.334.242,,3858334242.0
95,95,95,CÔNG TY TNHH CÔNG NGHIỆP UBRO,3.834.383.110,,3834383110.0
96,96,96,CÔNG TY TNHH TM VẬT TƯ' VĂN TẢI HOÀNG PHẠT,3.822.820.331,,3822820331.0
97,97,97,CÔNG TY TNHH CHẾ BIỆN LÂM SẢN VÀ XAY DỰNG TÂM HƯƠNG PHẠT,3.703.789.079,,3703789079.0
98,98,98,CÔNG TY TNHH GIẢI PHẬP CẦU THÁP,3.695.315.683,,3695315683.0
99,99,99,CÔNG TY TNHH SẢN XUẬT THƯƠNG MAỊ GM HOÀNG MỸ,3.667.185.360,,3667185360.0
100,100,100,CÔNG TY TNHH THƯƠNG MAỊ CẢNH QUAN THẢO NGUYỄN,3.642.747.161,,3642747161.0
101,101,101,CÔNG TY CP ĐẦU TƯ' TASAGO,3.622.267.555,,3622267555.0
102,102,102,CÔNG TY CỔ PHÂN XAY DỰNG TPP VIỆT NAM,3.605.752.357,,3605752357.0
