row_label_raw,row_label_full,STT,TÊN NHÀ CUNG CÁP,TẠI 31/12/2025,numeric__TÊN NHÀ CUNG CÁP,numeric__TẠI 31/12/2025
121,121,121,CÔNG TY TNHH DV TM - XAYOUT DỰNG HỒ SAO,3.066.644.973,,3066644973.0
122,122,122,CÔNG TY TNHH ĐÌNH AN HOÀNG MAI,3.052.501.292,,3052501292.0
123,123,123,CÔNG TY TNHH SAN LẬP VÀ XAYOUT DỰNG LÊ NGUYÊN,3.035.688.478,,3035688478.0
124,124,124,CÔNG TY TNHH PHẮT TRIÊN XAYOUT DỰNG ĐỒNG TÂM,3.008.282.113,,3008282113.0
125,125,125,CÔNG TY CỔ PHẦN VINH VƯƠNG,2.982.174.372,,2982174372.0
126,126,126,CÔNG TY TNHH XAYOUT DỰNG GREEN FUTURE,2.955.941.795,,2955941795.0
127,127,127,CÔNG TY CP LIÊN SƠN THẢNG LONG,2.936.127.417,,2936127417.0
128,128,128,CÔNG TY CỔ PHẦN ĐẦU TƯ MTN VIỆT NAM,2.885.999.879,,2885999879.0
129,129,129,CÔNG TY CỔ PHẦN ĐẦU TƯ XAYOUT DỰNG VÀ CỔNG NGΗỆ TOẠN CẦU,2.851.290.179,,2851290179.0
130,130,130,CÔNG TY TNHH MTV XAYOUT DỰNG HÙNG TÌNH PHẮT,2.845.881.154,,2845881154.0
131,131,131,CÔNG TY TNHH XAYOUT DỰNG VÀ THƯƠNG MẠI NHÂN GIA,2.821.035.442,,2821035442.0
132,132,132,CÔNG TY TNHH XD VÀ THƯƠNG MẠI NAM TIÊN 68,2.810.127.524,,2810127524.0
133,133,133,CÔNG TY CỔ PHẦN ĐẦU TƯ SẢN XUẤT LÊ TRẦN,2.758.830.803,,2758830803.0
134,134,134,CÔNG TY TNHH TM VÀ DV PHÚ HƯƠNG THÌNH,2.733.026.551,,2733026551.0
135,135,135,CÔNG TY CP THIẾT BỊ CỔNG NGHIỆP VÀ THƯƠNG MẠI ANH SƠN,2.730.179.213,,2730179213.0
136,136,136,CÔNG TY TNHH MTV HOA KIỂNG THÀNH TRUNG THÀNH,2.672.720.904,,2672720904.0
137,137,137,CÔNG TY CỔ PHẦN THƯƠNG MẠI THẠI HƯƠNG,2.669.527.249,,2669527249.0
138,138,138,CÔNG TY HOÀNG ANH - (TNHH),2.648.277.100,,2648277100.0
139,139,139,CÔNG TY CỔ PHẦN XAYOUT DỰNG VÀ CƠ ĐIỆN MINH PHỨC,2.617.412.596,,2617412596.0
140,140,140,CÔNG TY TNHH ĐẦU TƯ XAYOUT LẬP & TM HAMOCO,2.598.284.393,,2598284393.0
141,141,141,CÔNG TY CP TM VÀ XD PHÚ ĐỨC,2.538.605.103,,2538605103.0
142,142,142,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT NGỌC ĐIỆP,2.528.584.910,,2528584910.0
143,143,143,CÔNG TY TNHH THƯƠNG MẠI ĐẦU TƯ TỔNG HỢP MẠI LINH,2.510.672.127,,2510672127.0
144,144,144,CÔNG TY CP DAYOUT CÁP ĐIỆN DAPHACO,2.483.396.520,,2483396520.0
145,145,145,CÔNG TY CỔ PHẦN WOODSLAND,2.476.568.473,,2476568473.0
146,146,146,CÔNG TY TNHH CHÔNG THÂM VÀ XAYOUT DỰNG KIM BẢO PHẮT,2.475.781.075,,2475781075.0
147,147,147,CÔNG TY CỔ PHẦN CƠ ĐIỆN DTS,2.467.256.515,,2467256515.0
148,148,148,CÔNG TY CỔ PHẦN VẬT LIỆU VÀ XAYOUT DỰNG HOÀNG TÂM,2.460.165.997,,2460165997.0
149,149,149,CÔNG TY TNHH SX TM XD VÍ TÍN,2.402.488.719,,2402488719.0
150,150,150,CÔNG TY TNHH XAYOUT DỰNG HK VIỆT NAM,2.328.850.625,,2328850625.0
151,151,151,CÔNG TY TNHH CƠ KHÍ THƯƠNG MẠI D&T,2.298.690.584,,2298690584.0
152,152,152,CÔNG TY TNHH THƯƠNG MẠI XAYOUT DỰNG KIM Y,2.281.544.747,,2281544747.0
153,153,153,CÔNG TY TNHH TM - KÝ THUẬT ĐIỆN HOÀNG TRANG,2.275.153.035,,2275153035.0
