row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2017,Quá hạn > Trên 3 tháng > Ngày 31 tháng 12 năm 2017,Quá hạn > Đến 3 tháng > Ngày 31 tháng 12 năm 2017,Trong hạn > Đến 1 tháng > Ngày 31 tháng 12 năm 2017,Trong hạn > Từ trên 1 tháng đến 3 tháng > Ngày 31 tháng 12 năm 2017,Trong hạn > Từ trên 3 tháng đến 12 tháng > Ngày 31 tháng 12 năm 2017,Trong hạn > Từ trên 1 năm đến 5 năm > Ngày 31 tháng 12 năm 2017,Trong hạn > Trên 5 năm > Ngày 31 tháng 12 năm 2017,Đơn vị: Triệu VND > Tổng cộng > Ngày 31 tháng 12 năm 2017,numeric__Quá hạn > Trên 3 tháng > Ngày 31 tháng 12 năm 2017,numeric__Quá hạn > Đến 3 tháng > Ngày 31 tháng 12 năm 2017,numeric__Trong hạn > Đến 1 tháng > Ngày 31 tháng 12 năm 2017,numeric__Trong hạn > Từ trên 1 tháng đến 3 tháng > Ngày 31 tháng 12 năm 2017,numeric__Trong hạn > Từ trên 3 tháng đến 12 tháng > Ngày 31 tháng 12 năm 2017,numeric__Trong hạn > Từ trên 1 năm đến 5 năm > Ngày 31 tháng 12 năm 2017,numeric__Trong hạn > Trên 5 năm > Ngày 31 tháng 12 năm 2017,numeric__Đơn vị: Triệu VND > Tổng cộng > Ngày 31 tháng 12 năm 2017
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,2.313.069,561.451,38.691.979,28.791.641,63.655.430,60.772.801,92.415.362,287.201.733,2313069.0,561451.0,38691979.0,28791641.0,63655430.0,60772801.0,92415362.0,287201733.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,7.642.448,7.547.261,134.895,48.522,6.940,15.380.066,,,7642448.0,7547261.0,134895.0,48522.0,6940.0,15380066.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,90.860.050,39.473.193,69.348.473,41.744.262,191.530,241.617.508,,,90860050.0,39473193.0,69348473.0,41744262.0,191530.0,241617508.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,10.491,-,-,-,-,10.491,,,10491.0,,,,,10491.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,8.899,23.430,68.910,35.227,136.466,,,,8899.0,23430.0,68910.0,35227.0,136466.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,-,-,5.000.000,1.054.000,6.054.000,,,,,,5000000.0,1054000.0,6054000.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,4.498.909,-,-,-,-,4.498.909,,,4498909.0,,,,,4498909.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,103.011.898,47.029.353,69.506.798,46.861.694,1.287.697,267.697.440,,,103011898.0,47029353.0,69506798.0,46861694.0,1287697.0,267697440.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,2.313.069,561.451,(64.319.919),(18.237.712),(5.851.368),13.911.107,91.127.665,19.504.293,2313069.0,561451.0,-64319919.0,-18237712.0,-5851368.0,13911107.0,91127665.0,19504293.0
