row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,31/12/2020 VND,01/01/2020 VND,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2020 VND,numeric__01/01/2020 VND
II.,II.,II.,Tài sản cố định,220,,3.222.476.467.722,2.934.181.122.492,,220.0,,3222476467722.0,2934181122492.0
1.,1.,1.,Tài sản cố định hữu hình,221,14,3.142.992.358.473,2.856.437.349.104,,221.0,14.0,3142992358473.0,2856437349104.0
,,,- Nguyên giá,222,,4.814.510.129.936,4.344.817.644.958,,222.0,,4814510129936.0,4344817644958.0
,,,- Giá trị hao mòn lũy kế,223,,(1.671.517.771.463),(1.488.380.295.854),,223.0,,-1671517771463.0,-1488380295854.0
2.,2.,2.,Tài sản cố định vô hình,227,15,79.484.109.249,77.743.773.388,,227.0,15.0,79484109249.0,77743773388.0
,,,- Nguyên giá,228,,261.658.273.753,238.699.426.287,,228.0,,261658273753.0,238699426287.0
,,,- Giá trị hao mòn lũy kế,229,,(182.174.164.504),(160.955.652.899),,229.0,,-182174164504.0,-160955652899.0
III.,III.,III.,Bất động sản đầu tư,230,16,32.812.367.602,101.417.377.383,,230.0,16.0,32812367602.0,101417377383.0
,,,- Nguyên giá,231,,56.149.693.891,122.870.111.864,,231.0,,56149693891.0,122870111864.0
,,,- Giá trị hao mòn lũy kế,232,,(23.337.326.289),(21.452.734.481),,232.0,,-23337326289.0,-21452734481.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,485.862.256.004,489.578.915.079,,240.0,,485862256004.0,489578915079.0
1.,1.,1.,"Chi phí sản xuất, kinh doanh dở dang dài hạn",241,17,68.009.956.456,60.347.972.173,,241.0,17.0,68009956456.0,60347972173.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,18,417.852.299.548,429.230.942.906,,242.0,18.0,417852299548.0,429230942906.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,,7.282.691.484,7.176.651.058,,250.0,,7282691484.0,7176651058.0
1.,1.,1.,"Đầu tư vào công ty liên doanh, liên kết",252,6.a,7.282.691.484,7.176.651.058,,252.0,,7282691484.0,7176651058.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,6.b,480.000.000,480.000.000,,253.0,,480000000.0,480000000.0
3.,3.,3.,Dự phòng đầu tư tài chính dài hạn,254,6.b,(480.000.000),(480.000.000),,254.0,,-480000000.0,-480000000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,424.452.473.146,264.456.601.009,,260.0,,424452473146.0,264456601009.0
1.,1.,1.,Chi phí trả trước dài hạn,261,13.b,78.295.758.401,48.996.940.885,,261.0,,78295758401.0,48996940885.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,,18.245.496.649,18.701.022.282,,262.0,,18245496649.0,18701022282.0
3.,3.,3.,Lợi thế thương mại,269,19,327.911.218.096,196.758.637.842,,269.0,19.0,327911218096.0,196758637842.0
,,,TỔNG CỘNG TÀI SẢN,270,,8.230.568.746.380,8.614.512.642.255,,270.0,,8230568746380.0,8614512642255.0
