row_label_raw,row_label_full,col_0,Thuyết minh,Loại tiền,30/9/2020 VND,1/10/2019 VND,numeric__Thuyết minh,numeric__Loại tiền,numeric__30/9/2020 VND,numeric__1/10/2019 VND
Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,Bên thứ ba > Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,(v),USD,213.385.900.000,299.706.629.722,,,213385900000.0,299706629722.0
Ngân hàng Sinopac - Chi nhánh TP. Hồ Chí Minh,Bên thứ ba > Ngân hàng Sinopac - Chi nhánh TP. Hồ Chí Minh,Ngân hàng Sinopac - Chi nhánh TP. Hồ Chí Minh,(vi),VND,32.300.000.000,132.961.671.917,,,32300000000.0,132961671917.0
Ngân hàng TNHH MTV UOB Việt Nam,Bên thứ ba > Ngân hàng TNHH MTV UOB Việt Nam,Ngân hàng TNHH MTV UOB Việt Nam,(vii),VND,101.516.310.719,114.584.761.996,,,101516310719.0,114584761996.0
Ngân hàng TNHH MTV UOB Việt Nam,Bên thứ ba > Ngân hàng TNHH MTV UOB Việt Nam,Ngân hàng TNHH MTV UOB Việt Nam,(vii),USD,57.085.000.000,-,,,57085000000.0,
Ngân hàng Malayan Banking Berhad Chi nhánh TP. Hồ Chí Minh,Bên thứ ba > Ngân hàng Malayan Banking Berhad Chi nhánh TP. Hồ Chí Minh,Ngân hàng Malayan Banking Berhad Chi nhánh TP. Hồ Chí Minh,(viii),VND,42.323.443.406,-,,,42323443406.0,
Ngân hàng Malayan Banking Berhad Chi nhánh TP. Hồ Chí Minh,Bên thứ ba > Ngân hàng Malayan Banking Berhad Chi nhánh TP. Hồ Chí Minh,Ngân hàng Malayan Banking Berhad Chi nhánh TP. Hồ Chí Minh,(viii),USD,46.084.500.000,85.446.513.628,,,46084500000.0,85446513628.0
"Ngân Hàng TMCP Hàng Hải Việt Nam, Chi Nhánh TP. Hồ Chí Minh","Bên thứ ba > Ngân Hàng TMCP Hàng Hải Việt Nam, Chi Nhánh TP. Hồ Chí Minh","Ngân Hàng TMCP Hàng Hải Việt Nam, Chi Nhánh TP. Hồ Chí Minh",(ix),VND,97.147.784.400,-,,,97147784400.0,
Ngân Hàng TMCP Sài Gòn Thương Tín - Chi Nhánh Trung Tâm,Bên thứ ba > Ngân Hàng TMCP Sài Gòn Thương Tín - Chi Nhánh Trung Tâm,Ngân Hàng TMCP Sài Gòn Thương Tín - Chi Nhánh Trung Tâm,(x),VND,50.000.000.000,-,,,50000000000.0,
Ngân Hàng TNHH CTBC - Chi Nhánh TP. Hồ Chí Minh,Bên thứ ba > Ngân Hàng TNHH CTBC - Chi Nhánh TP. Hồ Chí Minh,Ngân Hàng TNHH CTBC - Chi Nhánh TP. Hồ Chí Minh,(xi),VND,19.942.608.592,-,,,19942608592.0,
Ngân Hàng TNHH CTBC - Chi Nhánh TP. Hồ Chí Minh,Bên thứ ba > Ngân Hàng TNHH CTBC - Chi Nhánh TP. Hồ Chí Minh,Ngân Hàng TNHH CTBC - Chi Nhánh TP. Hồ Chí Minh,(xi),USD,155.234.011.226,-,,,155234011226.0,
Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,,,,
Công ty Cổ phần Hoa Sen Quy Nhon – công ty con,Bên liên quan > Công ty Cổ phần Hoa Sen Quy Nhon – công ty con,Công ty Cổ phần Hoa Sen Quy Nhon – công ty con,(xii),VND,-,53.000.000.000,,,,53000000000.0
,,,,,5.058.379.476.181,5.668.706.946.394,,,5058379476181.0,5668706946394.0
