row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
Thu nhập từ tiền lãi,Công ty Cổ phần Hoa Sen Yên Bái > Thu nhập từ tiền lãi,Thu nhập từ tiền lãi,11.771.972.342,4.583.178.812,11771972342.0,4583178812.0
Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,,
Bán hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,790.478.750.989,283.201.838.656,790478750989.0,283201838656.0
Mua hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,197.527.496.960,191.023.808.607,197527496960.0,191023808607.0
Đi thuê hoạt động,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Đi thuê hoạt động,Đi thuê hoạt động,600.000.000,3.417.000.000,600000000.0,3417000000.0
Hàng mua được giảm giá,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Hàng mua được giảm giá,Hàng mua được giảm giá,122.727.272,-,122727272.0,
Công ty TNHH Một Thành Viên Đầu tư Hạ tầng Khu,Công ty TNHH Một Thành Viên Đầu tư Hạ tầng Khu,Công ty TNHH Một Thành Viên Đầu tư Hạ tầng Khu,Công ty TNHH Một Thành Viên Đầu tư Hạ tầng Khu,Công ty TNHH Một Thành Viên Đầu tư Hạ tầng Khu,,
Công nghiệp Hoa Sen Cà Ná - Ninh Thuận,Công nghiệp Hoa Sen Cà Ná - Ninh Thuận,Công nghiệp Hoa Sen Cà Ná - Ninh Thuận,Công nghiệp Hoa Sen Cà Ná - Ninh Thuận,Công nghiệp Hoa Sen Cà Ná - Ninh Thuận,,
Góp vốn,Công nghiệp Hoa Sen Cà Ná - Ninh Thuận > Góp vốn,Góp vốn,1.000.000.000,-,1000000000.0,
Công ty TNHH Một Thành Viên Căng Tổng hợp Quốc tế Hoa Sen Cà Ná - Ninh Thuận,Công ty TNHH Một Thành Viên Căng Tổng hợp Quốc tế Hoa Sen Cà Ná - Ninh Thuận,Công ty TNHH Một Thành Viên Căng Tổng hợp Quốc tế Hoa Sen Cà Ná - Ninh Thuận,Công ty TNHH Một Thành Viên Căng Tổng hợp Quốc tế Hoa Sen Cà Ná - Ninh Thuận,Công ty TNHH Một Thành Viên Căng Tổng hợp Quốc tế Hoa Sen Cà Ná - Ninh Thuận,,
Góp vốn,Công ty TNHH Một Thành Viên Căng Tổng hợp Quốc tế Hoa Sen Cà Ná - Ninh Thuận > Góp vốn,Góp vốn,29.500.000.000,2.500.000.000,29500000000.0,2500000000.0
Công ty Cổ phần Hoa Sen Quy Nhơn,Công ty Cổ phần Hoa Sen Quy Nhơn,Công ty Cổ phần Hoa Sen Quy Nhơn,Công ty Cổ phần Hoa Sen Quy Nhơn,Công ty Cổ phần Hoa Sen Quy Nhơn,,
Vay,Công ty Cổ phần Hoa Sen Quy Nhơn > Vay,Vay,-,53.000.000.000,,53000000000.0
Lãi vay,Công ty Cổ phần Hoa Sen Quy Nhơn > Lãi vay,Lãi vay,2.076.438.356,2.764.276.712,2076438356.0,2764276712.0
