row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2025 VND,1/1/2025 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__1/1/2025 VND Đã điều chỉnh lại
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,14,37.353.952.540,92.518.039.038,227.0,14.0,37353952540.0,92518039038.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,72.510.269.389,151.254.837.986,228.0,,72510269389.0,151254837986.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(35.156.316.849),(58.736.798.948),229.0,,-35156316849.0,-58736798948.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,15,481.867.806.986,264.931.476.421,230.0,15.0,481867806986.0,264931476421.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,605.392.478.669,366.591.995.896,231.0,,605392478669.0,366591995896.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(123.524.671.683),(101.660.519.475),232.0,,-123524671683.0,-101660519475.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,579.150.550.753,400.958.692.169,240.0,,579150550753.0,400958692169.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,16,579.150.550.753,400.958.692.169,242.0,16.0,579150550753.0,400958692169.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,3.337.232.547.754,3.138.795.610.940,250.0,,3337232547754.0,3138795610940.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,252,6(b),3.066.606.488.126,2.991.643.306.334,252.0,,3066606488126.0,2991643306334.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,6(b),181.058.006.353,183.478.443.353,253.0,,181058006353.0,183478443353.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,6,(153.080.596.061),(184.906.788.083),254.0,6.0,-153080596061.0,-184906788083.0
Đầu tư năm giữ đến ngày đáo hạn,Đầu tư năm giữ đến ngày đáo hạn,Đầu tư năm giữ đến ngày đáo hạn,255,6(a),242.648.649.336,148.580.649.336,255.0,,242648649336.0,148580649336.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,343.729.271.573,307.348.381.966,260.0,,343729271573.0,307348381966.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,17(b),330.879.527.521,291.486.585.521,261.0,,330879527521.0,291486585521.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,18,12.268.385.119,15.280.437.512,262.0,18.0,12268385119.0,15280437512.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,,581.358.933,581.358.933,268.0,,581358933.0,581358933.0
TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),270,,20.554.892.169.396,19.265.850.161.952,270.0,,20554892169396.0,19265850161952.0
