row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,321,23,918.113.948.095,1.175.972.431.723,321.0,23.0,918113948095.0,1175972431723.0
"10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi",322,,50.210.661.153,29.737.804.690,322.0,,50210661153.0,29737804690.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,5.040.262.300.044,6.303.716.986.778,330.0,,5040262300044.0,6303716986778.0
1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,337,20,405.403.444,857.644.907,337.0,20.0,405403444.0,857644907.0
2. Vay và nợ thuê tài chính dài hạn,2. Vay và nợ thuê tài chính dài hạn,2. Vay và nợ thuê tài chính dài hạn,338,21,3.689.315.873.178,5.391.220.150.825,338.0,21.0,3689315873178.0,5391220150825.0
3. Thuế thu nhập hoãn lại phải trả,3. Thuế thu nhập hoãn lại phải trả,3. Thuế thu nhập hoãn lại phải trả,341,15,1.660.129.075,-,341.0,15.0,1660129075.0,
4. Dự phòng phải trả dài hạn,4. Dự phòng phải trả dài hạn,4. Dự phòng phải trả dài hạn,342,23,1.231.061.652.544,790.061.652.540,342.0,23.0,1231061652544.0,790061652540.0
5. Quỹ phát triển khoa học và công nghệ,5. Quỹ phát triển khoa học và công nghệ,5. Quỹ phát triển khoa học và công nghệ,343,24,117.819.241.803,121.577.538.506,343.0,24.0,117819241803.0,121577538506.0
D. VỐN CHỦ SỐ HỮU,D. VỐN CHỦ SỐ HỮU,D. VỐN CHỦ SỐ HỮU,400,,31.125.377.710.593,31.266.593.379.474,400.0,,31125377710593.0,31266593379474.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,25,31.125.377.710.593,31.266.593.379.474,410.0,25.0,31125377710593.0,31266593379474.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,23.418.716.000.000,23.418.716.000.000,411.0,,23418716000000.0,23418716000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,23.418.716.000.000,23.418.716.000.000,,,23418716000000.0,23418716000000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,(274.807.025),(274.807.025),412.0,,-274807025.0,-274807025.0
3. Vốn khác của chủ sở hữu,3. Vốn khác của chủ sở hữu,3. Vốn khác của chủ sở hữu,414,,225.720.372.645,225.662.145.738,414.0,,225720372645.0,225662145738.0
4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,416,,(191.305.728.000),(191.305.728.000),416.0,,-191305728000.0,-191305728000.0
5. Quỹ đầu tư phát triển,5. Quỹ đầu tư phát triển,5. Quỹ đầu tư phát triển,418,,2.174.558.130.932,782.216.585.311,418.0,,2174558130932.0,782216585311.0
6. Lợi nhuận sau thuế chưa phân phối,6. Lợi nhuận sau thuế chưa phân phối,6. Lợi nhuận sau thuế chưa phân phối,421,,3.010.430.220.648,4.302.230.689.261,421.0,,3010430220648.0,4302230689261.0
- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,1.211.876.178.592,1.937.215.795.820,,,1211876178592.0,1937215795820.0
- Lợi nhuận sau thuế chưa phân phối nấm nay,- Lợi nhuận sau thuế chưa phân phối nấm nay,- Lợi nhuận sau thuế chưa phân phối nấm nay,421b,,1.798.554.042.056,2.365.014.893.441,,,1798554042056.0,2365014893441.0
7. Lợi ích của cổ đông không kiểm soát TỔNG CÔNG NGUỒN VỐN (440=300+400),7. Lợi ích của cổ đông không kiểm soát TỔNG CÔNG NGUỒN VỐN (440=300+400),7. Lợi ích của cổ đông không kiểm soát TỔNG CÔNG NGUỒN VỐN (440=300+400),429,,2.487.533.521.393,2.729.348.494.189,429.0,,2487533521393.0,2729348494189.0
7. Lợi ích của cổ đông không kiểm soát TỔNG CÔNG NGUỒN VỐN (440=300+400),7. Lợi ích của cổ đông không kiểm soát TỔNG CÔNG NGUỒN VỐN (440=300+400),7. Lợi ích của cổ đông không kiểm soát TỔNG CÔNG NGUỒN VỐN (440=300+400),440,,52.876.577.955.35,54.050.146.599.573,440.0,,5287657795535.0,54050146599573.0
