row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã,Thuyếtminh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã,numeric__Thuyếtminh,numeric__Năm nay,numeric__Năm trước
-,2. Điều chỉnh cho các khoản: > -,-,"Tăng, giảm chi phí trả trước",12,,83.214.619,(324.282.847),,12.0,,83214619.0,-324282847.0
-,2. Điều chỉnh cho các khoản: > -,-,"Tăng, giảm chứng khoán kinh doanh",13,,-,-,,13.0,,,
-,2. Điều chỉnh cho các khoản: > -,-,Tiền lãi vay đã trả,14,,(14.110.922.320),(26.400.547.857),,14.0,,-14110922320.0,-26400547857.0
-,2. Điều chỉnh cho các khoản: > -,-,Thuế thu nhập doanh nghiệp đã nộp,15,V.9,(2.232.347),(5.985.883.459),,15.0,,-2232347.0,-5985883459.0
-,2. Điều chỉnh cho các khoản: > -,-,Tiền thu khác từ hoạt động kinh doanh,16,,-,-,,16.0,,,
-,2. Điều chỉnh cho các khoản: > -,-,Tiền chi khác cho hoạt động kinh doanh,17,,(46.000.000),(47.394.010),,17.0,,-46000000.0,-47394010.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,(320.199.414.101),310.044.582.486,,20.0,,-320199414101.0,310044582486.0
II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi đề mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 1. Tiền chi đề mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","1. Tiền chi đề mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","1. Tiền chi đề mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,,(1.512.752.524),(4.214.186.909),,21.0,,-1512752524.0,-4214186909.0
"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác","2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác","2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",22,,1.000.000.000,-,,22.0,,1000000000.0,
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(265.100.000.000),(1.092.871.658.020),,23.0,,-265100000000.0,-1092871658020.0
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,627.100.000.000,588.977.658.020,,24.0,,627100000000.0,588977658020.0
5. Tiền chi đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền từ hoạt động đầu tư > 5. Tiền chi đầu tư góp vốn vào đơn vị khác,5. Tiền chi đầu tư góp vốn vào đơn vị khác,5. Tiền chi đầu tư góp vốn vào đơn vị khác,25,,-,-,,25.0,,,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền từ hoạt động đầu tư > 6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,54.000.000.000,-,,26.0,,54000000000.0,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. Lưu chuyển tiền từ hoạt động đầu tư > 7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,,41.080.195.690,23.667.464.491,,27.0,,41080195690.0,23667464491.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,456.567.443.166,(484.440.722.418),,30.0,,456567443166.0,-484440722418.0
