row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Lỗ được chuyển từ các năm trước,Điều chỉnh cho các khoản: > Lỗ được chuyển từ các năm trước,Lỗ được chuyển từ các năm trước,(131.369.085),-,-131369085.0,
Dự phòng các khoản đầu tư vào công ty con,Điều chỉnh cho các khoản: > Dự phòng các khoản đầu tư vào công ty con,Dự phòng các khoản đầu tư vào công ty con,(154.049.452),(336.847.230),-154049452.0,-336847230.0
Lợi nhuận từ hoạt động được miễn thuế,Điều chỉnh cho các khoản: > Lợi nhuận từ hoạt động được miễn thuế,Lợi nhuận từ hoạt động được miễn thuế,(133.351.101),(254.707.311),-133351101.0,-254707311.0
Chênh lệch lãi vay nội bộ ở khía cạnh hợp nhất,Điều chỉnh cho các khoản: > Chênh lệch lãi vay nội bộ ở khía cạnh hợp nhất,Chênh lệch lãi vay nội bộ ở khía cạnh hợp nhất,(22.382.831),129.099.274,-22382831.0,129099274.0
Lãi từ công ty liên kết,Điều chỉnh cho các khoản: > Lãi từ công ty liên kết,Lãi từ công ty liên kết,(21.759.456),(26.497.251),-21759456.0,-26497251.0
Chênh lệch giữa lãi suất thực tế và lãi suất danh nghĩa liên quan đến phát hành trải phiếu chuyển đổi ở khía cạnh hợp nhất,Điều chỉnh cho các khoản: > Chênh lệch giữa lãi suất thực tế và lãi suất danh nghĩa liên quan đến phát hành trải phiếu chuyển đổi ở khía cạnh hợp nhất,Chênh lệch giữa lãi suất thực tế và lãi suất danh nghĩa liên quan đến phát hành trải phiếu chuyển đổi ở khía cạnh hợp nhất,7.926.935,7.679.836,7926935.0,7679836.0
Các khoản khác,Điều chỉnh cho các khoản: > Các khoản khác,Các khoản khác,-,35.703.497,,35703497.0
Thu nhập chịu thuế ước tính trong năm,Điều chỉnh cho các khoản: > Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,7.511.925,3.183.119,7511925.0,3183119.0
Thuế TNDN hiện hành ước tính,Điều chỉnh cho các khoản: > Thuế TNDN hiện hành ước tính,Thuế TNDN hiện hành ước tính,1.502.385,636.624,1502385.0,636624.0
Điều chỉnh thuế TNDN trích thiếu của năm trước,Điều chỉnh cho các khoản: > Điều chỉnh thuế TNDN trích thiếu của năm trước,Điều chỉnh thuế TNDN trích thiếu của năm trước,-,158.992,,158992.0
Chi phí thuế TNDN hiện hành ước tính trong năm,Điều chỉnh cho các khoản: > Chi phí thuế TNDN hiện hành ước tính trong năm,Chi phí thuế TNDN hiện hành ước tính trong năm,1.502.385,795.616,1502385.0,795616.0
Thuế TNDN phải nộp đầu năm,Điều chỉnh cho các khoản: > Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,19.461.022,30.049.556,19461022.0,30049556.0
Các khoản khác,Điều chỉnh cho các khoản: > Các khoản khác,Các khoản khác,-,(11.069.339),,-11069339.0
Thuế TNDN đã trả trong năm,Điều chỉnh cho các khoản: > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,-,(314.811),,-314811.0
Thuế TNDN phải nộp cuối năm,Điều chỉnh cho các khoản: > Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,20.963.407,19.461.022,20963407.0,19461022.0
Trong đó:,Trong đó:,Trong đó:,,,,
Thuế TNDN phải trả,Trong đó: > Thuế TNDN phải trả,Thuế TNDN phải trả,21.249.238,19.746.853,21249238.0,19746853.0
Thuế TNDN trả trước,Trong đó: > Thuế TNDN trả trước,Thuế TNDN trả trước,(285.831),(285.831),-285831.0,-285831.0
