row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm 2024 VND,Năm 2023 VND,numeric__Mã số,numeric__Năm 2024 VND,numeric__Năm 2023 VND
- Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản > - Tiền lãi vay đã trả,- Tiền lãi vay đã trả,14,(93.836.988.403),(136.605.687.173),14.0,-93836988403.0,-136605687173.0
- Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản > - Thuế thu nhập doanh nghiệp đã nộp,- Thuế thu nhập doanh nghiệp đã nộp,15,(257.496.906.702),(245.637.015.090),15.0,-257496906702.0,-245637015090.0
- Tiền chi khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản > - Tiền chi khác từ hoạt động kinh doanh,- Tiền chi khác từ hoạt động kinh doanh,17,(23.836.447.952),(18.418.446.194),17.0,-23836447952.0,-18418446194.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,2.059.511.680.201,2.435.530.925.645,20.0,2059511680201.0,2435530925645.0
II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,,,
1. Tiền chi đề mua sắm XD TSCĐ và các TS DH khác,II. Lưu chuyển tiền từ hoạt động đầu tư > 1. Tiền chi đề mua sắm XD TSCĐ và các TS DH khác,1. Tiền chi đề mua sắm XD TSCĐ và các TS DH khác,21,(252.774.678.154),(219.442.528.152),21.0,-252774678154.0,-219442528152.0
"2. Tiền thu từ TLÝ, nhượng bán TSCĐ và các TS DH khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 2. Tiền thu từ TLÝ, nhượng bán TSCĐ và các TS DH khác","2. Tiền thu từ TLÝ, nhượng bán TSCĐ và các TS DH khác",22,4.758.938.870,448.861.168,22.0,4758938870.0,448861168.0
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,(12.784.000.000.000),(10.554.000.000.000),23.0,-12784000000000.0,-10554000000000.0
"4. Tiền thu hồi cho vay, bán lại các CC nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 4. Tiền thu hồi cho vay, bán lại các CC nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các CC nợ của đơn vị khác",24,11.650.000.000.000,8.685.000.000.000,24.0,11650000000000.0,8685000000000.0
"5. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. Lưu chuyển tiền từ hoạt động đầu tư > 5. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","5. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,426.008.645.874,473.502.328.530,27.0,426008645874.0,473502328530.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(956.007.093.410),(1.614.491.338.454),30.0,-956007093410.0,-1614491338454.0
III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,,,
"1. Tiền thu từ PH cổ phiếu, nhận vốn góp của CSH","III. Lưu chuyển tiền từ hoạt động tài chính > 1. Tiền thu từ PH cổ phiếu, nhận vốn góp của CSH","1. Tiền thu từ PH cổ phiếu, nhận vốn góp của CSH",31,282.428.538.646,-,31.0,282428538646.0,
2. Tiền thu từ đi vay,III. Lưu chuyển tiền từ hoạt động tài chính > 2. Tiền thu từ đi vay,2. Tiền thu từ đi vay,33,7.350.587.854.135,6.761.780.787.221,33.0,7350587854135.0,6761780787221.0
3. Tiền trả nợ gốc vay,III. Lưu chuyển tiền từ hoạt động tài chính > 3. Tiền trả nợ gốc vay,3. Tiền trả nợ gốc vay,34,(7.048.323.266.865),(6.246.359.786.374),34.0,-7048323266865.0,-6246359786374.0
"4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","III. Lưu chuyển tiền từ hoạt động tài chính > 4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(1.438.474.592.000),(1.249.260.533.100),36.0,-1438474592000.0,-1249260533100.0
Lưu chuyển tiền thuần từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(853.781.466.084),(733.839.532.253),40.0,-853781466084.0,-733839532253.0
Lưu chuyển tiền thuần trong kỳ,III. Lưu chuyển tiền từ hoạt động tài chính > Lưu chuyển tiền thuần trong kỳ,Lưu chuyển tiền thuần trong kỳ,50,249.723.120.707,87.200.054.938,50.0,249723120707.0,87200054938.0
Tiền và tương đương tiền đầu kỳ,III. Lưu chuyển tiền từ hoạt động tài chính > Tiền và tương đương tiền đầu kỳ,Tiền và tương đương tiền đầu kỳ,60,288.969.487.361,201.953.492.369,60.0,288969487361.0,201953492369.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,III. Lưu chuyển tiền từ hoạt động tài chính > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,(282.701.822),(184.059.946),61.0,-282701822.0,-184059946.0
Tiền và tương đương tiền cuối kỳ,III. Lưu chuyển tiền từ hoạt động tài chính > Tiền và tương đương tiền cuối kỳ,Tiền và tương đương tiền cuối kỳ,70,538.409.906.246,288.969.487.361,70.0,538409906246.0,288969487361.0
