row_label_raw,row_label_full,col_0,31/12/2018,01/01/2018(Đã điều chỉnh),numeric__31/12/2018,numeric__01/01/2018(Đã điều chỉnh)
- Dự án Đầu tư Xây dựng hạ tầng Kỹ thuật Khu nhà Công nhân Khu công nghiệp Yên Phong\( ^{(16.9)} \),- Dự án Đầu tư Xây dựng hạ tầng Kỹ thuật Khu nhà Công nhân Khu công nghiệp Yên Phong\( ^{(16.9)} \),- Dự án Đầu tư Xây dựng hạ tầng Kỹ thuật Khu nhà Công nhân Khu công nghiệp Yên Phong\( ^{(16.9)} \),35.040.163.411,13.454.618.773,35040163411.0,13454618773.0
- Dự án Khu công nghiệp Hải Yên,- Dự án Khu công nghiệp Hải Yên,- Dự án Khu công nghiệp Hải Yên,33.693.504.525,39.079.193.785,33693504525.0,39079193785.0
- Dự án Hạ tầng kỹ thuật Khu dịch vụ và nhà ở công nhân KCN Đồng Văn IV\( ^{(16.10)} \),- Dự án Hạ tầng kỹ thuật Khu dịch vụ và nhà ở công nhân KCN Đồng Văn IV\( ^{(16.10)} \),- Dự án Hạ tầng kỹ thuật Khu dịch vụ và nhà ở công nhân KCN Đồng Văn IV\( ^{(16.10)} \),31.701.667.619,26.401.097.619,31701667619.0,26401097619.0
- Dự án Khu Công nghiệp Phong Điền - Viglacera\( ^{(16.11)} \),- Dự án Khu Công nghiệp Phong Điền - Viglacera\( ^{(16.11)} \),- Dự án Khu Công nghiệp Phong Điền - Viglacera\( ^{(16.11)} \),29.064.142.835,29.486.417.164,29064142835.0,29486417164.0
- Khu công nghiệp Tiên Sơn - Bắc Ninh giai đoạn I và II,- Khu công nghiệp Tiên Sơn - Bắc Ninh giai đoạn I và II,- Khu công nghiệp Tiên Sơn - Bắc Ninh giai đoạn I và II,25.857.777.728,13.492.063.600,25857777728.0,13492063600.0
- Dự án Khu nhà ở xã hội cho lao động làm việc trong KCN Yên Phong,- Dự án Khu nhà ở xã hội cho lao động làm việc trong KCN Yên Phong,- Dự án Khu nhà ở xã hội cho lao động làm việc trong KCN Yên Phong,25.734.404.306,-,25734404306.0,
- Dự án đầu tư hoàn thiện dây chuyển AAC và Panel,- Dự án đầu tư hoàn thiện dây chuyển AAC và Panel,- Dự án đầu tư hoàn thiện dây chuyển AAC và Panel,20.718.811.314,-,20718811314.0,
- Công trình Cụm nhà xưởng - Khu công nghiệp Yên Phong,- Công trình Cụm nhà xưởng - Khu công nghiệp Yên Phong,- Công trình Cụm nhà xưởng - Khu công nghiệp Yên Phong,18.432.446.711,-,18432446711.0,
- Dự án trạm xử lý nước thải - KCN Đồng văn IV,- Dự án trạm xử lý nước thải - KCN Đồng văn IV,- Dự án trạm xử lý nước thải - KCN Đồng văn IV,12.200.752.530,-,12200752530.0,
- Dự án Trạm xử lý nước thải KCN Phú Hà,- Dự án Trạm xử lý nước thải KCN Phú Hà,- Dự án Trạm xử lý nước thải KCN Phú Hà,11.083.358.683,10.756.440.501,11083358683.0,10756440501.0
- Dự án Khu đô thị Yên Phong,- Dự án Khu đô thị Yên Phong,- Dự án Khu đô thị Yên Phong,8.529.748.852,10.689.394.058,8529748852.0,10689394058.0
- Dự án cung cấp nước sạch 20.000 m3 Yên Phong mở rộng,- Dự án cung cấp nước sạch 20.000 m3 Yên Phong mở rộng,- Dự án cung cấp nước sạch 20.000 m3 Yên Phong mở rộng,8.472.923.189,4.701.601.182,8472923189.0,4701601182.0
- Dự án Nhà máy Sử Viglacera Mỹ Xuân,- Dự án Nhà máy Sử Viglacera Mỹ Xuân,- Dự án Nhà máy Sử Viglacera Mỹ Xuân,-,115.190.298.288,,115190298288.0
- Đường vào tổ hợp Samsung - Khu công nghiệp Yên Phong,- Đường vào tổ hợp Samsung - Khu công nghiệp Yên Phong,- Đường vào tổ hợp Samsung - Khu công nghiệp Yên Phong,-,5.900.567.454,,5900567454.0
- Dự án khu chung cư và dịch vụ Khu công nghiệp Tiên Sơn,- Dự án khu chung cư và dịch vụ Khu công nghiệp Tiên Sơn,- Dự án khu chung cư và dịch vụ Khu công nghiệp Tiên Sơn,-,2.499.341.394,,2499341394.0
- Dự án Khu công nghiệp Yên Mỹ - Hưng Yên,- Dự án Khu công nghiệp Yên Mỹ - Hưng Yên,- Dự án Khu công nghiệp Yên Mỹ - Hưng Yên,11.954.187.044,152.563.998,11954187044.0,152563998.0
"- Dự án Xây dựng Khu dân cư và Nhà ở tập thể tại phường Giếng Đáy, thành phố Hạ Long","- Dự án Xây dựng Khu dân cư và Nhà ở tập thể tại phường Giếng Đáy, thành phố Hạ Long","- Dự án Xây dựng Khu dân cư và Nhà ở tập thể tại phường Giếng Đáy, thành phố Hạ Long",7.869.559.466,7.869.559.466,7869559466.0,7869559466.0
- Dự án Khu du lịch sinh thái cao cấp Vân Hải,- Dự án Khu du lịch sinh thái cao cấp Vân Hải,- Dự án Khu du lịch sinh thái cao cấp Vân Hải,6.052.024.637,2.374.727.930,6052024637.0,2374727930.0
- Chi phí san nền nhà xưởng,- Chi phí san nền nhà xưởng,- Chi phí san nền nhà xưởng,9.982.760.603,9.982.760.603,9982760603.0,9982760603.0
- Các công trình khác,- Các công trình khác,- Các công trình khác,61.881.492.132,34.336.575.986,61881492132.0,34336575986.0
Mua sắm tài sản cố định,Mua sắm tài sản cố định,Mua sắm tài sản cố định,869.413.396,568.707.000,869413396.0,568707000.0
Sửa chữa lớn tài sản cố định,Sửa chữa lớn tài sản cố định,Sửa chữa lớn tài sản cố định,8.559.266.820,3.210.569.530,8559266820.0,3210569530.0
