row_label_raw,row_label_full,col_0,31/12/2018 > Giá trị,31/12/2018 > Số có khả năng trả nợ,01/01/2018 (Đã điều chỉnh) > Giá trị,01/01/2018 (Đã điều chỉnh) > Số có khả năng trả nợ,numeric__31/12/2018 > Giá trị,numeric__31/12/2018 > Số có khả năng trả nợ,numeric__01/01/2018 (Đã điều chỉnh) > Giá trị,numeric__01/01/2018 (Đã điều chỉnh) > Số có khả năng trả nợ
- Công ty TNHH Xây dựng Tiên Du,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Xây dựng Tiên Du,- Công ty TNHH Xây dựng Tiên Du,9.092.321.134,9.092.321.134,11.932.042.737,11.932.042.737,9092321134.0,9092321134.0,11932042737.0,11932042737.0
- Công ty TNHH MTV Thương mại Ngọc Minh,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH MTV Thương mại Ngọc Minh,- Công ty TNHH MTV Thương mại Ngọc Minh,8.014.445.938,8.014.445.938,9.911.604.306,9.911.604.306,8014445938.0,8014445938.0,9911604306.0,9911604306.0
- Công ty TNHH Thương mại Dịch vụ Thanh Bình,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Thương mại Dịch vụ Thanh Bình,- Công ty TNHH Thương mại Dịch vụ Thanh Bình,8.652.748.685,8.652.748.685,-,-,8652748685.0,8652748685.0,,
- Công ty TNHH Một thành viên Quốc tế Hoàng Anh,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Một thành viên Quốc tế Hoàng Anh,- Công ty TNHH Một thành viên Quốc tế Hoàng Anh,8.714.795.890,8.714.795.890,5.586.208.914,5.586.208.914,8714795890.0,8714795890.0,5586208914.0,5586208914.0
- Công ty TNHH Thương mại Đầu tư Phát triển Phương Anh,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Thương mại Đầu tư Phát triển Phương Anh,- Công ty TNHH Thương mại Đầu tư Phát triển Phương Anh,10.035.426.500,10.035.426.500,8.580.411.400,8.580.411.400,10035426500.0,10035426500.0,8580411400.0,8580411400.0
- Công ty TNHH Long Đại Thắng,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Long Đại Thắng,- Công ty TNHH Long Đại Thắng,12.956.300.092,12.956.300.092,8.804.861.870,8.804.861.870,12956300092.0,12956300092.0,8804861870.0,8804861870.0
- Công ty Cổ phần Đầu tư Lạc Hồng,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Đầu tư Lạc Hồng,- Công ty Cổ phần Đầu tư Lạc Hồng,7.688.854.505,7.688.854.505,7.874.922.322,7.874.922.322,7688854505.0,7688854505.0,7874922322.0,7874922322.0
- Công ty TNHH Sản xuất và Thương mại Việt Thái,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Sản xuất và Thương mại Việt Thái,- Công ty TNHH Sản xuất và Thương mại Việt Thái,-,-,8.246.587.360,8.246.587.360,,,8246587360.0,8246587360.0
- Công ty Cổ phần Khai thác Vận tải Tiến Xuyên,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Khai thác Vận tải Tiến Xuyên,- Công ty Cổ phần Khai thác Vận tải Tiến Xuyên,7.673.368.788,7.673.368.788,7.841.760.717,7.841.760.717,7673368788.0,7673368788.0,7841760717.0,7841760717.0
- Công ty Cổ phần Phúc Hưng,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Phúc Hưng,- Công ty Cổ phần Phúc Hưng,8.037.739.070,8.037.739.070,3.912.852.133,3.912.852.133,8037739070.0,8037739070.0,3912852133.0,3912852133.0
- Công ty Cổ phần Đầu tư và Xuất nhập khẩu Khí hóa lòng Hà Nội,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Đầu tư và Xuất nhập khẩu Khí hóa lòng Hà Nội,- Công ty Cổ phần Đầu tư và Xuất nhập khẩu Khí hóa lòng Hà Nội,4.678.227.821,4.678.227.821,7.471.168.079,7.471.168.079,4678227821.0,4678227821.0,7471168079.0,7471168079.0
- Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,- Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,7.508.680.299,7.508.680.299,7.941.748.938,7.941.748.938,7508680299.0,7508680299.0,7941748938.0,7941748938.0
- Công ty Cổ phần Dầu khí Delta Việt Nam,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Dầu khí Delta Việt Nam,- Công ty Cổ phần Dầu khí Delta Việt Nam,6.809.998.539,6.809.998.539,7.738.529.945,7.738.529.945,6809998539.0,6809998539.0,7738529945.0,7738529945.0
- Công ty TNHH Siamp,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Siamp,- Công ty TNHH Siamp,8.892.561.829,8.892.561.829,6.024.803.404,6.024.803.404,8892561829.0,8892561829.0,6024803404.0,6024803404.0
- Công ty Cổ phần Sản xuất nhựa Hùng Anh,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Sản xuất nhựa Hùng Anh,- Công ty Cổ phần Sản xuất nhựa Hùng Anh,8.409.312.418,8.409.312.418,2.754.184.968,2.754.184.968,8409312418.0,8409312418.0,2754184968.0,2754184968.0
- Công ty TNHH Bình Yên,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Bình Yên,- Công ty TNHH Bình Yên,11.773.850.680,11.773.850.680,5.441.500.000,5.441.500.000,11773850680.0,11773850680.0,5441500000.0,5441500000.0
- Phải trả cho các đối tượng khác,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Phải trả cho các đối tượng khác,- Phải trả cho các đối tượng khác,834.809.634.319,834.809.634.319,835.725.291.026,835.725.291.026,834809634319.0,834809634319.0,835725291026.0,835725291026.0
,,,1.092.789.038.350,1.092.789.038.350,1.069.825.457.703,1.069.825.457.703,1092789038350.0,1092789038350.0,1069825457703.0,1069825457703.0
