row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2015,Năm 2014,numeric__Thuyết minh,numeric__Năm 2015,numeric__Năm 2014
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
"(Tăng) các khoản tiền, vàng gửi và cho vay các TCTD khác","Những thay đổi về tài sản hoạt động > (Tăng) các khoản tiền, vàng gửi và cho vay các TCTD khác","(Tăng) các khoản tiền, vàng gửi và cho vay các TCTD khác",,(8.638.139),(7.466.790),,-8638139.0,-7466790.0
(Tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > (Tăng) các khoản về kinh doanh chứng khoán,(Tăng) các khoản về kinh doanh chứng khoán,,(27.842.627),(30.038.012),,-27842627.0,-30038012.0
(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,Những thay đổi về tài sản hoạt động > (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,,(176.642),314.632,,-176642.0,314632.0
(Tăng) các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > (Tăng) các khoản cho vay khách hàng,(Tăng) các khoản cho vay khách hàng,,(123.334.456),(54.658.049),,-123334456.0,-54658049.0
(Giảm) nguồn dự phòng để bù đắp tồn thất các khoản nợ xấu,Những thay đổi về tài sản hoạt động > (Giảm) nguồn dự phòng để bù đắp tồn thất các khoản nợ xấu,(Giảm) nguồn dự phòng để bù đắp tồn thất các khoản nợ xấu,14,(3.906.999),(6.037.085),14.0,-3906999.0,-6037085.0
(Giảm) nguồn dự phòng để tất toán số dư nợ đã bán cho VAMC,Những thay đổi về tài sản hoạt động > (Giảm) nguồn dự phòng để tất toán số dư nợ đã bán cho VAMC,(Giảm) nguồn dự phòng để tất toán số dư nợ đã bán cho VAMC,14,(1.029.827),(462.343),14.0,-1029827.0,-462343.0
Giảm/(Tăng) khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > Giảm/(Tăng) khác về tài sản hoạt động,Giảm/(Tăng) khác về tài sản hoạt động,,5.570.172,(479.092),,5570172.0,-479092.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động > Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,,31.409.689,(258.179),,31409689.0,-258179.0
"(Giảm)/Tăng các khoản tiền gửi, tiền vay các TCTD khác","Những thay đổi về công nợ hoạt động > (Giảm)/Tăng các khoản tiền gửi, tiền vay các TCTD khác","(Giảm)/Tăng các khoản tiền gửi, tiền vay các TCTD khác",,(13.490.098),38.387.642,,-13490098.0,38387642.0
Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Những thay đổi về công nợ hoạt động > Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Tăng tiền gửi của khách hàng (bao gồm cả KBNN),,90.644.160,105.452.800,,90644160.0,105452800.0
Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về công nợ hoạt động > Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,45.465.209,(13.177.322),,45465209.0,-13177322.0
"(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > (Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,(150.019),(31.800.154),,-150019.0,-31800154.0
(Giảm)/Tăng khác về công nợ hoạt động,Những thay đổi về công nợ hoạt động > (Giảm)/Tăng khác về công nợ hoạt động,(Giảm)/Tăng khác về công nợ hoạt động,,(1.063.428),655.856,,-1063428.0,655856.0
Chi từ quỹ của tổ chức tín dụng,Những thay đổi về công nợ hoạt động > Chi từ quỹ của tổ chức tín dụng,Chi từ quỹ của tổ chức tín dụng,26,(514),(682),26.0,-514.0,-682.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đổi về công nợ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,6.874.881,12.192.662,,6874881.0,12192662.0
