row_label_raw,row_label_full,"A.7.23. Phải trả cổ tức, gốc và lãi trái phiếu- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn",Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên > A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,8.166.590,7.772.203,8166590.0,7772203.0
A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên > A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,,7.704.194,,7704194.0
A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên > A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,2.175.824,21.872.896,2175824.0,21872896.0
A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên > A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,3.925.828,5.216.384,3925828.0,5216384.0
A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên > A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,,2.313.901,,2313901.0
A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên > A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,,5.500.000,,5500000.0
Cộng,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên > Cộng,Cộng,462.956.033,138.028.883,462956033.0,138028883.0
"A.7.27. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác","A.7.27. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác","A.7.27. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác",Số cuối năm,Số đầu năm,,
"A.7.27. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác","A.7.27. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác > A.7.27. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác","A.7.27. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác",3.998.664.500,3.832.709.500,3998664500.0,3832709500.0
"A.7.27. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác","A.7.27. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác > A.7.27. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác","A.7.27. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác",923.163.024,663.562.552,923163024.0,663562552.0
Cộng,"A.7.27. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác > Cộng",Cộng,4.921.827.524,4.496.272.052,4921827524.0,4496272052.0
