row_label_raw,row_label_full,col_0,1/1/2021 > Giá trị ghi số VND,1/1/2021 > Số có khả năng trả nợ VND,Biến động trong năm > Tăng VND,Biến động trong năm > Giảm VND,Biến động trong năm > Chênh lệch tỷ giá VND,31/12/2021 > Giá trị ghi số VND,31/12/2021 > Số có khả năng trả nợ VND,numeric__1/1/2021 > Giá trị ghi số VND,numeric__1/1/2021 > Số có khả năng trả nợ VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__Biến động trong năm > Chênh lệch tỷ giá VND,numeric__31/12/2021 > Giá trị ghi số VND,numeric__31/12/2021 > Số có khả năng trả nợ VND
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,,,,USD VND VND USD VND,"(i) (i) (ii), (vi) (ii) (ii), (vi)",188.788.762.898 112.704.901.750 56.811.458.850 9.033.421.679 46.143.244.717,134.047.857.762 232.121.539.555 36.501.366.456 23.656.085.000 24.412.075.217,,,,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,,,,USD VND VND USD VND,"(i) (i) (ii), (vi) (ii) (ii), (vi)",188.788.762.898 112.704.901.750 56.811.458.850 9.033.421.679 46.143.244.717,134.047.857.762 232.121.539.555 36.501.366.456 23.656.085.000 24.412.075.217,,,,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,,,,USD VND VND USD VND,"(i) (i) (ii), (vi) (ii) (ii), (vi)",188.788.762.898 112.704.901.750 56.811.458.850 9.033.421.679 46.143.244.717,134.047.857.762 232.121.539.555 36.501.366.456 23.656.085.000 24.412.075.217,,,,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,,,,USD VND VND USD VND,"(i) (i) (ii), (vi) (ii) (ii), (vi)",188.788.762.898 112.704.901.750 56.811.458.850 9.033.421.679 46.143.244.717,134.047.857.762 232.121.539.555 36.501.366.456 23.656.085.000 24.412.075.217,,,,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,,,,USD VND VND USD VND,"(i) (i) (ii), (vi) (ii) (ii), (vi)",188.788.762.898 112.704.901.750 56.811.458.850 9.033.421.679 46.143.244.717,134.047.857.762 232.121.539.555 36.501.366.456 23.656.085.000 24.412.075.217,,,,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,,,,USD VND VND USD VND,"(i) (i) (ii), (vi) (ii) (ii), (vi)",188.788.762.898 112.704.901.750 56.811.458.850 9.033.421.679 46.143.244.717,134.047.857.762 232.121.539.555 36.501.366.456 23.656.085.000 24.412.075.217,,,,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,,,,USD VND VND USD VND,"(i) (i) (ii), (vi) (ii) (ii), (vi)",188.788.762.898 112.704.901.750 56.811.458.850 9.033.421.679 46.143.244.717,134.047.857.762 232.121.539.555 36.501.366.456 23.656.085.000 24.412.075.217,,,,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,,,,USD VND VND USD VND,"(i) (i) (ii), (vi) (ii) (ii), (vi)",188.788.762.898 112.704.901.750 56.811.458.850 9.033.421.679 46.143.244.717,134.047.857.762 232.121.539.555 36.501.366.456 23.656.085.000 24.412.075.217,,,,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,,,,USD VND VND USD VND,"(i) (i) (ii), (vi) (ii) (ii), (vi)",188.788.762.898 112.704.901.750 56.811.458.850 9.033.421.679 46.143.244.717,134.047.857.762 232.121.539.555 36.501.366.456 23.656.085.000 24.412.075.217,,,,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,,,,USD VND VND USD VND,"(i) (i) (ii), (vi) (ii) (ii), (vi)",188.788.762.898 112.704.901.750 56.811.458.850 9.033.421.679 46.143.244.717,134.047.857.762 232.121.539.555 36.501.366.456 23.656.085.000 24.412.075.217,,,,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,,,,USD VND VND USD VND,"(i) (i) (ii), (vi) (ii) (ii), (vi)",188.788.762.898 112.704.901.750 56.811.458.850 9.033.421.679 46.143.244.717,134.047.857.762 232.121.539.555 36.501.366.456 23.656.085.000 24.412.075.217,,,,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,,,,USD VND VND USD VND,"(i) (i) (ii), (vi) (ii) (ii), (vi)",188.788.762.898 112.704.901.750 56.811.458.850 9.033.421.679 46.143.244.717,134.047.857.762 232.121.539.555 36.501.366.456 23.656.085.000 24.412.075.217,,,,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,,,,USD VND VND USD VND,"(i) (i) (ii), (vi) (ii) (ii), (vi)",188.788.762.898 112.704.901.750 56.811.458.850 9.033.421.679 46.143.244.717,134.047.857.762 232.121.539.555 36.501.366.456 23.656.085.000 24.412.075.217,,,,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,,,,USD VND VND USD VND,"(i) (i) (ii), (vi) (ii) (ii), (vi)",188.788.762.898 112.704.901.750 56.811.458.850 9.033.421.679 46.143.244.717,134.047.857.762 232.121.539.555 36.501.366.456 23.656.085.000 24.412.075.217,,,,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,,,,USD VND VND USD VND,"(i) (i) (ii), (vi) (ii) (ii), (vi)",188.788.762.898 112.704.901.750 56.811.458.850 9.033.421.679 46.143.244.717,134.047.857.762 232.121.539.555 36.501.366.456 23.656.085.000 24.412.075.217,,,,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,,,,USD VND VND USD VND,"(i) (i) (ii), (vi) (ii) (ii), (vi)",188.788.762.898 112.704.901.750 56.811.458.850 9.033.421.679 46.143.244.717,134.047.857.762 232.121.539.555 36.501.366.456 23.656.085.000 24.412.075.217,,,,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam▪ Khoản vay 1▪ Khoản vay 2▪ Khoản vay 3▪ Khoản vay 4Ngân hàng Thương mại Cổ phần Công thương Việt NamNgân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam▪ Khoản vay 1,,,,USD VND VND USD VND,"(i) (i) (ii), (vi) (ii) (ii), (vi)",188.788.762.898 112.704.901.750 56.811.458.850 9.033.421.679 46.143.244.717,134.047.857.762 232.121.539.555 36.501.366.456 23.656.085.000 24.412.075.217,,,,,,,
