row_label_raw,row_label_full,col_0,MS,TM,31/12/2023VND,01/01/2023VND,numeric__MS,numeric__TM,numeric__31/12/2023VND,numeric__01/01/2023VND
5. Phải thu về cho vay ngắn hạn,TÀI SẢN NGẮN HẠN > 5. Phải thu về cho vay ngắn hạn,5. Phải thu về cho vay ngắn hạn,135,5.5,13.434.000.000,10.000.000.000,135.0,55.0,13434000000.0,10000000000.0
6. Phải thu ngắn hạn khác,TÀI SẢN NGẮN HẠN > 6. Phải thu ngắn hạn khác,6. Phải thu ngắn hạn khác,136,5.6,2.133.191.458.349,1.916.463.037.939,136.0,56.0,2133191458349.0,1916463037939.0
7. Dự phòng phải thu ngắn hạn khó đòi,TÀI SẢN NGẮN HẠN > 7. Dự phòng phải thu ngắn hạn khó đòi,7. Dự phòng phải thu ngắn hạn khó đòi,137,5.7,(39.562.950.995),(39.562.950.995),137.0,57.0,-39562950995.0,-39562950995.0
IV. Hàng tồn kho,TÀI SẢN NGẮN HẠN > IV. Hàng tồn kho,IV. Hàng tồn kho,140,5.8,2.980.336.550.168,3.777.947.515.921,140.0,58.0,2980336550168.0,3777947515921.0
1. Hàng tồn kho,TÀI SẢN NGẮN HẠN > 1. Hàng tồn kho,1. Hàng tồn kho,141,,2.980.336.550.168,3.777.947.515.921,141.0,,2980336550168.0,3777947515921.0
V. Tài sản ngắn hạn khác,TÀI SẢN NGẮN HẠN > V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,97.817.340.427,81.547.740.934,150.0,,97817340427.0,81547740934.0
1. Chi phí trả trước ngắn hạn,TÀI SẢN NGẮN HẠN > 1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,5.9,52.234.226.093,38.815.718.552,151.0,59.0,52234226093.0,38815718552.0
2. Thuế GTGT được khấu trừ,TÀI SẢN NGẮN HẠN > 2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,45.583.043.627,42.732.022.382,152.0,,45583043627.0,42732022382.0
3. Thuế và các khoản khác phải thu Nhà nước,TÀI SẢN NGẮN HẠN > 3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,5.18,70.707,-,153.0,518.0,70707.0,
B - TÀI SẢN DÀI HẠN(200=210+220+230+240+250+260),TÀI SẢN NGẮN HẠN > B - TÀI SẢN DÀI HẠN(200=210+220+230+240+250+260),B - TÀI SẢN DÀI HẠN(200=210+220+230+240+250+260),200,,1.845.743.662.518,3.155.660.499.525,200.0,,1845743662518.0,3155660499525.0
I. Các khoản phải thu dài hạn,TÀI SẢN NGẮN HẠN > I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,647.811.000.000,1.344.905.000.000,210.0,,647811000000.0,1344905000000.0
5. Phải thu về cho vay dài hạn,TÀI SẢN NGẮN HẠN > 5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,215,5.5,159.906.000.000,-,215.0,55.0,159906000000.0,
6. Phải thu dài hạn khác,TÀI SẢN NGẮN HẠN > 6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,216,5.6,487.905.000.000,1.344.905.000.000,216.0,56.0,487905000000.0,1344905000000.0
II. Tài sản cố định,TÀI SẢN NGẮN HẠN > II. Tài sản cố định,II. Tài sản cố định,220,,57.353.091.843,62.547.583.654,220.0,,57353091843.0,62547583654.0
1. Tài sản cố định hữu hình,TÀI SẢN NGẮN HẠN > 1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,5.10,56.909.729.733,61.991.036.540,221.0,510.0,56909729733.0,61991036540.0
- Nguyên giá,TÀI SẢN NGẮN HẠN > - Nguyên giá,- Nguyên giá,222,,83.252.794.369,88.812.773.298,222.0,,83252794369.0,88812773298.0
- Giá trị hao mòn lũy kế,TÀI SẢN NGẮN HẠN > - Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(26.343.064.636),(26.821.736.758),223.0,,-26343064636.0,-26821736758.0
3. Tài sản cố định vô hình,TÀI SẢN NGẮN HẠN > 3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,5.11,443.362.110,556.547.114,227.0,511.0,443362110.0,556547114.0
- Nguyên giá,TÀI SẢN NGẮN HẠN > - Nguyên giá,- Nguyên giá,228,,985.007.500,940.007.500,228.0,,985007500.0,940007500.0
- Giá trị hao mòn lũy kế,TÀI SẢN NGẮN HẠN > - Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(541.645.390),(383.460.386),229.0,,-541645390.0,-383460386.0
III. Bất động sản đầu tư,TÀI SẢN NGẮN HẠN > III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,5.12,588.226.258.788,862.451.045.726,230.0,512.0,588226258788.0,862451045726.0
1. Nguyên giá,TÀI SẢN NGẮN HẠN > 1. Nguyên giá,1. Nguyên giá,231,,701.462.540.043,1.022.747.575.074,231.0,,701462540043.0,1022747575074.0
2. Giá trị hao mòn lũy kế,TÀI SẢN NGẮN HẠN > 2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,232,,(113.236.281.255),(160.296.529.348),232.0,,-113236281255.0,-160296529348.0
IV. Tài sản dở dang dài hạn,TÀI SẢN NGẮN HẠN > IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,5.13,23.425.553.943,35.915.528.603,240.0,513.0,23425553943.0,35915528603.0
2. Chi phí xây dựng cơ bản dở dang,TÀI SẢN NGẮN HẠN > 2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,,23.425.553.943,35.915.528.603,242.0,,23425553943.0,35915528603.0
V. Các khoản đầu tư tài chính dài hạn,TÀI SẢN NGẮN HẠN > V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,250,5.14,517.689.066.926,487.371.786.097,250.0,514.0,517689066926.0,487371786097.0
"2. Đầu tư vào công ty liên kết, liên doanh","TÀI SẢN NGẮN HẠN > 2. Đầu tư vào công ty liên kết, liên doanh","2. Đầu tư vào công ty liên kết, liên doanh",252,,55.946.786.097,55.946.786.097,252.0,,55946786097.0,55946786097.0
3. Đầu tư góp vốn vào đơn vị khác,TÀI SẢN NGẮN HẠN > 3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,461.742.280.829,431.425.000.000,253.0,,461742280829.0,431425000000.0
VI. Tài sản dài hạn khác,TÀI SẢN NGẮN HẠN > VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,11.238.691.018,362.469.555.445,260.0,,11238691018.0,362469555445.0
1. Chi phí trả trước dài hạn,TÀI SẢN NGẮN HẠN > 1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,5.9,6.962.690.966,16.450.495.872,261.0,59.0,6962690966.0,16450495872.0
2. Tài sản thuế thu nhập hoãn lại,TÀI SẢN NGẮN HẠN > 2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,,4.276.000.052,12.019.059.573,262.0,,4276000052.0,12019059573.0
4. Tài sản dài hạn khác,TÀI SẢN NGẮN HẠN > 4. Tài sản dài hạn khác,4. Tài sản dài hạn khác,268,5.15,-,334.000.000.000,268.0,515.0,,334000000000.0
TỔNG CỘNG TÀI SẢN (270 = 100+200),TÀI SẢN NGẮN HẠN > TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),270,,8.296.949.220.116,9.467.029.609.679,270.0,,8296949220116.0,9467029609679.0
