row_label_raw,row_label_full,col_0,VND,USD,Vàng,EUR,JPY,AUD,CAD,Đơn vị: Triệu VND,Đơn vị: Triệu VND_1,numeric__VND,numeric__USD,numeric__Vàng,numeric__EUR,numeric__JPY,numeric__AUD,numeric__CAD,numeric__Đơn vị: Triệu VND,numeric__Đơn vị: Triệu VND_1
Tài sản Có khác (i),Tài sản > Tài sản Có khác (i),Tài sản Có khác (i),7.228.695,851.547,3.919,5.833,2.275,-,9,5,8.092.283,7228695.0,851547.0,3919.0,5833.0,2275.0,,9.0,5.0,8092283.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,436.267.564,8.770.134,403.623,181.021,459.217,44.415,18.730,68.740,446.213.444,436267564.0,8770134.0,403623.0,181021.0,459217.0,44415.0,18730.0,68740.0,446213444.0
Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,,,,,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả và vốn chủ sở hữu > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,21.163.190,1.358.942,-,5.815,2.272,-,-,-,22.530.219,21163190.0,1358942.0,,5815.0,2272.0,,,,22530219.0
Tiền gửi của khách hàng,Nợ phải trả và vốn chủ sở hữu > Tiền gửi của khách hàng,Tiền gửi của khách hàng,343.195.477,9.586.077,-,125.589,375.483,17.741,4.898,17.428,353.322.693,343195477.0,9586077.0,,125589.0,375483.0,17741.0,4898.0,17428.0,353322693.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả và vốn chủ sở hữu > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",90.439,-,-,-,26.266,-,-,-,116.705,90439.0,,,,26266.0,,,,116705.0
Phát hành giấy tờ có giá,Nợ phải trả và vốn chủ sở hữu > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,21.606.697,-,-,-,-,-,-,-,21.606.697,21606697.0,,,,,,,,21606697.0
Các khoản nợ khác,Nợ phải trả và vốn chủ sở hữu > Các khoản nợ khác,Các khoản nợ khác,9.125.903,401.280,-,23.085,26.333,4.787,6.911,6.493,9.594.792,9125903.0,401280.0,,23085.0,26333.0,4787.0,6911.0,6493.0,9594792.0
Vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu > Vốn chủ sở hữu,Vốn chủ sở hữu,34.822.643,-,-,-,-,-,-,-,34.822.643,34822643.0,,,,,,,,34822643.0
Tổng nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu > Tổng nợ phải trả và vốn chủ sở hữu,Tổng nợ phải trả và vốn chủ sở hữu,430.004.349,11.346.299,-,154.489,430.354,22.528,11.809,23.921,441.993.749,430004349.0,11346299.0,,154489.0,430354.0,22528.0,11809.0,23921.0,441993749.0
Trạng thái tiền tệ nội bằng,Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ nội bằng,Trạng thái tiền tệ nội bằng,6.263.215,(2.576.165),403.623,26.532,28.863,21.887,6.921,44.819,4.219.695,6263215.0,-2576165.0,403623.0,26532.0,28863.0,21887.0,6921.0,44819.0,4219695.0
Trạng thái tiền tệ ngoại bằng,Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ ngoại bằng,Trạng thái tiền tệ ngoại bằng,(10.938.750),(3.964.792),-,(215.274),(96.988),890,906,(14.623),(15.228.631),-10938750.0,-3964792.0,,-215274.0,-96988.0,890.0,906.0,-14623.0,-15228631.0
"Trạng thái tiền tệ nội, ngoại bằng","Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ nội, ngoại bằng","Trạng thái tiền tệ nội, ngoại bằng",(4.675.535),(6.540.957),403.623,(188.742),(68.125),22.777,7.827,30.196,(11.008.936),-4675535.0,-6540957.0,403623.0,-188742.0,-68125.0,22777.0,7827.0,30196.0,-11008936.0
