row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,Năm 2023 VND,Năm 2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2023 VND,numeric__Năm 2022 VND
- Giảm phải thu bán các tài sản tài chính,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Giảm phải thu bán các tài sản tài chính,- Giảm phải thu bán các tài sản tài chính,35,,-,3.002.354.000,35.0,,,3002354000.0
"- Giảm các khoản phải thu và dự thu cố tức, tiền lãi các tài sản tài chính","I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Giảm các khoản phải thu và dự thu cố tức, tiền lãi các tài sản tài chính","- Giảm các khoản phải thu và dự thu cố tức, tiền lãi các tài sản tài chính",36,,160.510.533.957,80.217.061.221,36.0,,160510533957.0,80217061221.0
- Giảm các khoản phải thu về các dịch vụ công ty chứng khoán cung cấp,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Giảm các khoản phải thu về các dịch vụ công ty chứng khoán cung cấp,- Giảm các khoản phải thu về các dịch vụ công ty chứng khoán cung cấp,37,,4.344.909.723,8.459.371.308,37.0,,4344909723.0,8459371308.0
- Giảm các khoản phải thu khác,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Giảm các khoản phải thu khác,- Giảm các khoản phải thu khác,39,,32.294.865.621,5.286.054.598,39.0,,32294865621.0,5286054598.0
- (Tăng)/giảm các tài sản khác,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - (Tăng)/giảm các tài sản khác,- (Tăng)/giảm các tài sản khác,40,,(1.053.253.490),755.556.936,40.0,,-1053253490.0,755556936.0
- Tăng chi phí phải trả (không bao gồm chi phí lãi vay),I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Tăng chi phí phải trả (không bao gồm chi phí lãi vay),- Tăng chi phí phải trả (không bao gồm chi phí lãi vay),41,,6.922.725.003,70.708.450.657,41.0,,6922725003.0,70708450657.0
- Tăng chi phí trả trước,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Tăng chi phí trả trước,- Tăng chi phí trả trước,42,,18.417.235.222,10.312.726.363,42.0,,18417235222.0,10312726363.0
- Thuế TNDN đã nộp,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Thuế TNDN đã nộp,- Thuế TNDN đã nộp,43,,(152.703.874.612),(120.897.858.997),43.0,,-152703874612.0,-120897858997.0
- Lãi vay đã trả,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Lãi vay đã trả,- Lãi vay đã trả,44,,(337.806.960.611),(409.817.342.067),44.0,,-337806960611.0,-409817342067.0
- (Giảm)/tăng phải trả cho người bán,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - (Giảm)/tăng phải trả cho người bán,- (Giảm)/tăng phải trả cho người bán,45,,(15.071.979.540),10.512.924.398,45.0,,-15071979540.0,10512924398.0
- Tăng/(giảm) các khoản trích lập phúc lợi nhân viên,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Tăng/(giảm) các khoản trích lập phúc lợi nhân viên,- Tăng/(giảm) các khoản trích lập phúc lợi nhân viên,46,,884.303.430,(2.931.530.147),46.0,,884303430.0,-2931530147.0
- Giảm thuế và các khoản phải nộp Nhà nước (không bao gồm thuế TNDN đã nộp),I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Giảm thuế và các khoản phải nộp Nhà nước (không bao gồm thuế TNDN đã nộp),- Giảm thuế và các khoản phải nộp Nhà nước (không bao gồm thuế TNDN đã nộp),47,,(5.664.316.889),(19.596.398.598),47.0,,-5664316889.0,-19596398598.0
- Tăng/(giảm) phải trả người lao động,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Tăng/(giảm) phải trả người lao động,- Tăng/(giảm) phải trả người lao động,48,,566.938.886,(10.891.699.356),48.0,,566938886.0,-10891699356.0
"- Giảm phải trả, phải nộp khác","I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Giảm phải trả, phải nộp khác","- Giảm phải trả, phải nộp khác",50,,(109.215.106.896),(817.871.739.684),50.0,,-109215106896.0,-817871739684.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,60,,(3.751.683.180.597),357.833.190.469,60.0,,-3751683180597.0,357833190469.0
