row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Các giao dịch,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng > Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Quản trị và Ban Kiểm soát,(7.178),(24.600),,-7178.0,-24600.0
Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng > Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập sau thuế của Ban Tổng Giám đốc,(63.827),(61.799),,-63827.0,-61799.0
Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng > Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập lãi tiền gửi/cho vay,1.483,12.607,,1483.0,12607.0
Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng > Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Chi phí trả lãi tiền vay/tiền gửi,(6.521),(3.840),,-6521.0,-3840.0
Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng > Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập từ hoạt động dịch vụ,51,-,,51.0,
Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Các thành viên của Ban lãnh đạo Ngân hàng > Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Chi phí trả lãi tiền gửi,(202),-,,-202.0,
Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Thu nhập từ hoạt động,,,,,
Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Cổ đông lớn (sở hữu trên 5% vốn điều lệ) > Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Cổ đông lớn (sở hữu trên 5% vốn điều lệ),kinh doanh ngoại hồi,546,3.269,,546.0,3269.0
Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Chi phí từ hoạt động,,,,,
Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Cổ đông lớn (sở hữu trên 5% vốn điều lệ) > Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Cổ đông lớn (sở hữu trên 5% vốn điều lệ),kinh doanh ngoại hồi,(15.854),(20.345),,-15854.0,-20345.0
Các bên liên quan đến cổ đông lớn,Cổ đông lớn (sở hữu trên 5% vốn điều lệ) > Các bên liên quan đến cổ đông lớn,Các bên liên quan đến cổ đông lớn,Thu nhập lãi cho vay,-,2.841,,,2841.0
Các bên liên quan đến cổ đông lớn,Cổ đông lớn (sở hữu trên 5% vốn điều lệ) > Các bên liên quan đến cổ đông lớn,Các bên liên quan đến cổ đông lớn,Chi phí trả lãi tiền gửi,(1.197),(2.081),,-1197.0,-2081.0
Các bên liên quan đến cổ đông lớn,Cổ đông lớn (sở hữu trên 5% vốn điều lệ) > Các bên liên quan đến cổ đông lớn,Các bên liên quan đến cổ đông lớn,Thu nhập từ hoạt động dịch vụ,14,-,,14.0,
