row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Lãi trái phiếu,2.555.602.191,47.401.644,,,2555602191.0,47401644.0
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Trả lãi trái phiếu,6.529.432.767,-,,,6529432767.0,
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Mua hàng hóa dịch vụ,4.650.517.531,-,,,4650517531.0,
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Thanh toán tiền hàng và phí dịch vụ,3.943.215.794,519.819.114,,,3943215794.0,519819114.0
Công ty VMC,Công ty VMC,Công ty VMC,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Doanh thu bán hàng và cung cấp dịch vụ,3.309.830.727,3.371.745.319,,,3309830727.0,3371745319.0
Công ty VMC,Công ty VMC,Công ty VMC,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Thu tiền hàng và phí dịch vụ,3.384.884.360,5.866.664.517,,,3384884360.0,5866664517.0
Công ty VMC,Công ty VMC,Công ty VMC,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),"Chi hộ tiền điện, nước",1.606.573.262,1.890.698.366,,,1606573262.0,1890698366.0
Công ty VMC,Công ty VMC,Công ty VMC,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Mua hàng hóa và tài sản cố định,1.013.561.980,10.000.000,,,1013561980.0,10000000.0
Công ty VMC,Công ty VMC,Công ty VMC,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Thanh toán tiền hàng hóa và tài sản cố định,783.689.336,-,,,783689336.0,
Công ty VMC,Công ty VMC,Công ty VMC,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Đi vay,7.000.000.000,-,,,7000000000.0,
Công ty VMC,Công ty VMC,Công ty VMC,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Trả nợ gốc vay,7.000.000.000,-,,,7000000000.0,
Công ty VMC,Công ty VMC,Công ty VMC,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Chi phí lãi vay,51.953.425,-,,,51953425.0,
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty liên kết (tới ngày 25 tháng 9 năm 2024),Doanh thu bán hàng và cung cấp dịch vụ,26.207.606.250,27.751.573.000,,,26207606250.0,27751573000.0
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty liên kết (tới ngày 25 tháng 9 năm 2024),Thu tiền hàng và phí dịch vụ,28.081.452.495,31.292.430.960,,,28081452495.0,31292430960.0
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty liên kết (tới ngày 25 tháng 9 năm 2024),Mua hàng hóa dịch vụ,206.585.000,-,,,206585000.0,
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty liên kết (tới ngày 25 tháng 9 năm 2024),Thanh toán tiền hàng hóa dịch vụ,210.753.000,-,,,210753000.0,
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty liên kết (tới ngày 25 tháng 9 năm 2024),Cổ tức được chia,17.286.257.000,17.286.257.000,,,17286257000.0,17286257000.0
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty liên kết (tới ngày 25 tháng 9 năm 2024),Nhận cổ tức,17.286.257.000,17.286.257.000,,,17286257000.0,17286257000.0
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty liên kết (tới ngày 25 tháng 9 năm 2024),Đi vay,-,7.000.000.000,,,,7000000000.0
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty liên kết (tới ngày 25 tháng 9 năm 2024),Trả gốc vay,7.000.000.000,-,,,7000000000.0,
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty liên kết (tới ngày 25 tháng 9 năm 2024),Chi phí lãi vay,21.191.781,-,,,21191781.0,
