row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2015Triệu đồng,Năm 2014Triệu đồng,numeric__Thuyết minh,numeric__Năm 2015Triệu đồng,numeric__Năm 2014Triệu đồng
(Tăng)/Giảm các khoản về kinh doanh chứng khoán,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > (Tăng)/Giảm các khoản về kinh doanh chứng khoán,(Tăng)/Giảm các khoản về kinh doanh chứng khoán,,880.630,(6.419.886),,880630.0,-6419886.0
(Tăng)/Giảm các công cụ tài chính phải sinh và các tải sản tài chính khác,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > (Tăng)/Giảm các công cụ tài chính phải sinh và các tải sản tài chính khác,(Tăng)/Giảm các công cụ tài chính phải sinh và các tải sản tài chính khác,,(66.706),16.127,,-66706.0,16127.0
(Tăng)/Giảm các khoản cho vay khách hàng,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > (Tăng)/Giảm các khoản cho vay khách hàng,(Tăng)/Giảm các khoản cho vay khách hàng,,(9.598.245),(2.559.855),,-9598245.0,-2559855.0
"Giảm nguồn dự phòng để bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > Giảm nguồn dự phòng để bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Giảm nguồn dự phòng để bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",,(392.463),(772.051),,-392463.0,-772051.0
(Tăng)/Giảm khác về tài sản hoạt động,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > (Tăng)/Giảm khác về tài sản hoạt động,(Tăng)/Giảm khác về tài sản hoạt động,,3.829.015,4.641.444,,3829015.0,4641444.0
Những thay đổi về công nợ hoạt độngCác khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > Những thay đổi về công nợ hoạt độngCác khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Những thay đổi về công nợ hoạt độngCác khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,,8.472.331,(998.045),,8472331.0,-998045.0
"Tăng/(Giảm) các khoản tiền gửi, vay các TCTD khác","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > Tăng/(Giảm) các khoản tiền gửi, vay các TCTD khác","Tăng/(Giảm) các khoản tiền gửi, vay các TCTD khác",,(7.061.463),724.815,,-7061463.0,724815.0
Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,4.252.055,5.812.481,,4252055.0,5812481.0
Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,(25),(283),,-25.0,-283.0
"Tăng/(Giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > Tăng/(Giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng/(Giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro",,19.138,(402.157),,19138.0,-402157.0
Tăng/(Giảm) của công nợ khác,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > Tăng/(Giảm) của công nợ khác,Tăng/(Giảm) của công nợ khác,,(2.152.929),(2.052.731),,-2152929.0,-2052731.0
Chỉ tử các quỹ,Chỉ tử các quỹ,Chỉ tử các quỹ,,-,-,,,
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Chỉ tử các quỹ > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,,3.486.935,(2.715.693),,3486935.0,-2715693.0
