row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12năm 2019Triệu đồng,Ngày 31 tháng 12năm 2018Triệu đồng,numeric__Thuyết minh,numeric__Ngày 31 tháng 12năm 2019Triệu đồng,numeric__Ngày 31 tháng 12năm 2018Triệu đồng
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,12.3,(151.873),(1.055.674),123.0,-151873.0,-1055674.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",13,164.425,190.654,13.0,164425.0,190654.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,238.602,227.602,,238602.0,227602.0
Dự phòng đầu tư dài hạn,TÀI SẢN > Dự phòng đầu tư dài hạn,Dự phòng đầu tư dài hạn,,(74.177),(36.948),,-74177.0,-36948.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,1.922.972,1.963.096,,1922972.0,1963096.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,14.1,1.342.690,1.385.572,141.0,1342690.0,1385572.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,2.380.108,2.211.225,,2380108.0,2211225.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(1.037.418),(825.653),,-1037418.0,-825653.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,14.2,580.282,577.524,142.0,580282.0,577524.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,1.102.483,959.289,,1102483.0,959289.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(522.201),(381.765),,-522201.0,-381765.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,25.709.897,17.357.782,,25709897.0,17357782.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,15.1,16.925.460,10.482.282,151.0,16925460.0,10482282.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",15.2,6.032.377,4.427.765,152.0,6032377.0,4427765.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,15.3,2.780.703,2.473.219,153.0,2780703.0,2473219.0
Dự phòng rủi ro cho các tài sản Có nôi bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nôi bằng khác,Dự phòng rủi ro cho các tài sản Có nôi bằng khác,15.4,(28.643),(25.484),154.0,-28643.0,-25484.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,377.204.126,323.291.119,,377204126.0,323291119.0
