row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2015,Từ 22/07/2014đến 31/12/2014,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2015,numeric__Từ 22/07/2014đến 31/12/2014
12,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,"- Tăng, giảm chi phí trả trước",,32.827.855.014,67.002.832.982,,,32827855014.0,67002832982.0
14,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,- Tiền lãi vay đã trả,,(175.185.511.550),(100.782.454.698),,,-175185511550.0,-100782454698.0
15,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(142.454.975.700),(45.273.786.206),,,-142454975700.0,-45273786206.0
16,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 16,16,- Tiền thu khác từ hoạt động kinh doanh,,79.100.256.195,8.323.203.902,,,79100256195.0,8323203902.0
17,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,- Tiền chi khác cho hoạt động kinh doanh,,(47.644.110.844),(8.196.492.754),,,-47644110844.0,-8196492754.0
20,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,903.535.577.386,530.861.600.677,,,903535577386.0,530861600677.0
II. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,II. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác",,(912.942.890.573),(143.047.679.217),,,-912942890573.0,-143047679217.0
22,II. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22,22,"Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,11.694.235.749,17.658.103.251,,,11694235749.0,17658103251.0
23,II. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(10.137.145.070),(141.649.094),,,-10137145070.0,-141649094.0
24,II. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24,24,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",,83.118.699,12.000.000.000,,,83118699.0,12000000000.0
25,II. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(2.015.723.538),(104.119.960),,,-2015723538.0,-104119960.0
26,II. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,454.500.000,-,,,454500000.0,
27,II. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,24.093.496.113,22.450.152.624,,,24093496113.0,22450152624.0
30,II. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(888.770.408.620),(91.185.192.396),,,-888770408620.0,-91185192396.0
