row_label_raw,row_label_full,Công ty liên quan,Giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,Phải thu/(phải trả)_2,Phải thu/(phải trả)_3,Doanh thu/ (chi phí) VND,numeric__Giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1,numeric__Phải thu/(phải trả)_2,numeric__Phải thu/(phải trả)_3,numeric__Doanh thu/ (chi phí) VND
Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty liên quan > Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty TNHH Quản lý Quỹ SSI (SSIAM),Doanh thu tư vấn đầu tư chứng khoán,2.135.909.867,-,(2.135.909.867),-,-,,2135909867.0,,-2135909867.0,,
Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty liên quan > Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty TNHH Quản lý Quỹ SSI (SSIAM),Lợi nhuận được chia,-,84.338.323.254,(84.338.323.254),-,84.338.323.254,,,84338323254.0,-84338323254.0,,84338323254.0
Công ty TNHH Đầu tư NDH và công ty con,Công ty liên quan > Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Doanh thu giao dịch và dịch vụ chứng khoán khác,-,189.485.396,(189.485.396),-,189.485.396,,,189485396.0,-189485396.0,,189485396.0
Công ty TNHH Đầu tư NDH và công ty con,Công ty liên quan > Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Giao dịch bán chứng khoán,-,664.654.560.000,(664.654.560.000),-,(2.932.868.804),,,664654560000.0,-664654560000.0,,-2932868804.0
Công ty TNHH Đầu tư NDH và công ty con,Công ty liên quan > Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Giao dịch mua chứng khoán,-,(652.408.300.000),652.408.300.000,-,-,,,-652408300000.0,652408300000.0,,
Công ty TNHH Đầu tư NDH và công ty con,Công ty liên quan > Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,"Phí tư vấn, phí dịch vụ",-,4.665.117.115,(2.877.482.115),1.787.635.000,5.105.383.762,,,4665117115.0,-2877482115.0,1787635000.0,5105383762.0
Công ty TNHH Đầu tư NDH và công ty con,Công ty liên quan > Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Cổ tức SSI,-,(48.194.727.000),48.194.727.000,-,-,,,-48194727000.0,48194727000.0,,
Daiwa Securities Group Inc và các công ty con,Công ty liên quan > Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Doanh thu giao dịch và dịch vụ chứng khoán khác,-,1.718.368.671,(1.718.368.671),-,1.644.437.549,,,1718368671.0,-1718368671.0,,1644437549.0
Daiwa Securities Group Inc và các công ty con,Công ty liên quan > Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Phí hoa hồng phải trả,-,(12.724.614.626),11.564.103.742,(1.160.510.884),(9.298.245.890),,,-12724614626.0,11564103742.0,-1160510884.0,-9298245890.0
Daiwa Securities Group Inc và các công ty con,Công ty liên quan > Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Doanh thu hợp đồng tư vấn,-,22.663.224.632,(21.350.831.410),1.312.393.222,20.090.104.086,,,22663224632.0,-21350831410.0,1312393222.0,20090104086.0
Daiwa Securities Group Inc và các công ty con,Công ty liên quan > Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Cổ tức SSI,-,(101.978.121.000),101.978.121.000,-,-,,,-101978121000.0,101978121000.0,,
Công ty cổ phần Khử trùng Việt Nam (VFG),Công ty liên quan > Công ty cổ phần Khử trùng Việt Nam (VFG),Công ty cổ phần Khử trùng Việt Nam (VFG),Cổ tức SSI,-,13.268.547.500,(13.268.547.500),-,13.268.547.500,,,13268547500.0,-13268547500.0,,13268547500.0
