row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,2024 VND,2023 VND,numeric__Tính chất giao dịch,numeric__2024 VND,numeric__2023 VND
"Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp",Thanh toán lãi trái phiếu,457.932.613.008,229.320.449.788,,457932613008.0,229320449788.0
"Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp",Mua chứng chỉ tiền gửi,-,131.653.205.300,,,131653205300.0
"Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp",Mua dịch vụ,14.091.837.917,-,,14091837917.0,
Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,,,
"Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp","Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp",Chia sẻ chi phí công nghệ thông tin,1.035.759.721,185.973.864,,1035759721.0,185973864.0
"Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp","Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp",Mua hàng,57.497.386,114.061.651,,57497386.0,114061651.0
"Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp","Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp",Chia sẻ chi phí,12.891.961.056,11.372.386.989,,12891961056.0,11372386989.0
"Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp","Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp",Thanh toán lãi trái phiếu,822.706.880,176.472.854.388,,822706880.0,176472854388.0
"Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp","Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp",Mua hàng,6.691.227.844,4.909.065.144,,6691227844.0,4909065144.0
"Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp","Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp",Chia sẻ chi phí,15.450.060.790,19.918.209.266,,15450060790.0,19918209266.0
"Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp",Khoản cho vay đã cấp,1.472.230.000.000,33.000.000.000,,1472230000000.0,33000000000.0
"Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp",Khoản cho vay đã thu hồi,1.505.230.000.000,-,,1505230000000.0,
"Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp",Thu nhập lãi từ các khoản cho vay đã cấp,26.430.985.205,24.863.014,,26430985205.0,24863014.0
"Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp",Khoản vay đã nhận,727.446.576.000,4.934.600.000.000,,727446576000.0,4934600000000.0
"Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp",Khoản vay đã hoàn trả,727.446.576.000,6.320.468.000.000,,727446576000.0,6320468000000.0
"Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp",Chi phí lãi vay từ các khoản vay đã nhận,4.803.364.687,160.096.840.305,,4803364687.0,160096840305.0
"Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp",Thanh toán lãi trái phiếu,-,12.062.315.157,,,12062315157.0
