row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,-,-,-,7.264,10.526.855,10.534.119,,,,,,7264.0,10526855.0,10534119.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),608.943,-,20.594.546,3.395.250,10.016.165,1.889.137,2.488.550,38.992.591,608943.0,,20594546.0,3395250.0,10016165.0,1889137.0,2488550.0,38992591.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,11.291.045,5.687.556,442.901.083,371.748.621,678.968.492,312.866.663,336.602.409,2.160.065.869,11291045.0,5687556.0,442901083.0,371748621.0,678968492.0,312866663.0,336602409.0,2160065869.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
"Các khoản nợ Chính phủ và Ngân hàng Trung ương, tiền gửi và vay các TCTD khác","Nợ phải trả > Các khoản nợ Chính phủ và Ngân hàng Trung ương, tiền gửi và vay các TCTD khác","Các khoản nợ Chính phủ và Ngân hàng Trung ương, tiền gửi và vay các TCTD khác",-,-,283.525.459,13.980.682,30.048.803,2.101.241,317.831,329.974.016,,,283525459.0,13980682.0,30048803.0,2101241.0,317831.0,329974016.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,306.439.777,235.409.619,754.900.023,176.838.695,10.036,1.473.598.150,,,306439777.0,235409619.0,754900023.0,176838695.0,10036.0,1473598150.0
"Vốn tài trợ, ủy thác đầu tư, cho vay mà Ngân hàng chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay mà Ngân hàng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay mà Ngân hàng chịu rủi ro",-,-,21.735,89.051,857.369,5.875.162,6.394.309,13.237.626,,,21735.0,89051.0,857369.0,5875162.0,6394309.0,13237626.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,2.707.991,30.486.898,73.234.229,5.514.446,45.108.037,157.051.601,,,2707991.0,30486898.0,73234229.0,5514446.0,45108037.0,157051601.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,2.224.843,8.954.234,29.612.198,1.292.401,474.320,42.557.996,,,2224843.0,8954234.0,29612198.0,1292401.0,474320.0,42557996.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,594.919.805,288.920.484,888.652.622,191.621.945,52.304.533,2.016.419.389,,,594919805.0,288920484.0,888652622.0,191621945.0,52304533.0,2016419389.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,11.291.045,5.687.556,(152.018.722),82.828.137,(209.684.130),121.244.718,284.297.876,143.646.480,11291045.0,5687556.0,-152018722.0,82828137.0,-209684130.0,121244718.0,284297876.0,143646480.0
