row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,Hoạt động chính,31/12/2016,31/12/2016_1,1/1/2016,1/1/2016_1,numeric__Tên Công ty,numeric__Địa chỉ,numeric__Hoạt động chính,numeric__31/12/2016,numeric__31/12/2016_1,numeric__1/1/2016,numeric__1/1/2016_1
14,STT > 14,14,Công ty CP Thương mại và Vận tải Petrolimex Hà Nội,Hà Nội,"Mua bán, vận chuyển hàng hóa","51,00%","51,00%","51,00%","51,00%",,,,0.51,0.51,0.51,0.51
15,STT > 15,15,Công ty CP Xây lắp I (ii),Hà Nội,Xây dựng các công trình,"40,00%","35,12%","40,00%","35,12%",,,,0.4,0.35119999999999996,0.4,0.35119999999999996
16,STT > 16,16,Công ty CP Xây lắp III (ii),TP Hồ Chí Minh,Xây dựng các công trình,"30,00%","30,00%","30,00%","30,00%",,,,0.3,0.3,0.3,0.3
17,STT > 17,17,Công ty CP Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,Nghệ An,"Mua bán, vận chuyển hàng hóa","51,00%","51,00%","51,00%","51,00%",,,,0.51,0.51,0.51,0.51
18,STT > 18,18,Công ty CP Thiết bị Xăng dầu,Hà Nội,Cung cấp các thiết bị ngành xăng dầu,"50,48%","50,48%","50,48%","50,48%",,,,0.5047999999999999,0.5047999999999999,0.5047999999999999,0.5047999999999999
19,STT > 19,19,Công ty CP Tin học Viễn thông Petrolimex,Hà Nội,Phát triển các sản phẩm phần mềm,"50,33%","50,33%","50,33%","50,33%",,,,0.5033,0.5033,0.5033,0.5033
20,STT > 20,20,Công ty CP Vận tải và Dịch vụ Petrolimex Hà Tây,Hà Nội,"Mua bán, vận chuyển hàng hóa","51,00%","51,00%","51,00%","51,00%",,,,0.51,0.51,0.51,0.51
21,STT > 21,21,Công ty CP Thương mại và Vận tải Petrolimex Đà Nẵng,Đà Nẵng,"Mua bán, vận chuyển hàng hóa","51,00%","51,00%","51,00%","51,00%",,,,0.51,0.51,0.51,0.51
22,STT > 22,22,Công ty CP Vận tải và Dịch vụ Petrolimex Thừa Thiên Huế,Huế,Mua bán vận chuyển hàng hóa,"51,00%","51,00%","51,00%","51,00%",,,,0.51,0.51,0.51,0.51
23,STT > 23,23,Công ty CP Tư vấn Xây dựng Petrolimex,Hà Nội,Tư vấn xây dựng,"51,00%","51,00%","51,00%","51,00%",,,,0.51,0.51,0.51,0.51
24,STT > 24,24,Công ty TNHH Xăng dầu Kiên Giang,Kiên Giang,Kinh doanh xăng dầu,"51,00%","51,00%","51,00%","64,87%",,,,0.51,0.51,0.51,0.6487
25,STT > 25,25,Công ty Cổ phần Vận tải hóa dầu VP,Hải Phòng,Kinh doanh dịch vụ vận tải,"88,88%","57,62%","88,88%","57,62%",,,,0.8887999999999999,0.5761999999999999,0.8887999999999999,0.5761999999999999
26,STT > 26,26,Công ty TNHH Thương mại Dịch vụ Hải Châu,TP Hồ Chí Minh,"Sản xuất, kinh doanh nước đá, hải sản đông lạnh","92,04%","92,04%","92,04%","92,04%",,,,0.9204000000000001,0.9204000000000001,0.9204000000000001,0.9204000000000001
27,STT > 27,27,Công ty Thương mại Dịch vụ Cái Bè,Tiền Giang,"Sản xuất, kinh doanh nước đá, hải sản đông lạnh","63,04%","63,04%","54,24%","54,24%",,,,0.6304,0.6304,0.5424,0.5424
