row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộngTriệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộngTriệu đồng
Tổng tài sản,Tải sản > Tổng tài sản,Tổng tài sản,1.406.267,869.441,56.900.493,15.698.652,90.653.321,21.585.058,35.756.751,222.869.983,1406267.0,869441.0,56900493.0,15698652.0,90653321.0,21585058.0,35756751.0,222869983.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ Chính phủ và NHNN,Nợ phải trả > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,-,-,432,6.740.845,-,-,-,6.741.277,,,432.0,6740845.0,,,,6741277.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,27.954.124,1.450.727,1.674.624,38.633,-,31.118.108,,,27954124.0,1450727.0,1674624.0,38633.0,,31118108.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,34.288.169,23.074.184,73.353.475,2.681.914,13.630,133.411.372,,,34288169.0,23074184.0,73353475.0,2681914.0,13630.0,133411372.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,-,76.392,32.048,-,-,108.440,,,,76392.0,32048.0,,,108440.0
"Vốn tải trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tải trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tải trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,-,833,2.480,-,3.313,,,,,833.0,2480.0,,3313.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,2.149.000,11.805.000,9.846.183,4.000.000,27.800.183,,,,2149000.0,11805000.0,9846183.0,4000000.0,27800183.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,4.608.653,-,-,-,-,4.608.653,,,4608653.0,,,,,4608653.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,66.851.378,33.491.148,86.865.980,12.569.210,4.013.630,203.791.346,,,66851378.0,33491148.0,86865980.0,12569210.0,4013630.0,203791346.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,1.406.267,869.441,(9.950.885),(17.792.496),3.787.341,9.015.848,31.743.121,19.078.637,1406267.0,869441.0,-9950885.0,-17792496.0,3787341.0,9015848.0,31743121.0,19078637.0
