row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Giá bán bình quân VND/đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,Lãi bán chứng khoán năm nay VND,Lãi bán chứng khoán năm trước (trình bày lại) VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Giá bán bình quân VND/đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,numeric__Lãi bán chứng khoán năm nay VND,numeric__Lãi bán chứng khoán năm trước (trình bày lại) VND
3,1 > 3,3,TP_TD1732404,1.000.000,108.863,108.863.000.000,106.464.000.000,2.399.000.000,-,,1000000.0,108863.0,108863000000.0,106464000000.0,2399000000.0,
3,1 > 3,3,TP_TD1727396,1.000.000,104.386,104.386.000.000,102.093.000.000,2.293.000.000,-,,1000000.0,104386.0,104386000000.0,102093000000.0,2293000000.0,
3,1 > 3,3,TP_TD1631461,1.000.000,100.113,100.113.000.000,98.000.000.000,2.113.000.000,5.659.000.000,,1000000.0,100113.0,100113000000.0,98000000000.0,2113000000.0,5659000000.0
3,1 > 3,3,TP_TD1621451,1.000.000,110.531,110.531.000.000,108.774.000.000,1.757.000.000,-,,1000000.0,110531.0,110531000000.0,108774000000.0,1757000000.0,
3,1 > 3,3,TP_TP4A0206,1.900.000,115.551,219.546.900.000,217.973.700.000,1.573.200.000,-,,1900000.0,115551.0,219546900000.0,217973700000.0,1573200000.0,
3,1 > 3,3,Trái phiếu niêm yết khác,62.710.000,,6.810.890.740.000,6.799.265.599.726,11.625.140.274,62.870.512.783,,62710000.0,,6810890740000.0,6799265599726.0,11625140274.0,62870512783.0
4,1 > 4,4,Trái phiếu chưa niêm yết,2.500,,729.080.246.300,673.724.368.500,55.355.877.800,348.951.300,,2500.0,,729080246300.0,673724368500.0,55355877800.0,348951300.0
4,1 > 4,4,TP_VNCMBOND14_19,200,1.024.003.546,204.800.709.200,170.826.868.400,33.973.840.800,-,,200.0,1024003546.0,204800709200.0,170826868400.0,33973840800.0,
4,1 > 4,4,TP_BHS BOND 2016,300,1.065.397.330,319.619.199.100,302.337.500.100,17.281.699.000,-,,300.0,1065397330.0,319619199100.0,302337500100.0,17281699000.0,
4,1 > 4,4,Trái phiếu chưa niêm yết khác,2.000,,204.660.338.000,200.560.000.000,4.100.338.000,348.951.300,,2000.0,,204660338000.0,200560000000.0,4100338000.0,348951300.0
5,1 > 5,5,Lãi vị thế của hợp đồng CKPS,-,,-,-,638.065.000,-,,,,,,638065000.0,
,,,Tổng cộng,113.645.956,,10.670.650.080.300,10.413.046.039.330,258.242.105.970,285.136.192.295,,113645956.0,,10670650080300.0,10413046039330.0,258242105970.0,285136192295.0
