row_label_raw,row_label_full,NGUỒN VỐN,Mã số,TM,31/12/2021,Đơn vị tính: VND01/01/2021,numeric__Mã số,numeric__TM,numeric__31/12/2021,numeric__Đơn vị tính: VND01/01/2021
4. Vay và nợ thuê tài chính dài hạn,4. Vay và nợ thuê tài chính dài hạn,4. Vay và nợ thuê tài chính dài hạn,338,5.22,151.231.166.911,153.301.588.029,338.0,522.0,151231166911.0,153301588029.0
5. Thuế thu nhập hoãn lại phải trả,5. Thuế thu nhập hoãn lại phải trả,5. Thuế thu nhập hoãn lại phải trả,341,,63.189.506.414,63.189.506.414,341.0,,63189506414.0,63189506414.0
D/ VỐN CHỦ SỞ HỮU,D/ VỐN CHỦ SỞ HỮU,D/ VỐN CHỦ SỞ HỮU,400,,1.013.949.901.501,1.234.896.282.120,400.0,,1013949901501.0,1234896282120.0
I/ Vốn chủ sở hữu,I/ Vốn chủ sở hữu,I/ Vốn chủ sở hữu,410,5.23,1.013.949.901.501,1.234.896.282.120,410.0,523.0,1013949901501.0,1234896282120.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,3.000.000.000.000,3.000.000.000.000,411.0,,3000000000000.0,3000000000000.0
2. Vốn khác của chủ sở hữu,2. Vốn khác của chủ sở hữu,2. Vốn khác của chủ sở hữu,414,,6.269.828.101,6.269.828.101,414.0,,6269828101.0,6269828101.0
3. Cổ phiếu quỹ,3. Cổ phiếu quỹ,3. Cổ phiếu quỹ,415,,(10.000),(10.000),415.0,,-10000.0,-10000.0
4. Quỹ đầu tư phát triển,4. Quỹ đầu tư phát triển,4. Quỹ đầu tư phát triển,418,,110.830.404.280,110.830.404.280,418.0,,110830404280.0,110830404280.0
5. Quỹ khác thuộc vốn chủ sở hữu,5. Quỹ khác thuộc vốn chủ sở hữu,5. Quỹ khác thuộc vốn chủ sở hữu,420,,14.345.072.839,14.345.072.839,420.0,,14345072839.0,14345072839.0
6. Lợi nhuận sau thuế chưa phân phối,6. Lợi nhuận sau thuế chưa phân phối,6. Lợi nhuận sau thuế chưa phân phối,421,,(2.726.416.102.714),(2.661.535.190.623),421.0,,-2726416102714.0,-2661535190623.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,(2.650.446.067.004),(2.778.200.891.828),,,-2650446067004.0,-2778200891828.0
- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,(75.970.035.710),116.665.701.205,,,-75970035710.0,116665701205.0
7. Lợi ích cổ đông không kiểm soát,7. Lợi ích cổ đông không kiểm soát,7. Lợi ích cổ đông không kiểm soát,429,,608.920.708.995,764.986.177.523,429.0,,608920708995.0,764986177523.0
II/ Nguồn kinh phí và quỹ khác,II/ Nguồn kinh phí và quỹ khác,II/ Nguồn kinh phí và quỹ khác,430,,-,-,430.0,,,
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,2.932.844.228.065,3.760.343.370.766,440.0,,2932844228065.0,3760343370766.0
