row_label_raw,row_label_full,col_0,Cáp và vật liệuviễn thôngVND,Xây dựng vàkinh doanh bất động sảnVND,Đầu tư tài chínhvà các lĩnh vực khácVND,Điều chỉnh và loại trừVND,Tổng cộngVND,numeric__Cáp và vật liệuviễn thôngVND,numeric__Xây dựng vàkinh doanh bất động sảnVND,numeric__Đầu tư tài chínhvà các lĩnh vực khácVND,numeric__Điều chỉnh và loại trừVND,numeric__Tổng cộngVND
Chi phí bán hàng,Năm nay > Chi phí bán hàng,Chi phí bán hàng,(31.385.000.384),(12.718.712.112),(188.848.441),31.231.818,(44.261.329.119),-31385000384.0,-12718712112.0,-188848441.0,31231818.0,-44261329119.0
- Chi phí Bán hàng bên ngoài,Năm nay > - Chi phí Bán hàng bên ngoài,- Chi phí Bán hàng bên ngoài,(31.369.350.384),(12.703.130.294),(188.848.441),-,(44.261.329.119),-31369350384.0,-12703130294.0,-188848441.0,,-44261329119.0
- Chi phí Bán hàng nội bộ,Năm nay > - Chi phí Bán hàng nội bộ,- Chi phí Bán hàng nội bộ,(15.650.000),(15.581.818),-,31.231.818,-,-15650000.0,-15581818.0,,31231818.0,
Chi phí quản lý doanh nghiệp,Năm nay > Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,(32.692.931.132),(19.212.607.582),(12.388.695),2.155.389.937,(49.762.537.472),-32692931132.0,-19212607582.0,-12388695.0,2155389937.0,-49762537472.0
- Chi phí Quản lý doanh nghiệp bên ngoài,Năm nay > - Chi phí Quản lý doanh nghiệp bên ngoài,- Chi phí Quản lý doanh nghiệp bên ngoài,(32.281.108.933),(19.029.707.582),1.548.279.043,-,(49.762.537.472),-32281108933.0,-19029707582.0,1548279043.0,,-49762537472.0
- Chi phí Quản lý doanh nghiệp nội bộ,Năm nay > - Chi phí Quản lý doanh nghiệp nội bộ,- Chi phí Quản lý doanh nghiệp nội bộ,(411.822.199),(182.900.000),(1.560.667.738),2.155.389.937,-,-411822199.0,-182900000.0,-1560667738.0,2155389937.0,
Lợi nhuận từ hoạt động kinh doanh,Năm nay > Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,21.198.029.631,(11.527.253.387),48.901.240.122,(18.274.382.072),40.297.634.294,21198029631.0,-11527253387.0,48901240122.0,-18274382072.0,40297634294.0
Thu nhập khác,Năm nay > Thu nhập khác,Thu nhập khác,349.446.239,2.031.959.667,527.048.204,-,2.908.454.110,349446239.0,2031959667.0,527048204.0,,2908454110.0
Chi phí khác,Năm nay > Chi phí khác,Chi phí khác,(1.104.217.182),(5.280.808.796),(486.841.040),-,(6.871.867.018),-1104217182.0,-5280808796.0,-486841040.0,,-6871867018.0
Tổng lợi nhuận kế toán trước thuế,Năm nay > Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,20.443.258.688,(14.776.102.516),48.941.447.286,(18.274.382.072),36.334.221.386,20443258688.0,-14776102516.0,48941447286.0,-18274382072.0,36334221386.0
Chi phí thuế TNDN hiện hành,Năm nay > Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,(7.206.819.896),(6.303.379.379),-,-,(13.510.199.275),-7206819896.0,-6303379379.0,,,-13510199275.0
Chi phí thuế TNDN hoãn lại,Năm nay > Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,-,1.322.707.060,-,-,1.322.707.060,,1322707060.0,,,1322707060.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Năm nay > Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,13.236.438.792,(19.756.774.835),48.941.447.286,(18.274.382.072),24.146.729.171,13236438792.0,-19756774835.0,48941447286.0,-18274382072.0,24146729171.0
Tăng/ giảm các khoản điều chỉnh,Năm nay > Tăng/ giảm các khoản điều chỉnh,Tăng/ giảm các khoản điều chỉnh,(1.467.691.135),(29.444.348.957),12.637.658.020,18.274.382.072,-,-1467691135.0,-29444348957.0,12637658020.0,18274382072.0,
Lợi nhuận sau thuế TNDN sau điều chỉnh,Năm nay > Lợi nhuận sau thuế TNDN sau điều chỉnh,Lợi nhuận sau thuế TNDN sau điều chỉnh,11.768.747.657,(49.201.123.792),61.579.105.306,-,24.146.729.171,11768747657.0,-49201123792.0,61579105306.0,,24146729171.0
