row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021,Ngày 31 tháng 12năm 2021_1,Ngày 31 tháng 12năm 2020,Ngày 31 tháng 12năm 2020_1,numeric__Ngày 31 tháng 12năm 2021,numeric__Ngày 31 tháng 12năm 2021_1,numeric__Ngày 31 tháng 12năm 2020,numeric__Ngày 31 tháng 12năm 2020_1
Sản xuất thép thành phẩm,Sản xuất thép thành phẩm,Sản xuất thép thành phẩm,104.169,"0,10",80.033,"0,10",104169.0,0.1,80033.0,0.1
Sản xuất phối thép,Sản xuất phối thép,Sản xuất phối thép,44.445,"0,04",40.396,"0,05",44445.0,0.04,40396.0,0.05
Sản xuất Inox và luyện kim khác,Sản xuất Inox và luyện kim khác,Sản xuất Inox và luyện kim khác,56.268,"0,06",28.846,"0,04",56268.0,0.06,28846.0,0.04
"Cơ khi, lắp ráp, chế tạo máy móc, ô tô, xemáy","Cơ khi, lắp ráp, chế tạo máy móc, ô tô, xemáy","Cơ khi, lắp ráp, chế tạo máy móc, ô tô, xemáy",1.242.653,"1,23",1.299.402,"1,64",1242653.0,1.23,1299402.0,1.64
"Sản xuất điện tử, thiết bị điện, máy vi tỉnhquang học, thiết bị viễn thông","Sản xuất điện tử, thiết bị điện, máy vi tỉnhquang học, thiết bị viễn thông","Sản xuất điện tử, thiết bị điện, máy vi tỉnhquang học, thiết bị viễn thông",1.483.772,"1,47",1.212.595,"1,53",1483772.0,1.47,1212595.0,1.53
"Đóng tàu, thuyền","Đóng tàu, thuyền","Đóng tàu, thuyền",3.051,"0,00",4.159,"0,01",3051.0,0.0,4159.0,0.01
"Sản xuất thiết bị văn phòng, đồ gia dụng,thiết bị y tế, giáo dục, thể dục thể thao","Sản xuất thiết bị văn phòng, đồ gia dụng,thiết bị y tế, giáo dục, thể dục thể thao","Sản xuất thiết bị văn phòng, đồ gia dụng,thiết bị y tế, giáo dục, thể dục thể thao",42.665,"0,04",14.242,"0,02",42665.0,0.04,14242.0,0.02
"Sản xuất và phân phối điện, năng lượng","Sản xuất và phân phối điện, năng lượng","Sản xuất và phân phối điện, năng lượng",7.125.610,"7,04",4.706.923,"5,95",7125610.0,7.04,4706923.0,5.95
Xây dựng,Xây dựng,Xây dựng,14.175.548,"14,01",7.279.461,"9,21",14175548.0,14.01,7279461.0,9.21
Thương mại hàng công nghiệp nhẹ vàhàng tiêu dùng,Thương mại hàng công nghiệp nhẹ vàhàng tiêu dùng,Thương mại hàng công nghiệp nhẹ vàhàng tiêu dùng,8.148.952,"8,05",7.450.285,"9,43",8148952.0,8.05,7450285.0,9.43
"Kinh doanh phân bón, hóa chất, các sànphẩm hóa chất khác, thuốc, hóa dược,dược liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sànphẩm hóa chất khác, thuốc, hóa dược,dược liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sànphẩm hóa chất khác, thuốc, hóa dược,dược liệu, thiết bị y tế",560.650,"0,55",750.273,"0,95",560650.0,0.55,750273.0,0.95
"Thương mại xăng, dấu, gas, khí đốt","Thương mại xăng, dấu, gas, khí đốt","Thương mại xăng, dấu, gas, khí đốt",1.017.390,"1,01",1.067.638,"1,35",1017390.0,1.01,1067638.0,1.35
"Kinh doanh sắt thép, xi măng, vật liệu xâydụng tổng hợp khác","Kinh doanh sắt thép, xi măng, vật liệu xâydụng tổng hợp khác","Kinh doanh sắt thép, xi măng, vật liệu xâydụng tổng hợp khác",2.014.497,"1,99",1.665.960,"2,11",2014497.0,1.99,1665960.0,2.11
Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,2.062.717,"2,04",1.672.322,"2,12",2062717.0,2.04,1672322.0,2.12
Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,3.670.205,"3,63",929.842,"1,18",3670205.0,3.63,929842.0,1.18
Kinh doanh vận tải biển,Kinh doanh vận tải biển,Kinh doanh vận tải biển,634.813,"0,63",194.383,"0,25",634813.0,0.63,194383.0,0.25
"Kinh doanh dịch vụ khách sạn, du lịch, ănuống, vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ănuống, vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ănuống, vui chơi giải trí",199.411,"0,20",213.360,"0,27",199411.0,0.2,213360.0,0.27
Kinh doanh bất động sản và cơ sở hạ tầng,Kinh doanh bất động sản và cơ sở hạ tầng,Kinh doanh bất động sản và cơ sở hạ tầng,12.136.094,"11,99",9.020.505,"11,42",12136094.0,11.99,9020505.0,11.42
Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,422.106,"0,42",710.826,"0,90",422106.0,0.42,710826.0,0.9
"Dịch vụ công nghệ, khoa học công nghệ,dịch vụ hành chính, hỗ trợ, giáo dục y tế,thống tin và truyền thông khác","Dịch vụ công nghệ, khoa học công nghệ,dịch vụ hành chính, hỗ trợ, giáo dục y tế,thống tin và truyền thông khác","Dịch vụ công nghệ, khoa học công nghệ,dịch vụ hành chính, hỗ trợ, giáo dục y tế,thống tin và truyền thông khác",2.664.604,"2,63",2.626.868,"3,32",2664604.0,2.63,2626868.0,3.32
Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,297.192,"0,29",246.885,"0,31",297192.0,0.29,246885.0,0.31
Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,2.809.632,"2,78",4.185.717,"5,30",2809632.0,2.78,4185717.0,5.3
Ngành khác,Ngành khác,Ngành khác,5.285.597,"5,22",5.619.735,"7,11",5285597.0,5.22,5619735.0,7.11
Cá nhân,Cá nhân,Cá nhân,26.198.006,"25,89",21.866.039,"27,67",26198006.0,25.89,21866039.0,27.67
,,,101.201.458,"100,00",79.015.568,"100,00",101201458.0,100.0,79015568.0,100.0
