row_label_raw,row_label_full,Tên đơn vị,Số cuối năm > Tỷ lệ lợi ích (%),Số cuối năm > Tỷ lệ quyền biểu quyết (%),Số đầu năm > Tỷ lệ lợi ích (%),Số đầu năm > Tỷ lệ quyền biểu quyết (%),numeric__Số cuối năm > Tỷ lệ lợi ích (%),numeric__Số cuối năm > Tỷ lệ quyền biểu quyết (%),numeric__Số đầu năm > Tỷ lệ lợi ích (%),numeric__Số đầu năm > Tỷ lệ quyền biểu quyết (%)
Công ty Cổ phần Giống Lâm nghiệp vùng Nam Bộ,Các công ty con là công ty cổ phần > Công ty Cổ phần Giống Lâm nghiệp vùng Nam Bộ,Công ty Cổ phần Giống Lâm nghiệp vùng Nam Bộ,"51,00","51,00","51,00","51,00",51.0,51.0,51.0,51.0
Công ty Cổ phần Long Bình,Các công ty con là công ty cổ phần > Công ty Cổ phần Long Bình,Công ty Cổ phần Long Bình,"61,89","61,89","61,89","61,89",61.89,61.89,61.89,61.89
Công ty Cổ phần Giống Lâm nghiệp vùng Tây Nguyên,Các công ty con là công ty cổ phần > Công ty Cổ phần Giống Lâm nghiệp vùng Tây Nguyên,Công ty Cổ phần Giống Lâm nghiệp vùng Tây Nguyên,"51,00","51,00","51,00","51,00",51.0,51.0,51.0,51.0
Công ty Cổ phần Giống Lâm nghiệp vùng Bắc Trung Bộ,Các công ty con là công ty cổ phần > Công ty Cổ phần Giống Lâm nghiệp vùng Bắc Trung Bộ,Công ty Cổ phần Giống Lâm nghiệp vùng Bắc Trung Bộ,"73,04","73,04","73,04","73,04",73.04,73.04,73.04,73.04
Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,Các công ty con là công ty cổ phần > Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,"85,00","85,00","85,00","85,00",85.0,85.0,85.0,85.0
Công ty Cổ phần Giống Lâm nghiệp vùng Bắc Bộ,Các công ty con là công ty cổ phần > Công ty Cổ phần Giống Lâm nghiệp vùng Bắc Bộ,Công ty Cổ phần Giống Lâm nghiệp vùng Bắc Bộ,"79,86","79,86","79,86","79,86",79.86,79.86,79.86,79.86
Công ty Cổ phần Vinafor Vinh,Các công ty con là công ty cổ phần > Công ty Cổ phần Vinafor Vinh,Công ty Cổ phần Vinafor Vinh,"63,21","63,21","63,21","63,21",63.21,63.21,63.21,63.21
Công ty Cổ phần Giống Lâm nghiệp vùng Nam Trung Bộ,Các công ty con là công ty cổ phần > Công ty Cổ phần Giống Lâm nghiệp vùng Nam Trung Bộ,Công ty Cổ phần Giống Lâm nghiệp vùng Nam Trung Bộ,"51,84","51,84","51,84","51,84",51.84,51.84,51.84,51.84
Công ty Cổ phần Giống Lâm nghiệp vùng Đông Bắc,Các công ty con là công ty cổ phần > Công ty Cổ phần Giống Lâm nghiệp vùng Đông Bắc,Công ty Cổ phần Giống Lâm nghiệp vùng Đông Bắc,"67,69","67,69","67,69","67,69",67.69,67.69,67.69,67.69
Công ty Cổ phần Vinafor Tây Nguyên,Các công ty con là công ty cổ phần > Công ty Cổ phần Vinafor Tây Nguyên,Công ty Cổ phần Vinafor Tây Nguyên,"68,59","68,59","68,59","68,59",68.59,68.59,68.59,68.59
