row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2023VND,01/01/2023VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2023VND,numeric__01/01/2023VND
6.,6.,6.,Phải thu dài hạn khác,216,5.4,159.066.534,159.066.534,,216.0,54.0,159066534.0,159066534.0
II.,II.,II.,Tài sản cố định,220,,1.591.459.096.051,1.630.564.796.398,,220.0,,1591459096051.0,1630564796398.0
1.,1.,1.,Tài sản cố định hữu hình,221,5.9,1.444.252.810.087,1.480.819.659.152,,221.0,59.0,1444252810087.0,1480819659152.0
,,,Nguyên giá,222,,4.278.453.452.703,4.278.428.454.052,,222.0,,4278453452703.0,4278428454052.0
,,,Giá trị hao mòn lũy kế,223,,(2.834.200.642.616),(2.797.608.794.900),,223.0,,-2834200642616.0,-2797608794900.0
3.,3.,3.,Tài sản cố định vô hình,227,5.10,147.206.285.964,149.745.137.246,,227.0,510.0,147206285964.0,149745137246.0
,,,Nguyên giá,228,,186.772.851.485,186.772.851.485,,228.0,,186772851485.0,186772851485.0
,,,Giá trị hao mòn lũy kế,229,,(39.566.565.521),(37.027.714.239),,229.0,,-39566565521.0,-37027714239.0
III.,III.,III.,Bất động sản đầu tư,230,5.11,19.919.394.142,20.327.878.834,,230.0,511.0,19919394142.0,20327878834.0
1.,1.,1.,Nguyên giá,231,,31.302.629.053,31.302.629.053,,231.0,,31302629053.0,31302629053.0
2.,2.,2.,Giá trị hao mòn lũy kế,232,,(11.383.234.911),(10.974.750.219),,232.0,,-11383234911.0,-10974750219.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,11.160.499.202,24.199.705.010,,240.0,,11160499202.0,24199705010.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,5.13,11.160.499.202,24.199.705.010,,242.0,513.0,11160499202.0,24199705010.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.14,726.967.472.022,731.580.482.998,,250.0,514.0,726967472022.0,731580482998.0
1.,1.,1.,Đầu tư vào công ty con,251,,948.495.140.276,948.495.140.276,,251.0,,948495140276.0,948495140276.0
2.,2.,2.,"Đầu tư vào công ty liên kết, liên doanh",252,,128.076.362.236,128.076.362.236,,252.0,,128076362236.0,128076362236.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,104.494.843.499,104.494.843.499,,253.0,,104494843499.0,104494843499.0
4.,4.,4.,Dự phòng giảm giá đầu tư tài chính dài hạn,254,,(454.098.873.989),(449.485.863.013),,254.0,,-454098873989.0,-449485863013.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,146.390.746.864,140.985.275.034,,260.0,,146390746864.0,140985275034.0
1.,1.,1.,Chi phí trả trước dài hạn,261,5.8,146.390.746.864,140.985.275.034,,261.0,58.0,146390746864.0,140985275034.0
TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),270,,4.344.351.253.609,6.641.799.468.992,,270.0,,4344351253609.0,6641799468992.0
