row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị,31/12/2024 > Số có khả năng trả nợ,01/01/2024 > Giá trị,01/01/2024 > Số có khả năng trả nợ,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Số có khả năng trả nợ,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Số có khả năng trả nợ
- Công ty Cổ phần CEN Bắc Ninh,- Công ty Cổ phần CEN Bắc Ninh,- Công ty Cổ phần CEN Bắc Ninh,1.032.380.432,1.032.380.432,3.063.051.831,3.063.051.831,1032380432.0,1032380432.0,3063051831.0,3063051831.0
- Công ty Cổ phần CEN Hải Phòng,- Công ty Cổ phần CEN Hải Phòng,- Công ty Cổ phần CEN Hải Phòng,107.509.352,107.509.352,484.715.869,484.715.869,107509352.0,107509352.0,484715869.0,484715869.0
- Công ty Cổ phần Cen Housing,- Công ty Cổ phần Cen Housing,- Công ty Cổ phần Cen Housing,5.644.049,5.644.049,5.644.049,5.644.049,5644049.0,5644049.0,5644049.0,5644049.0
- Công ty Cổ phần Cen Academy,- Công ty Cổ phần Cen Academy,- Công ty Cổ phần Cen Academy,4.520.679,4.520.679,294.520.679,294.520.679,4520679.0,4520679.0,294520679.0,294520679.0
- Công ty Cổ phần Cen Nghệ An,- Công ty Cổ phần Cen Nghệ An,- Công ty Cổ phần Cen Nghệ An,248.023.549,248.023.549,248.023.549,248.023.549,248023549.0,248023549.0,248023549.0,248023549.0
- Công ty Cổ phần CEN Bình Thuận,- Công ty Cổ phần CEN Bình Thuận,- Công ty Cổ phần CEN Bình Thuận,517.292.052,517.292.052,517.292.052,517.292.052,517292052.0,517292052.0,517292052.0,517292052.0
- Công ty Cổ phần CEN Bình Định,- Công ty Cổ phần CEN Bình Định,- Công ty Cổ phần CEN Bình Định,1.470.097.114,1.470.097.114,1.470.097.114,1.470.097.114,1470097114.0,1470097114.0,1470097114.0,1470097114.0
- Công ty Cổ phần Cen HCM,- Công ty Cổ phần Cen HCM,- Công ty Cổ phần Cen HCM,6.367.964.207,6.367.964.207,723.186.823,723.186.823,6367964207.0,6367964207.0,723186823.0,723186823.0
- Công ty TNHH Cen Cuckoo,- Công ty TNHH Cen Cuckoo,- Công ty TNHH Cen Cuckoo,3.831.681.819,3.831.681.819,-,-,3831681819.0,3831681819.0,,
- Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Phố Xanh Group,- Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Phố Xanh Group,- Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Phố Xanh Group,500.000.000,500.000.000,-,-,500000000.0,500000000.0,,
Bên khác,Bên khác,Bên khác,39.888.651.139,39.888.651.139,36.338.073.151,36.338.073.151,39888651139.0,39888651139.0,36338073151.0,36338073151.0
- Công ty Cổ phần Bất động sản Ngaland,- Công ty Cổ phần Bất động sản Ngaland,- Công ty Cổ phần Bất động sản Ngaland,3.289.401.237,3.289.401.237,3.346.079.487,3.346.079.487,3289401237.0,3289401237.0,3346079487.0,3346079487.0
- Công ty TNHH Đầu tư Phát triển Địa ốc TH Việt Nam,- Công ty TNHH Đầu tư Phát triển Địa ốc TH Việt Nam,- Công ty TNHH Đầu tư Phát triển Địa ốc TH Việt Nam,-,-,1.268.998.474,1.268.998.474,,,1268998474.0,1268998474.0
- Công ty Cổ phần Tập đoàn A&F,- Công ty Cổ phần Tập đoàn A&F,- Công ty Cổ phần Tập đoàn A&F,5.346.000,5.346.000,4.733.922.294,4.733.922.294,5346000.0,5346000.0,4733922294.0,4733922294.0
- Công ty Cổ phần Phát triển nhà Bình Minh,- Công ty Cổ phần Phát triển nhà Bình Minh,- Công ty Cổ phần Phát triển nhà Bình Minh,5.662.769.029,5.662.769.029,-,-,5662769029.0,5662769029.0,,
- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,30.931.134.873,30.931.134.873,26.989.072.896,26.989.072.896,30931134873.0,30931134873.0,26989072896.0,26989072896.0
,,,105.700.143.183,105.700.143.183,60.215.466.759,60.215.466.759,105700143183.0,105700143183.0,60215466759.0,60215466759.0
