row_label_raw,row_label_full,Công ty liên quan,Giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,Phải thu/(phải trả)_2,Phải thu/(phải trả)_3,Doanh thu/ (chi phí),numeric__Giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1,numeric__Phải thu/(phải trả)_2,numeric__Phải thu/(phải trả)_3,numeric__Doanh thu/ (chi phí)
Công ty TNHH MTV Nguyễn Sài Gòn,Công ty liên quan > Công ty TNHH MTV Nguyễn Sài Gòn,Công ty TNHH MTV Nguyễn Sài Gòn,Doanh thu giao dịch và dịch vụ chứng khoán khác,-,(10.234.900.000),10.234.900.000,-,-,,,-10234900000.0,10234900000.0,,
Công ty TNHH MTV Nguyễn Sài Gòn,Công ty liên quan > Công ty TNHH MTV Nguyễn Sài Gòn,Công ty TNHH MTV Nguyễn Sài Gòn,Giao dịch mua chứng khoán Cổ tức SSI,-,(180.002.000),180.002.000,-,-,,,-180002000.0,180002000.0,,
Công ty TNHH Bất động sản Sài Gòn Đan Linh,Công ty liên quan > Công ty TNHH Bất động sản Sài Gòn Đan Linh,Công ty TNHH Bất động sản Sài Gòn Đan Linh,Doanh thu giao dịch và dịch vụ chứng khoán khác Cổ tức SSI,-,191.053.584,(191.053.584),-,191.047.984,,,191053584.0,-191053584.0,,191047984.0
Công ty TNHH Bất động sản Sài Gòn Đan Linh,Công ty liên quan > Công ty TNHH Bất động sản Sài Gòn Đan Linh,Công ty TNHH Bất động sản Sài Gòn Đan Linh,Doanh thu giao dịch và dịch vụ chứng khoán khác Cổ tức SSI,-,(30.454.063.000),30.454.063.000,-,-,,,-30454063000.0,30454063000.0,,
"Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc và các cá nhân liên quan","Công ty liên quan > Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc và các cá nhân liên quan","Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc và các cá nhân liên quan",Doanh thu giao dịch và dịch vụ chứng khoán khác,-,2.668.460.400,(2.668.460.400),-,624.102.309,,,2668460400.0,-2668460400.0,,624102309.0
"Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc và các cá nhân liên quan","Công ty liên quan > Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc và các cá nhân liên quan","Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc và các cá nhân liên quan",Doanh thu giao dịch và dịch vụ chứng khoán khác,-,20.228.399.300,(20.228.399.300),-,228.399.300,,,20228399300.0,-20228399300.0,,228399300.0
"Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc và các cá nhân liên quan","Công ty liên quan > Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc và các cá nhân liên quan","Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc và các cá nhân liên quan",Giao dịch bán trái phiếu Doanh thu dịch vụ khác Cổ tức SSI,-,2.207.534.770,(2.207.534.770),-,2.207.534.770,,,2207534770.0,-2207534770.0,,2207534770.0
"Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc và các cá nhân liên quan","Công ty liên quan > Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc và các cá nhân liên quan","Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc và các cá nhân liên quan",Giao dịch bán trái phiếu Doanh thu dịch vụ khác Cổ tức SSI,-,(14.073.400.000),14.073.400.000,-,-,,,-14073400000.0,14073400000.0,,
Đối tượng liên quan khác,Công ty liên quan > Đối tượng liên quan khác,Đối tượng liên quan khác,Mua trái phiếu SSI Lãi trái phiếu phải trả,(60.000.000.000),(270.945.572),60.000.000.000,-,-,,-60000000000.0,-270945572.0,60000000000.0,,
Đối tượng liên quan khác,Công ty liên quan > Đối tượng liên quan khác,Đối tượng liên quan khác,Mua trái phiếu SSI Lãi trái phiếu phải trả,(4.934.054.428),(270.945.572),5.205.000.000,-,(270.945.572),,-4934054428.0,-270945572.0,5205000000.0,,-270945572.0
Các giao dịch với các bên liên quan khác,Các giao dịch với các bên liên quan khác,Các giao dịch với các bên liên quan khác,Các giao dịch với các bên liên quan khác,Các giao dịch với các bên liên quan khác,Các giao dịch với các bên liên quan khác,Các giao dịch với các bên liên quan khác,Các giao dịch với các bên liên quan khác,Các giao dịch với các bên liên quan khác,,,,,,
Thu nhập của các thành viên của Hội đồng Quản trị và Ban Tổng Giám đốc,Thu nhập của các thành viên của Hội đồng Quản trị và Ban Tổng Giám đốc,Thu nhập của các thành viên của Hội đồng Quản trị và Ban Tổng Giám đốc,Thu nhập của các thành viên của Hội đồng Quản trị và Ban Tổng Giám đốc,Thu nhập của các thành viên của Hội đồng Quản trị và Ban Tổng Giám đốc,Thu nhập của các thành viên của Hội đồng Quản trị và Ban Tổng Giám đốc,Thu nhập của các thành viên của Hội đồng Quản trị và Ban Tổng Giám đốc,Thu nhập của các thành viên của Hội đồng Quản trị và Ban Tổng Giám đốc,Thu nhập của các thành viên của Hội đồng Quản trị và Ban Tổng Giám đốc,,,,,,
,,,,,Đơn vị tính: VND,Đơn vị tính: VND,Đơn vị tính: VND,Đơn vị tính: VND,,,,,,
,,,,,Năm nay,Năm trước,Năm trước,Năm trước,,,,,,
Lương và thường,Thu nhập của các thành viên của Hội đồng Quản trị và Ban Tổng Giám đốc > Lương và thường,Lương và thường,Lương và thường,Lương và thường,14.251.200.001,13.126.800.000,13.126.800.000,13.126.800.000,,,14251200001.0,13126800000.0,13126800000.0,13126800000.0
