row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,31/12/2024,01/01/2024,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024,numeric__01/01/2024
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,12,491.548.723,447.455.585,221.0,12.0,491548723.0,447455585.0
- Nguyễn giá,- Nguyễn giá,- Nguyễn giá,222,,4.550.328.026,4.098.015.063,222.0,,4550328026.0,4098015063.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(4.058.779.303),(3.650.559.478),223.0,,-4058779303.0,-3650559478.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,,64.715.152,201.515.152,227.0,,64715152.0,201515152.0
- Nguyễn giá,- Nguyễn giá,- Nguyễn giá,228,,575.365.500,575.365.500,228.0,,575365500.0,575365500.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(510.650.348),(373.850.348),229.0,,-510650348.0,-373850348.0
III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,240,,3.065.483.849,821.780.144,240.0,,3065483849.0,821780144.0
"1. Chi phí sản xuất, kinh doanh dở dang","1. Chi phí sản xuất, kinh doanh dở dang","1. Chi phí sản xuất, kinh doanh dở dang",241,,2.115.483.849,821.780.144,241.0,,2115483849.0,821780144.0
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,,950.000.000,-,242.0,,950000000.0,
IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,250,,212.000.000.000,212.000.000.000,250.0,,212000000000.0,212000000000.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,13,212.000.000.000,212.000.000.000,251.0,13.0,212000000000.0,212000000000.0
V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,260,,47.485.902.386,28.616.774.239,260.0,,47485902386.0,28616774239.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,11,47.485.902.386,28.616.774.239,261.0,11.0,47485902386.0,28616774239.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,6.590.402.453.093,6.390.190.568.260,270.0,,6590402453093.0,6390190568260.0
