row_label_raw,row_label_full,col_0,31/12/2019 > Giá trị,31/12/2019 > Số có khà năng trả nợ,01/01/2019 > Giá trị,01/01/2019 > Số có khà năng trả nợ,numeric__31/12/2019 > Giá trị,numeric__31/12/2019 > Số có khà năng trả nợ,numeric__01/01/2019 > Giá trị,numeric__01/01/2019 > Số có khà năng trả nợ
b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,,,,
- Phải trả người bán ngắn hạn,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > - Phải trả người bán ngắn hạn,- Phải trả người bán ngắn hạn,58.522.790.437,58.522.790.437,54.023.789.073,54.023.789.073,58522790437.0,58522790437.0,54023789073.0,54023789073.0
- Phải trả người bán dài hạn,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > - Phải trả người bán dài hạn,- Phải trả người bán dài hạn,3.922.928.954,3.922.928.954,4.668.672.474,4.668.672.474,3922928954.0,3922928954.0,4668672474.0,4668672474.0
,,,62.445.719.391,62.445.719.391,58.692.461.547,58.692.461.547,62445719391.0,62445719391.0,58692461547.0,58692461547.0
c) Số nợ quá hạn chưa thanh toán,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > c) Số nợ quá hạn chưa thanh toán,c) Số nợ quá hạn chưa thanh toán,12.305.284.911,12.305.284.911,13.177.110.490,13.177.110.490,12305284911.0,12305284911.0,13177110490.0,13177110490.0
- Công ty Cổ phần Thống Nhất 508,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > - Công ty Cổ phần Thống Nhất 508,- Công ty Cổ phần Thống Nhất 508,2.239.847.346,2.239.847.346,2.239.847.346,2.239.847.346,2239847346.0,2239847346.0,2239847346.0,2239847346.0
- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > - Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,5.346.065.332,5.346.065.332,5.346.065.332,5.346.065.332,5346065332.0,5346065332.0,5346065332.0,5346065332.0
- Công ty TNHH VNT,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > - Công ty TNHH VNT,- Công ty TNHH VNT,1.278.702.061,1.278.702.061,1.278.702.061,1.278.702.061,1278702061.0,1278702061.0,1278702061.0,1278702061.0
- Chi nhánh Công ty Cổ phần cửa sở Nhựa Châu Âu tại Đà Nẵng,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > - Chi nhánh Công ty Cổ phần cửa sở Nhựa Châu Âu tại Đà Nẵng,- Chi nhánh Công ty Cổ phần cửa sở Nhựa Châu Âu tại Đà Nẵng,2.200.000.001,2.200.000.001,2.672.432.244,2.672.432.244,2200000001.0,2200000001.0,2672432244.0,2672432244.0
- Tổng Công ty Đầu tư Phát triển Hạ tầng Đô thị UDIC - Công ty TNHH MTV,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > - Tổng Công ty Đầu tư Phát triển Hạ tầng Đô thị UDIC - Công ty TNHH MTV,- Tổng Công ty Đầu tư Phát triển Hạ tầng Đô thị UDIC - Công ty TNHH MTV,1.240.670.171,1.240.670.171,1.640.063.507,1.640.063.507,1240670171.0,1240670171.0,1640063507.0,1640063507.0
,,,12.305.284.911,12.305.284.911,13.177.110.490,13.177.110.490,12305284911.0,12305284911.0,13177110490.0,13177110490.0
d) Phải trả người bán là các bên liên quan,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > d) Phải trả người bán là các bên liên quan,d) Phải trả người bán là các bên liên quan,1.278.702.061,1.278.702.061,1.278.702.061,1.278.702.061,1278702061.0,1278702061.0,1278702061.0,1278702061.0
