row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2022VND,01/01/2022VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2022VND,numeric__01/01/2022VND
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,5.20,5.896.660.435,6.338.810.496,,153.0,520.0,5896660435.0,6338810496.0
B -,B -,B -,TÀI SẢN DÀI HẠN(200=210+220+230+240+250+260),200,,3.675.232.784.440,3.843.132.802.259,,200.0,,3675232784440.0,3843132802259.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,608.337.982.068,587.594.558.908,,210.0,,608337982068.0,587594558908.0
1.,1.,1.,Phải thu dài hạn của khách hàng,211,5.3,607.828.515.534,587.080.892.374,,211.0,53.0,607828515534.0,587080892374.0
6.,6.,6.,Phải thu dài hạn khác,216,5.5,509.466.534,513.666.534,,216.0,55.0,509466534.0,513666534.0
II.,II.,II.,Tài sản cố định,220,,2.658.897.219.175,2.796.899.699.513,,220.0,,2658897219175.0,2796899699513.0
1.,1.,1.,Tài sản cố định hữu hình,221,5.10,1.875.618.751.791,2.009.658.111.720,,221.0,510.0,1875618751791.0,2009658111720.0
,,,- Nguyên giá,222,,6.127.688.598.498,6.176.061.544.531,,222.0,,6127688598498.0,6176061544531.0
,,,- Giá trị hao mòn lũy kế,223,,(4.252.069.846.707),(4.166.403.432.811),,223.0,,-4252069846707.0,-4166403432811.0
3.,3.,3.,Tài sản cố định vô hình,227,5.11,783.278.467.384,787.241.587.793,,227.0,511.0,783278467384.0,787241587793.0
,,,- Nguyên giá,228,,838.007.791.989,838.007.791.989,,228.0,,838007791989.0,838007791989.0
,,,- Giá trị hao mòn lũy kế,229,,(54.729.324.605),(50.766.204.196),,229.0,,-54729324605.0,-50766204196.0
III.,III.,III.,Bất động sản đầu tư,230,5.12,20.371.621.328,20.736.161.048,,230.0,512.0,20371621328.0,20736161048.0
1.,1.,1.,Nguyên giá,231,,49.576.252.218,49.576.252.218,,231.0,,49576252218.0,49576252218.0
2.,2.,2.,Giá trị hao mòn lũy kế,232,,(29.204.630.890),(28.840.091.170),,232.0,,-29204630890.0,-28840091170.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,34.284.487.367,19.089.040.497,,240.0,,34284487367.0,19089040497.0
1.,1.,1.,Chi phí sản xuất kinh doanh dở dang dài hạn,241,5.14,4.157.401.412,4.260.802.870,,241.0,514.0,4157401412.0,4260802870.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,5.15,30.127.085.955,14.828.237.627,,242.0,515.0,30127085955.0,14828237627.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.17,136.669.522.144,200.671.349.944,,250.0,517.0,136669522144.0,200671349944.0
1.,1.,1.,Đầu tư vào công ty con,251,5.17,28.771.200.000,28.771.200.000,,251.0,517.0,28771200000.0,28771200000.0
2.,2.,2.,"Đầu tư vào công ty liên kết, liên doanh",252,5.17,83.040.036.754,163.358.006.456,,252.0,517.0,83040036754.0,163358006456.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,5.17,90.606.925.910,75.075.051.909,,253.0,517.0,90606925910.0,75075051909.0
4.,4.,4.,Dự phòng giảm giá đầu tư tài chính dài hạn,254,,(65.748.640.520),(66.532.908.421),,254.0,,-65748640520.0,-66532908421.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,216.671.952.358,218.141.992.349,,260.0,,216671952358.0,218141992349.0
1.,1.,1.,Chi phí trả trước dài hạn,261,5.9,216.474.956.276,217.726.100.032,,261.0,59.0,216474956276.0,217726100032.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,5.16,196.996.082,415.892.317,,262.0,516.0,196996082.0,415892317.0
TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),270,,8.527.059.336.446,6.525.660.290.392,,270.0,,8527059336446.0,6525660290392.0
