row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2020 triệu đồng,31/12/2019 triệu đồng,numeric__Thuyết minh,numeric__31/12/2020 triệu đồng,numeric__31/12/2019 triệu đồng
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Dự phòng rủi ro chứng khoán kinh doanh > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,9,26.266,14.786,9.0,26266.0,14786.0
Cho vay khách hàng,Dự phòng rủi ro chứng khoán kinh doanh > Cho vay khách hàng,Cho vay khách hàng,,279.872.124,236.079.366,,279872124.0,236079366.0
Cho vay khách hàng,Dự phòng rủi ro chứng khoán kinh doanh > Cho vay khách hàng,Cho vay khách hàng,10,284.000.380,239.082.993,10.0,284000380.0,239082993.0
Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,11,(4.128.256),(3.003.627),11.0,-4128256.0,-3003627.0
Chứng khoán đầu tư,Dự phòng rủi ro chứng khoán kinh doanh > Chứng khoán đầu tư,Chứng khoán đầu tư,,97.709.859,84.762.114,,97709859.0,84762114.0
Chứng khoán đầu tư sản sáng để bán,Dự phòng rủi ro chứng khoán kinh doanh > Chứng khoán đầu tư sản sáng để bán,Chứng khoán đầu tư sản sáng để bán,12.1,95.925.708,82.568.671,121.0,95925708.0,82568671.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng rủi ro chứng khoán kinh doanh > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,12.2,2.218.235,2.483.135,122.0,2218235.0,2483135.0
Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,12.4,(434.084),(289.692),124.0,-434084.0,-289692.0
"Góp vốn, đầu tư dài hạn","Dự phòng rủi ro chứng khoán kinh doanh > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",13,4.766.830,4.510.857,13.0,4766830.0,4510857.0
Đầu tư vào công ty con,Dự phòng rủi ro chứng khoán kinh doanh > Đầu tư vào công ty con,Đầu tư vào công ty con,13.1,4.403.566,4.125.246,131.0,4403566.0,4125246.0
Đầu tư dài hạn khác,Dự phòng rủi ro chứng khoán kinh doanh > Đầu tư dài hạn khác,Đầu tư dài hạn khác,13.2,444.939,467.286,132.0,444939.0,467286.0
Dự phòng giảm giá đầu tư dài hạn,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,13.2,(81.675),(81.675),132.0,-81675.0,-81675.0
Tài sản cố định,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản cố định,Tài sản cố định,,3.899.606,2.388.403,,3899606.0,2388403.0
Tài sản cố định hữu hình,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản cố định hữu hình,Tài sản cố định hữu hình,14,2.859.616,1.413.560,14.0,2859616.0,1413560.0
Nguyễn giá,Dự phòng rủi ro chứng khoán kinh doanh > Nguyễn giá,Nguyễn giá,,4.954.269,3.207.215,,4954269.0,3207215.0
Khẩu hao lũy kế,Dự phòng rủi ro chứng khoán kinh doanh > Khẩu hao lũy kế,Khẩu hao lũy kế,,(2.094.653),(1.793.655),,-2094653.0,-1793655.0
Tài sản cố định vô hình,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản cố định vô hình,Tài sản cố định vô hình,15,1.039.990,974.843,15.0,1039990.0,974843.0
Nguyễn giá,Dự phòng rủi ro chứng khoán kinh doanh > Nguyễn giá,Nguyễn giá,,1.982.318,1.727.440,,1982318.0,1727440.0
Hao mòn lũy kế,Dự phòng rủi ro chứng khoán kinh doanh > Hao mòn lũy kế,Hao mòn lũy kế,,(942.328),(752.597),,-942328.0,-752597.0
Tài sản cố khác,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản cố khác,Tài sản cố khác,,19.450.890,13.353.740,,19450890.0,13353740.0
Các khoản phải thu,Dự phòng rủi ro chứng khoán kinh doanh > Các khoản phải thu,Các khoản phải thu,16.1,15.458.878,8.987.227,161.0,15458878.0,8987227.0
"Các khoản lãi, phí phải thu","Dự phòng rủi ro chứng khoán kinh doanh > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,3.313.461,3.470.008,,3313461.0,3470008.0
Tài sản Có khác,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản Có khác,Tài sản Có khác,16.2,678.551,896.505,162.0,678551.0,896505.0
Trong đó: Lợi thế thương mại,Dự phòng rủi ro chứng khoán kinh doanh > Trong đó: Lợi thế thương mại,Trong đó: Lợi thế thương mại,17,47.613,57.135,17.0,47613.0,57135.0
TỔNG TẢI SẢN CÓ,Dự phòng rủi ro chứng khoán kinh doanh > TỔNG TẢI SẢN CÓ,TỔNG TẢI SẢN CÓ,,477.839.594,398.557.093,,477839594.0,398557093.0
