row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộng triệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộng triệu đồng
Tải sản cố định và bất động sản đầu tư,Tải sản > Tải sản cố định và bất động sản đầu tư,Tải sản cố định và bất động sản đầu tư,-,-,-,-,-,3.899.606,-,3.899.606,,,,,,3899606.0,,3899606.0
Tải sản Có khác (*),Tải sản > Tải sản Có khác (*),Tải sản Có khác (*),-,-,17.196.685,238.824,968.420,88.418,958.543,19.450.890,,,17196685.0,238824.0,968420.0,88418.0,958543.0,19450890.0
Tổng tài sản,Tải sản > Tổng tài sản,Tổng tài sản,2.648.624,1.592.844,101.597.284,56.012.656,112.480.831,108.764.816,99.386.554,482.483.609,2648624.0,1592844.0,101597284.0,56012656.0,112480831.0,108764816.0,99386554.0,482483609.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ NHNN,Nợ phải trả > Các khoản nợ NHNN,Các khoản nợ NHNN,-,-,15.383,-,-,-,-,15.383,,,15383.0,,,,,15383.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,21.401.421,13.067.098,8.961.272,54.854,59.943,43.544.588,,,21401421.0,13067098.0,8961272.0,54854.0,59943.0,43544588.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,178.464.667,47.374.998,76.485.305,12.175.448,20.461,314.520.879,,,178464667.0,47374998.0,76485305.0,12175448.0,20461.0,314520879.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,304,1.857,15.425,159.795,29.960,207.341,,,304.0,1857.0,15425.0,159795.0,29960.0,207341.0
Phát hành giấy tờ cỏ giả,Nợ phải trả > Phát hành giấy tờ cỏ giả,Phát hành giấy tờ cỏ giả,-,-,6.533.454,6.699.819,16.718.603,19.715.579,1.054.400,50.721.855,,,6533454.0,6699819.0,16718603.0,19715579.0,1054400.0,50721855.0
Các khoản nợ khác (*),Nợ phải trả > Các khoản nợ khác (*),Các khoản nợ khác (*),-,-,22.093.505,-,-,-,-,22.093.505,,,22093505.0,,,,,22093505.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,228.508.734,67.143.772,102.180.605,32.105.676,1.164.764,431.103.551,,,228508734.0,67143772.0,102180605.0,32105676.0,1164764.0,431103551.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,2.648.624,1.592.844,(126.911.450),(11.131.116),10.300.226,76.659.140,98.221.790,51.380.058,2648624.0,1592844.0,-126911450.0,-11131116.0,10300226.0,76659140.0,98221790.0,51380058.0
