row_label_raw,row_label_full,Bên liên quan > Phải thu khác(Thuyết minh số 7),Mối quan hệ > Phải thu khác(Thuyết minh số 7),Nội dung > Phải thu khác(Thuyết minh số 7),Số đầu năm > Phải thu khác(Thuyết minh số 7),Đơn vị tính: VND > Phải thu khác(Thuyết minh số 7),numeric__Mối quan hệ > Phải thu khác(Thuyết minh số 7),numeric__Nội dung > Phải thu khác(Thuyết minh số 7),numeric__Số đầu năm > Phải thu khác(Thuyết minh số 7),numeric__Đơn vị tính: VND > Phải thu khác(Thuyết minh số 7)
Công ty Suối Hoa,Công ty Suối Hoa,Công ty Suối Hoa,Công ty con,Phải thu khác,-,107.720.000.000,,,,107720000000.0
Công ty Metropolis,Công ty Metropolis,Công ty Metropolis,Công ty con,Lãi vay phải thuChi hộ phải thu,5.586.389-,6.870.613.58146.654.520.522,,,,6.870613581466546e+20
Công ty Metropolis,Công ty Metropolis,Công ty Metropolis,Công ty con,Lãi vay phải thuChi hộ phải thu,5.586.389-,6.870.613.58146.654.520.522,,,,6.870613581466546e+20
Công ty VincomRetail Miền Nam,Công ty VincomRetail Miền Nam,Công ty VincomRetail Miền Nam,Công ty con,Chi hộ phải thuLãi vay phải thu,418.783.547-,3.272.020.79313.643.757.012,,,,3.2720207931364377e+20
Công ty VincomRetail Miền Nam,Công ty VincomRetail Miền Nam,Công ty VincomRetail Miền Nam,Công ty con,Chi hộ phải thuLãi vay phải thu,418.783.547-,3.272.020.79313.643.757.012,,,,3.2720207931364377e+20
Công ty VincomRetail Miền Nam,Công ty VincomRetail Miền Nam,Công ty VincomRetail Miền Nam,Công ty con,Chi hộ phải thuLãi vay phải thu,418.783.547-,3.272.020.79313.643.757.012,,,,3.2720207931364377e+20
Công ty Trung tâmVăn hóa thể thaoGiải trí Hà Nội,Công ty Trung tâmVăn hóa thể thaoGiải trí Hà Nội,Công ty Trung tâmVăn hóa thể thaoGiải trí Hà Nội,Công ty con,Chi hộ phải thu,-,37.928.104.600,,,,37928104600.0
Công ty Trung tâmVăn hóa thể thaoGiải trí Hà Nội,Công ty Trung tâmVăn hóa thể thaoGiải trí Hà Nội,Công ty Trung tâmVăn hóa thể thaoGiải trí Hà Nội,Công ty con,Chi hộ phải thu,-,37.928.104.600,,,,37928104600.0
Công ty Xây dựngVincom 1,Công ty Xây dựngVincom 1,Công ty Xây dựngVincom 1,Công ty cùngTập đoàn,Lãi tiền tạm ứngphải thuChi hộ phải thu,-,95.421.772.9852.342.278.158,,,,9.542177298523423e+20
Công ty Xây dựngVincom 1,Công ty Xây dựngVincom 1,Công ty Xây dựngVincom 1,Công ty cùngTập đoàn,Lãi tiền tạm ứngphải thuChi hộ phải thu,-,95.421.772.9852.342.278.158,,,,9.542177298523423e+20
Công ty Xây dựngVincom 1,Công ty Xây dựngVincom 1,Công ty Xây dựngVincom 1,Công ty cùngTập đoàn,Lãi tiền tạm ứngphải thuChi hộ phải thu,-,95.421.772.9852.342.278.158,,,,9.542177298523423e+20
Các bên liên quankhác,Các bên liên quankhác,Các bên liên quankhác,,Phải thu khác,3.356.715.549,14.690.469.775,,,3356715549.0,14690469775.0
,,,,,207.843.190.894,694.579.282.533,,,207843190894.0,694579282533.0
