row_label_raw,row_label_full,col_0,col_1,Tại ngày1.1.2022VND,TăngVND,GiảmVND,Vay dài hạnđến hạn trảVND,Đánh giá lạiVND,Tại ngày31.12.2022VND,numeric__col_1,numeric__Tại ngày1.1.2022VND,numeric__TăngVND,numeric__GiảmVND,numeric__Vay dài hạnđến hạn trảVND,numeric__Đánh giá lạiVND,numeric__Tại ngày31.12.2022VND
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
