row_label_raw,row_label_full,Phải trả khác (tiếp theo),col_1,31/12/2024,01/01/2024,numeric__col_1,numeric__31/12/2024,numeric__01/01/2024
Công ty TNHH Dịch vụ Quản lý Bất động sảnSài Gòn Thương Tín,Các khoản vay và nợ > Công ty TNHH Dịch vụ Quản lý Bất động sảnSài Gòn Thương Tín,Công ty TNHH Dịch vụ Quản lý Bất động sảnSài Gòn Thương Tín,Vay,-,(8.500.000.000),,,-8500000000.0
Công ty Cổ phần Đầu tư Phát triển Bất động sảnĐông Sài Gòn,Các khoản vay và nợ > Công ty Cổ phần Đầu tư Phát triển Bất động sảnĐông Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Bất động sảnĐông Sài Gòn,Vay,(23.127.000.000),(33.230.000.000),,-23127000000.0,-33230000000.0
Công ty Cổ phần Đầu tư Phát triển Bất động sảnĐông Sài Gòn,Các khoản vay và nợ > Công ty Cổ phần Đầu tư Phát triển Bất động sảnĐông Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Bất động sảnĐông Sài Gòn,Vay,(23.127.000.000),(33.230.000.000),,-23127000000.0,-33230000000.0
Công ty Cổ phần Đầu tư Thành Thành Công,Các khoản vay và nợ > Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Vay,(22.280.000.000),(272.700.000.000),,-22280000000.0,-272700000000.0
Công ty Cổ phần Đầu tư Thành Thành Công,Các khoản vay và nợ > Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Vay,(22.280.000.000),(272.700.000.000),,-22280000000.0,-272700000000.0
Công ty Cổ phần Khu công nghiệp Thành ThànhCông,Các khoản vay và nợ > Công ty Cổ phần Khu công nghiệp Thành ThànhCông,Công ty Cổ phần Khu công nghiệp Thành ThànhCông,Vay,(163.857.386.180),(50.000.000.000),,-163857386180.0,-50000000000.0
Công ty Cổ phần Khu công nghiệp Thành ThànhCông,Các khoản vay và nợ > Công ty Cổ phần Khu công nghiệp Thành ThànhCông,Công ty Cổ phần Khu công nghiệp Thành ThànhCông,Vay,(163.857.386.180),(50.000.000.000),,-163857386180.0,-50000000000.0
Công ty Cổ phần Khai thác và Quản lý KCNDặng Huỳnh,Các khoản vay và nợ > Công ty Cổ phần Khai thác và Quản lý KCNDặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý KCNDặng Huỳnh,Vay,(226.335.000.000),-,,-226335000000.0,
Công ty Cổ phần Khai thác và Quản lý KCNDặng Huỳnh,Các khoản vay và nợ > Công ty Cổ phần Khai thác và Quản lý KCNDặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý KCNDặng Huỳnh,Vay,(226.335.000.000),-,,-226335000000.0,
Công ty Cổ phần Mai Lan,Các khoản vay và nợ > Công ty Cổ phần Mai Lan,Công ty Cổ phần Mai Lan,Vay,(9.261.808.603),-,,-9261808603.0,
Công ty Cổ phần Mai Lan,Các khoản vay và nợ > Công ty Cổ phần Mai Lan,Công ty Cổ phần Mai Lan,Vay,(9.261.808.603),-,,-9261808603.0,
Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệpTân Hội,Các khoản vay và nợ > Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệpTân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệpTân Hội,Vay,(11.560.000.000),-,,-11560000000.0,
Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệpTân Hội,Các khoản vay và nợ > Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệpTân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệpTân Hội,Vay,(11.560.000.000),-,,-11560000000.0,
Công ty Cổ phần Thành Thành Nam (*),Các khoản vay và nợ > Công ty Cổ phần Thành Thành Nam (*),Công ty Cổ phần Thành Thành Nam (*),Vay,-,(5.000.000.000),,,-5000000000.0
Bà Huỳnh Bích Ngọc,Các khoản vay và nợ > Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Vay,(16.666.500.000),(16.666.500.000),,-16666500000.0,-16666500000.0
Bà Huỳnh Bích Ngọc,Các khoản vay và nợ > Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Vay,(16.666.500.000),(16.666.500.000),,-16666500000.0,-16666500000.0
Cộng,Các khoản vay và nợ > Cộng,Cộng,,(473.087.694.783),(386.521.500.000),,-473087694783.0,-386521500000.0
