row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước (trình bày lại) VND,numeric__Năm nay VND,numeric__Năm trước (trình bày lại) VND
- Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > - Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,- Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,(75.789.439.826),(77.276.999.500),-75789439826.0,-77276999500.0
- Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết đầu năm,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > - Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết đầu năm,- Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết đầu năm,(37.839.537.400),(40.956.993.400),-37839537400.0,-40956993400.0
- Hoàn nhập dự phòng giá trị đầu tư nhận hoàn vốn đầu năm,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > - Hoàn nhập dự phòng giá trị đầu tư nhận hoàn vốn đầu năm,- Hoàn nhập dự phòng giá trị đầu tư nhận hoàn vốn đầu năm,(198.657.082.945),(49.994.489.716),-198657082945.0,-49994489716.0
- Hoàn nhập dự phòng các khoản cho vay đầu năm,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > - Hoàn nhập dự phòng các khoản cho vay đầu năm,- Hoàn nhập dự phòng các khoản cho vay đầu năm,(40.051.234.311),-,-40051234311.0,
- Chênh lệch tăng đánh giá lại TSTC FVTPL,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > - Chênh lệch tăng đánh giá lại TSTC FVTPL,- Chênh lệch tăng đánh giá lại TSTC FVTPL,(363.520.691.804),(357.627.439.480),-363520691804.0,-357627439480.0
- Doanh thu hoàn vốn theo tiến độ đã tính thuế năm 2015,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > - Doanh thu hoàn vốn theo tiến độ đã tính thuế năm 2015,- Doanh thu hoàn vốn theo tiến độ đã tính thuế năm 2015,(6.782.833.960),-,-6782833960.0,
- Lợi nhuận trước thuế từ công ty con,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > - Lợi nhuận trước thuế từ công ty con,- Lợi nhuận trước thuế từ công ty con,(99.603.007.408),(67.074.882.903),-99603007408.0,-67074882903.0
- Lợi nhuận chia sẻ từ công ty liên kết,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > - Lợi nhuận chia sẻ từ công ty liên kết,- Lợi nhuận chia sẻ từ công ty liên kết,(105.518.563.847),(73.457.661.737),-105518563847.0,-73457661737.0
- Chênh lệch tạm thời chịu thuế năm trước chuyển sang,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > - Chênh lệch tạm thời chịu thuế năm trước chuyển sang,- Chênh lệch tạm thời chịu thuế năm trước chuyển sang,-,(553.825.937),,-553825937.0
Thu nhập chịu thuế ước tính năm hiện hành,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > Thu nhập chịu thuế ước tính năm hiện hành,Thu nhập chịu thuế ước tính năm hiện hành,1.031.885.886.795,1.025.298.227.723,1031885886795.0,1025298227723.0
Thuế suất thuế TNDN,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > Thuế suất thuế TNDN,Thuế suất thuế TNDN,20%,20%,0.2,0.2
Thuế TNDN phải trả ước tính năm hiện hành,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > Thuế TNDN phải trả ước tính năm hiện hành,Thuế TNDN phải trả ước tính năm hiện hành,206.377.177.359,205.059.645.545,206377177359.0,205059645545.0
Thuế TNDN phải trả ước tính tại công ty con,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > Thuế TNDN phải trả ước tính tại công ty con,Thuế TNDN phải trả ước tính tại công ty con,20.541.749.229,15.462.957.711,20541749229.0,15462957711.0
Thuế TNDN phải trả đầu năm,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,51.481.407.842,75.215.403.673,51481407842.0,75215403673.0
Điều chỉnh tăng thuế TNDN theo Quyết toàn thuế,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > Điều chỉnh tăng thuế TNDN theo Quyết toàn thuế,Điều chỉnh tăng thuế TNDN theo Quyết toàn thuế,37.959.054,181.317.272,37959054.0,181317272.0
Điều chỉnh tăng thuế TNDN theo Quyết định kiểm tra thuế,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > Điều chỉnh tăng thuế TNDN theo Quyết định kiểm tra thuế,Điều chỉnh tăng thuế TNDN theo Quyết định kiểm tra thuế,191.027.032,-,191027032.0,
Thuế TNDN đã trả trong năm,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(194.330.165.299),(244.437.916.359),-194330165299.0,-244437916359.0
Thuế TNDN phải trả cuối năm,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,84.299.155.217,51.481.407.842,84299155217.0,51481407842.0
