row_label_raw,row_label_full,col_0,Mã chứng khoán,31/12/2023 > Giá gốcVND,31/12/2023 > Giá trị hợp lýVND,31/12/2023 > Dự phòngVND,01/01/2023(Trình bày lại) > Giá gốcVND,01/01/2023(Trình bày lại) > Giá trị hợp lýVND,01/01/2023(Trình bày lại) > Dự phòngVND,numeric__Mã chứng khoán,numeric__31/12/2023 > Giá gốcVND,numeric__31/12/2023 > Giá trị hợp lýVND,numeric__31/12/2023 > Dự phòngVND,numeric__01/01/2023(Trình bày lại) > Giá gốcVND,numeric__01/01/2023(Trình bày lại) > Giá trị hợp lýVND,numeric__01/01/2023(Trình bày lại) > Dự phòngVND
- Công ty Cổ phần Cao su Bà Rịa Kampongthom,Đầu tư vào Công ty liên kết > - Công ty Cổ phần Cao su Bà Rịa Kampongthom,- Công ty Cổ phần Cao su Bà Rịa Kampongthom,,293.412.365.332,,-,293.412.365.332,,-,,293412365332.0,,,293412365332.0,,
- Công ty Cổ phần Cao su Chu Sê Kampongthom,Đầu tư vào Công ty liên kết > - Công ty Cổ phần Cao su Chu Sê Kampongthom,- Công ty Cổ phần Cao su Chu Sê Kampongthom,,1.170.734.285.077,,-,1.170.734.285.077,,-,,1170734285077.0,,,1170734285077.0,,
- Công ty Cổ phần Cao su Mang Yang - Ratanakiri,Đầu tư vào Công ty liên kết > - Công ty Cổ phần Cao su Mang Yang - Ratanakiri,- Công ty Cổ phần Cao su Mang Yang - Ratanakiri,,863.696.280.481,,-,863.696.280.481,,-,,863696280481.0,,,863696280481.0,,
- Công ty Cổ phần Cao su Krông Buk - Ratanakiri,Đầu tư vào Công ty liên kết > - Công ty Cổ phần Cao su Krông Buk - Ratanakiri,- Công ty Cổ phần Cao su Krông Buk - Ratanakiri,,327.378.048.414,,-,327.378.048.414,,-,,327378048414.0,,,327378048414.0,,
- Công ty Cổ phần Cao su Chư Prông - Stung Treng,Đầu tư vào Công ty liên kết > - Công ty Cổ phần Cao su Chư Prông - Stung Treng,- Công ty Cổ phần Cao su Chư Prông - Stung Treng,,194.369.919.882,,-,194.369.919.882,,(1.788.278.901),,194369919882.0,,,194369919882.0,,-1788278901.0
- Công ty Cổ phần Cao su TP.Hồ Chí Minh,Đầu tư vào Công ty liên kết > - Công ty Cổ phần Cao su TP.Hồ Chí Minh,- Công ty Cổ phần Cao su TP.Hồ Chí Minh,,95.141.495.684,,(63.257.095.475),95.141.496.684,,(58.451.103.432),,95141495684.0,,-63257095475.0,95141496684.0,,-58451103432.0
- Công ty Cổ phần Cao su Dầu Tiếng Kratie,Đầu tư vào Công ty liên kết > - Công ty Cổ phần Cao su Dầu Tiếng Kratie,- Công ty Cổ phần Cao su Dầu Tiếng Kratie,,163.363.432.701,,-,163.363.432.701,,-,,163363432701.0,,,163363432701.0,,
- Công ty Cổ phần Cao su Dầu Tiếng Campuchia,Đầu tư vào Công ty liên kết > - Công ty Cổ phần Cao su Dầu Tiếng Campuchia,- Công ty Cổ phần Cao su Dầu Tiếng Campuchia,,201.956.894.334,,-,201.956.894.334,,-,,201956894334.0,,,201956894334.0,,
- Công ty Cổ phần Cao su Phú Riềng Kratie (2),- Công ty Cổ phần Cao su Phú Riềng Kratie (2),- Công ty Cổ phần Cao su Phú Riềng Kratie (2),,-,,-,-,,-,,,,,,,
- Công ty Cổ phần Công nghiệp An Điền,- Công ty Cổ phần Cao su Phú Riềng Kratie (2) > - Công ty Cổ phần Công nghiệp An Điền,- Công ty Cổ phần Công nghiệp An Điền,,32.693.297.635,,-,32.693.297.635,,-,,32693297635.0,,,32693297635.0,,
,,,,5.749.855.610.109,,(105.826.489.959),5.726.415.986.994,,(80.162.763.093),,5749855610109.0,,-105826489959.0,5726415986994.0,,-80162763093.0
