row_label_raw,row_label_full,col_0,31/12/2023 > Giá trịVND,31/12/2023 > Dự phòngVND,01/01/2023(Trình bày lại) > Giá trịVND,01/01/2023(Trình bày lại) > Dự phòngVND,numeric__31/12/2023 > Giá trịVND,numeric__31/12/2023 > Dự phòngVND,numeric__01/01/2023(Trình bày lại) > Giá trịVND,numeric__01/01/2023(Trình bày lại) > Dự phòngVND
- Phải thu về các khoản bảo hiểm bắt buộc,a) Ngắn hạn > - Phải thu về các khoản bảo hiểm bắt buộc,- Phải thu về các khoản bảo hiểm bắt buộc,-,-,1.943.907,-,,,1943907.0,
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,88.920.889.900,-,100.988.504.563,-,88920889900.0,,100988504563.0,
Phải thu khác sáp nhập từ Công ty Tài chính Cao su,a) Ngắn hạn > Phải thu khác sáp nhập từ Công ty Tài chính Cao su,Phải thu khác sáp nhập từ Công ty Tài chính Cao su,5.527.838.671,-,5.761.471.809,-,5527838671.0,,5761471809.0,
- Phải thu Ngân hàng Nhà nước Việt Nam về hỗ trợ lãi suất,a) Ngắn hạn > - Phải thu Ngân hàng Nhà nước Việt Nam về hỗ trợ lãi suất,- Phải thu Ngân hàng Nhà nước Việt Nam về hỗ trợ lãi suất,2.697.168.577,-,2.697.168.577,-,2697168577.0,,2697168577.0,
- Phải thu tạm ứng phí xử lý nợ,a) Ngắn hạn > - Phải thu tạm ứng phí xử lý nợ,- Phải thu tạm ứng phí xử lý nợ,1.448.426.300,-,1.682.059.438,-,1448426300.0,,1682059438.0,
- Phải thu tiền lương truy thu,a) Ngắn hạn > - Phải thu tiền lương truy thu,- Phải thu tiền lương truy thu,1.382.243.794,-,1.382.243.794,-,1382243794.0,,1382243794.0,
,,,1.315.733.068.462,(12.168.944.713),1.536.058.440.456,(10.407.399.709),1315733068462.0,-12168944713.0,1536058440456.0,-10407399709.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
Phải thu khác phát sinh tại Văn phòng Tập đoàn,Phải thu khác phát sinh tại Văn phòng Tập đoàn,Phải thu khác phát sinh tại Văn phòng Tập đoàn,Phải thu khác phát sinh tại Văn phòng Tập đoàn,Phải thu khác phát sinh tại Văn phòng Tập đoàn,Phải thu khác phát sinh tại Văn phòng Tập đoàn,Phải thu khác phát sinh tại Văn phòng Tập đoàn,,,,
- Phải thu về tiền tạm ứng vốn,Phải thu khác phát sinh tại Văn phòng Tập đoàn > - Phải thu về tiền tạm ứng vốn,- Phải thu về tiền tạm ứng vốn,2.347.206.871.679,-,2.347.206.871.679,-,2347206871679.0,,2347206871679.0,
- Phải thu về ứng vốn kinh doanh,Phải thu khác phát sinh tại Văn phòng Tập đoàn > - Phải thu về ứng vốn kinh doanh,- Phải thu về ứng vốn kinh doanh,4.800.000.000,-,6.400.000.000,-,4800000000.0,,6400000000.0,
,,,2.352.006.871.679,-,2.353.606.871.679,-,2352006871679.0,,2353606871679.0,
c) Trong đó: Phải thu khác là các bên liên quan(Xem thông tin chỉ tiết tại Thuyết minh 33),Phải thu khác phát sinh tại Văn phòng Tập đoàn > c) Trong đó: Phải thu khác là các bên liên quan(Xem thông tin chỉ tiết tại Thuyết minh 33),c) Trong đó: Phải thu khác là các bên liên quan(Xem thông tin chỉ tiết tại Thuyết minh 33),3.573.631.866.335,(1.761.545.004),3.824.092.680.374,-,3573631866335.0,-1761545004.0,3824092680374.0,
,,,31,,,,31.0,,,
