row_label_raw,row_label_full,col_0,31/12/2025 (VND) > Giá trị,31/12/2025 (VND) > Số có khả năng trả nợ,Trong năm (VND) > Tăng,Trong năm (VND) > Giảm,01/01/2025 (VND) > Giá trị,01/01/2025 (VND) > Số có khả năng trả nợ,numeric__31/12/2025 (VND) > Giá trị,numeric__31/12/2025 (VND) > Số có khả năng trả nợ,numeric__Trong năm (VND) > Tăng,numeric__Trong năm (VND) > Giảm,numeric__01/01/2025 (VND) > Giá trị,numeric__01/01/2025 (VND) > Số có khả năng trả nợ
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (5),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (5),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (5),,,,,,,,,,,,
- VND,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (5) > - VND,- VND,885.483.963.980,885.483.963.980,3.149.177.531.300,2.720.307.675.754,456.614.108.434,456.614.108.434,885483963980.0,885483963980.0,3149177531300.0,2720307675754.0,456614108434.0,456614108434.0
- USD,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (5) > - USD,- USD,-,-,732.803.794.199,927.343.659.193,194.539.864.994,194.539.864.994,,,732803794199.0,927343659193.0,194539864994.0,194539864994.0
Ngân hàng TMCP Việt Nam Thịnh Vương,Ngân hàng TMCP Việt Nam Thịnh Vương,Ngân hàng TMCP Việt Nam Thịnh Vương,,,,,,,,,,,,
- VND,Ngân hàng TMCP Việt Nam Thịnh Vương > - VND,- VND,-,-,59.643.928.000,59.643.928.000,-,-,,,59643928000.0,59643928000.0,,
Ngân hàng TMCP Công thương Việt Nam (6),Ngân hàng TMCP Công thương Việt Nam (6),Ngân hàng TMCP Công thương Việt Nam (6),,,,,,,,,,,,
- VND,Ngân hàng TMCP Công thương Việt Nam (6) > - VND,- VND,2.697.111.900,2.697.111.900,150.687.066.506,175.475.776.206,27.485.821.600,27.485.821.600,2697111900.0,2697111900.0,150687066506.0,175475776206.0,27485821600.0,27485821600.0
Ngân hàng TMCP Xuất nhập khẩu Việt Nam - CN Sài Gòn,Ngân hàng TMCP Xuất nhập khẩu Việt Nam - CN Sài Gòn,Ngân hàng TMCP Xuất nhập khẩu Việt Nam - CN Sài Gòn,,,,,,,,,,,,
- VND,Ngân hàng TMCP Xuất nhập khẩu Việt Nam - CN Sài Gòn > - VND,- VND,-,-,310.800.015.000,353.623.491.000,42.823.476.000,42.823.476.000,,,310800015000.0,353623491000.0,42823476000.0,42823476000.0
Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (7),Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (7),Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (7),,,,,,,,,,,,
- VND,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (7) > - VND,- VND,38.293.837.376,38.293.837.376,-,23.900.000.000,62.193.837.376,62.193.837.376,38293837376.0,38293837376.0,,23900000000.0,62193837376.0,62193837376.0
Ngân hàng TNHH MTV PUBLIC Việt Nam (8),Ngân hàng TNHH MTV PUBLIC Việt Nam (8),Ngân hàng TNHH MTV PUBLIC Việt Nam (8),,,,,,,,,,,,
- VND,Ngân hàng TNHH MTV PUBLIC Việt Nam (8) > - VND,- VND,23.000.000.000,23.000.000.000,143.000.000.000,160.440.800.000,40.440.800.000,40.440.800.000,23000000000.0,23000000000.0,143000000000.0,160440800000.0,40440800000.0,40440800000.0
Công ty CP Thương mại Địa Ốc Việt (9),Ngân hàng TNHH MTV PUBLIC Việt Nam (8) > Công ty CP Thương mại Địa Ốc Việt (9),Công ty CP Thương mại Địa Ốc Việt (9),900.000.000,900.000.000,-,-,900.000.000,900.000.000,900000000.0,900000000.0,,,900000000.0,900000000.0
